@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1,3-24,26-31,33-48,50-54,56-76,80-83,85-101,103-119,121-146,148-159,161-173,175-186'

@attribute color_bgr_g_mean numeric
@attribute color_lab_l_mean numeric
@attribute color_lab_a_centroid numeric
@attribute color_luv_l_mean numeric
@attribute color_luv_l_centroid numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_b_centroid numeric
@attribute color_norm_r_asymetry numeric
@attribute haralick_bgr_g_contrast numeric
@attribute haralick_lab_b_homogeneity numeric
@attribute haralick_lab_ab_contrast numeric
@attribute lbph_bgr_b_energy numeric
@attribute wavelet_bgr_b_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.492789,-0.363507,0.032258,-0.364624,-0.395161,-0.98176,-0.991864,0.052632,0.14206,-0.967102,-0.41527,-0.945205,-0.440577,-0.884405,NON_ULCER
-0.524335,-0.399155,0,-0.399446,-0.443548,-0.991502,-0.994137,0.052632,0.153525,-0.970645,0.475259,-0.923957,0.214079,-0.857989,NON_ULCER
-0.225001,-0.10183,-0.096774,-0.102516,-0.169355,-0.988562,-0.996934,0.18797,0.139401,-0.703342,-0.356188,-0.939844,-0.009079,-0.64514,NON_ULCER
-0.344245,-0.222777,-0.129032,-0.224466,-0.201613,-0.9915,-0.997166,0.097744,0.130466,-0.986804,-0.106708,-0.965274,-0.313867,-0.896023,NON_ULCER
-0.446099,-0.314142,0.032258,-0.315199,-0.379032,-0.961931,-0.976375,0.037594,0.143581,-0.728721,0.245779,-0.833895,0.661985,-0.725744,NON_ULCER
0.054195,0.170706,-0.16129,0.169392,0.241935,-0.996204,-0.99871,0.203008,0.138776,-0.846811,-0.68486,-0.970635,-0.313678,-0.768233,NON_ULCER
-0.448881,-0.325691,-0.032258,-0.326807,-0.362903,-0.987636,-0.995333,0.097744,0.14692,-0.959671,0.062956,-0.897789,0.258075,-0.78547,NON_ULCER
-0.426153,-0.249625,0.193548,-0.25023,-0.274194,-0.988567,-0.994014,-0.052632,0.130725,-0.940369,0.280923,-0.89105,0.172785,-0.750444,ULCER
-0.458515,-0.241031,0.387097,-0.241104,-0.217742,-0.98684,-0.994554,-0.142857,0.141611,-0.988776,0.536415,-0.938221,0.373556,-0.869873,ULCER
-0.291632,-0.14474,0,-0.145233,-0.209677,-0.995158,-0.994024,0.007519,0.138201,-0.964183,-0.066592,-0.933105,0.078053,-0.743508,ULCER
-0.450674,-0.245127,0.290323,-0.245701,-0.233871,-0.985704,-0.996182,-0.172932,0.137343,-0.973884,0.470288,-0.902757,0.412953,-0.845552,ULCER
-0.414225,-0.216726,0.258065,-0.216357,-0.193548,-0.981281,-0.987752,-0.112782,0.141593,-0.928854,0.066655,-0.874228,0.132517,-0.548344,ULCER
-0.27927,-0.128001,0.032258,-0.12919,-0.193548,-0.991975,-0.994568,-0.037594,0.141282,-0.959639,0.256414,-0.904626,0.189082,-0.755285,ULCER
-0.553318,-0.350134,0.322581,-0.351007,-0.298387,-0.932072,-0.949279,-0.172932,0.140757,-0.91732,-0.41152,-0.838223,0.10036,-0.716368,ULCER
-0.271428,-0.083464,0.225806,-0.084847,-0.129032,-0.99016,-0.99527,-0.037594,0.141177,-0.983803,0.320923,-0.920317,0.198153,-0.877654,ULCER
0.085959,0.23039,0,0.22943,0.274194,-0.993765,-0.996267,0.12782,0.132598,-0.814617,-0.179404,-0.87472,0.121289,-0.680829,ULCER
-0.399757,-0.213324,0.258065,-0.214504,-0.258065,-0.983958,-0.991058,-0.082707,0.138232,-0.975686,0.494219,-0.91102,0.448086,-0.838064,ULCER
-0.450089,-0.301109,0.032258,-0.301815,-0.266129,-0.98643,-0.986321,-0.097744,0.13963,-0.964165,0.009362,-0.917366,0.210519,-0.768508,ULCER
-0.445802,-0.221584,0.419355,-0.222239,-0.266129,-0.971719,-0.992386,-0.097744,0.139848,-0.982174,-0.018037,-0.928138,0.220668,-0.890761,ULCER
-0.39183,-0.188894,0.290323,-0.190085,-0.225806,-0.988663,-0.995332,-0.112782,0.139803,-0.986616,0.231096,-0.926957,0.106604,-0.865347,ULCER
-0.305858,-0.119445,0.225806,-0.120465,-0.185484,-0.985678,-0.986792,-0.052632,0.140996,-0.919599,-0.341853,-0.889772,-0.304993,-0.539302,ULCER
-0.390829,-0.235733,0.096774,-0.236594,-0.217742,-0.993516,-0.997352,-0.067669,0.157286,-0.982991,0.085316,-0.934975,-0.089736,-0.815457,ULCER
-0.494399,-0.34884,0.064516,-0.349924,-0.314516,-0.976833,-0.984428,-0.142857,0.140405,-0.965386,-0.118847,-0.905807,-0.072589,-0.898282,ULCER
-0.332598,-0.169515,0.032258,-0.170857,-0.145161,-0.983273,-0.986391,-0.142857,0.137468,-0.971484,0.07387,-0.916333,-0.085657,-0.748564,ULCER
-0.05877,0.107784,0.064516,0.106798,0.120968,-0.992096,-0.994559,0.097744,0.134466,-0.948109,0.012021,-0.906052,-0.000791,-0.612389,ULCER
-0.21711,-0.048474,0.064516,-0.049522,-0.040323,-0.984126,-0.989911,-0.007519,0.131295,-0.982537,0.283235,-0.888542,0.262683,-0.727443,ULCER
0.152963,0.291463,0,0.290854,0.201613,-0.993313,-0.997247,0.157895,0.137,-0.915504,-0.403818,-0.905807,-0.038859,-0.582229,ULCER
-0.432557,-0.212313,0.387097,-0.212863,-0.201613,-0.992895,-0.996035,-0.082707,0.138539,-0.984379,0.087512,-0.914709,0.156126,-0.84857,ULCER
-0.40925,-0.209357,0.290323,-0.20998,-0.201613,-0.979661,-0.994226,-0.097744,0.139186,-0.991771,0.375143,-0.929564,0.141725,-0.873492,ULCER
-0.460998,-0.308577,0.129032,-0.309633,-0.403226,-0.959999,-0.982015,0.022556,0.141019,-0.793214,-0.523241,-0.908168,0.137051,-0.829616,NON_ULCER
0.169715,0.342021,0.129032,0.340621,0.330645,-0.996866,-0.998604,0.082707,0.087565,-0.986464,0.340576,-0.943779,0.38034,-0.817917,NON_ULCER
0.029077,0.1844,0.064516,0.183226,0.120968,-0.995183,-0.995918,0.142857,0.143088,-0.885508,0.208322,-0.898773,0.459594,-0.862536,NON_ULCER
0.201402,0.372175,0.129032,0.371935,0.330645,-0.999079,-0.999803,0.052632,-0.062645,-0.993364,0.132021,-0.976636,0.073535,-0.967087,NON_ULCER
-0.019275,0.161856,0.16129,0.160423,0.169355,-0.997643,-0.998546,0.037594,0.153112,-0.96372,0.269247,-0.952977,0.165563,-0.802782,NON_ULCER
0.205999,0.374256,0.129032,0.373334,0.322581,-0.998712,-0.998929,0.112782,0.136499,-0.986829,0.006009,-0.950714,0.119175,-0.91011,NON_ULCER
0.134553,0.320426,0.225806,0.320255,0.330645,-0.996422,-0.999263,0.067669,0.123441,-0.97854,0.300114,-0.95765,0.323408,-0.904182,NON_ULCER
0.141851,0.324809,0.193548,0.324449,0.298387,-0.997861,-0.999689,0.067669,0.240761,-0.995116,0.247975,-0.97216,0.186765,-0.961602,NON_ULCER
0.14515,0.331706,0.193548,0.32995,0.266129,-0.996902,-0.999368,0.052632,0.130453,-0.958697,0.023235,-0.951698,0.347892,-0.886519,NON_ULCER
-0.422993,-0.267719,0.129032,-0.268684,-0.193548,-0.980429,-0.992172,0.007519,0.141502,-0.901078,-0.218038,-0.909496,0.453536,-0.803947,NON_ULCER
-0.147998,0.022942,0.096774,0.023318,0.032258,-0.997636,-0.999168,0.052632,0.083389,-0.974357,0.383929,-0.95883,0.181946,-0.785171,NON_ULCER
0.034831,0.223583,0.225806,0.223075,0.25,-0.997,-0.998314,0.097744,0.137565,-0.927136,-0.133644,-0.946337,-0.580571,-0.80143,NON_ULCER
0.199835,0.376292,0.16129,0.375546,0.322581,-0.997129,-0.999633,0.067669,0.133097,-0.981508,0.089824,-0.968176,-0.000277,-0.8848,NON_ULCER
-0.169327,-0.003327,0.064516,-0.004062,0,-0.993419,-0.998709,0.037594,0.054298,-0.988435,0.56312,-0.928531,0.447696,-0.899137,NON_ULCER
0.13164,0.31609,0.225806,0.315887,0.274194,-0.997511,-0.999413,0.052632,0.115007,-0.991069,-0.02139,-0.983522,0.002995,-0.906261,NON_ULCER
0.138257,0.321857,0.225806,0.320895,0.282258,-0.996141,-0.998442,0.097744,0.136303,-0.990028,0.15283,-0.949632,0.221614,-0.925074,NON_ULCER
0.008603,0.176023,0.129032,0.174857,0.096774,-0.988975,-0.993898,0.112782,0.140851,-0.820027,0.093592,-0.870736,0.249417,-0.734509,NON_ULCER
0.044466,0.254458,0.322581,0.25309,0.209677,-0.996907,-0.999232,0.067669,0.200449,-0.987956,0.345316,-0.955436,0.329247,-0.860854,NON_ULCER
-0.223686,-0.0227,0.258065,-0.023147,0.016129,-0.986252,-0.990017,0.12782,0.141363,-0.954954,-0.024443,-0.884804,-0.371369,-0.780538,NON_ULCER
0.271342,0.424532,0.032258,0.42352,0.427419,-0.996141,-0.998655,0.112782,0.121886,-0.955536,0.234102,-0.918054,0.044425,-0.751909,NON_ULCER
-0.155151,0.011735,0.096774,0.011943,0.016129,-0.997637,-0.999268,0.037594,0.091131,-0.98953,0.784508,-0.944615,0.483797,-0.914371,NON_ULCER
0.047391,0.25397,0.290323,0.252587,0.217742,-0.997562,-0.999397,0.052632,0.161688,-0.986635,0.186125,-0.966553,-0.026393,-0.893966,NON_ULCER
-0.756005,-0.654271,0.032258,-0.655328,-0.709677,-0.948278,-0.944445,-0.112782,0.141045,-0.850808,-0.097147,-0.496864,0.525119,-0.79072,ULCER
0.066575,0.184929,-0.16129,0.184159,0.129032,-0.987855,-0.993615,0.052632,0.139783,-0.831879,-0.455001,-0.713927,0.053732,-0.739842,ULCER
-0.578737,-0.496031,-0.096774,-0.497026,-0.572581,-0.950057,-0.959281,0.413534,0.140389,-0.708685,-0.386358,-0.618849,0.298929,-0.719135,ULCER
-0.225114,-0.026685,0.290323,-0.027869,-0.080645,-0.97602,-0.992286,0.022556,0.140722,-0.856036,-0.483478,-0.820319,0.178224,-0.832711,ULCER
0.121135,0.26436,0,0.263669,0.169355,-0.986702,-0.99479,0.052632,0.139215,-0.799321,-0.17106,-0.692285,0.155631,-0.669219,ULCER
-0.12989,0.010789,-0.096774,0.010163,0.048387,-0.963747,-0.992687,-0.007519,0.139691,-0.822591,-0.117462,-0.666363,0.368924,-0.768071,ULCER
-0.661219,-0.510121,0.193548,-0.510468,-0.556452,-0.948044,-0.982434,-0.203008,0.139879,-0.958654,-0.036357,-0.864637,-0.129213,-0.844587,ULCER
-0.85694,-0.791698,-0.032258,-0.792227,-0.822581,-0.924208,-0.914759,-0.233083,0.140948,-0.974959,0.054776,-0.785298,0.503481,-0.798777,ULCER
-0.596019,-0.438054,0.16129,-0.438418,-0.387097,-0.939631,-0.972457,-0.218045,0.140359,-0.921893,-0.275906,-0.786429,0.19081,-0.782078,ULCER
-0.38342,-0.16367,0.387097,-0.164131,-0.209677,-0.976798,-0.990098,0.037594,0.14078,-0.907367,-0.070829,-0.820024,0.382616,-0.865165,ULCER
-0.289521,-0.143299,-0.032258,-0.144107,-0.112903,-0.975778,-0.992055,-0.142857,0.139875,-0.835674,-0.141113,-0.65751,0.247328,-0.78533,ULCER
-0.814945,-0.790426,-0.225806,-0.79064,-0.83871,-0.872566,-0.855517,0.383459,0.140732,-0.81691,-0.542531,-0.368928,0.413638,-0.702735,ULCER
-0.269805,-0.061843,0.322581,-0.062423,-0.104839,-0.982124,-0.993414,-0.007519,0.141241,-0.810206,-0.243825,-0.768525,0.32402,-0.821909,ULCER
-0.819377,-0.717695,0.032258,-0.718614,-0.766129,-0.912868,-0.955314,-0.278195,0.140785,-0.969808,-0.130741,-0.855783,-0.07371,-0.844438,ULCER
-0.893224,-0.870228,-0.16129,-0.87007,-0.887097,-0.869519,-0.866988,-0.142857,0.140803,-0.97973,-0.310012,-0.720518,0.309679,-0.869489,ULCER
-0.462984,-0.285943,0.225806,-0.286761,-0.33871,-0.939733,-0.982133,-0.112782,0.14134,-0.938422,0.117992,-0.821992,0.346508,-0.862794,ULCER
-0.123112,0.042275,0.032258,0.04081,0.064516,-0.98897,-0.993845,0.022556,0.141151,-0.947932,-0.259081,-0.844519,-0.111983,-0.772698,ULCER
-0.417192,-0.240803,0.193548,-0.241542,-0.201613,-0.973849,-0.991204,-0.067669,0.141215,-0.92492,-0.064317,-0.765869,0.064427,-0.89839,ULCER
-0.078011,0.091355,0.129032,0.090456,0,-0.985252,-0.990539,0.052632,0.13989,-0.885275,-0.352883,-0.800989,0.067919,-0.789505,ULCER
-0.425046,-0.255903,0.193548,-0.257038,-0.217742,-0.963556,-0.992162,-0.082707,0.140099,-0.940896,-0.073413,-0.869802,0.056579,-0.792089,ULCER
-0.388972,-0.160216,0.451613,-0.161749,-0.201613,-0.982424,-0.993488,-0.022556,0.139716,-0.937498,-0.074916,-0.849536,0.378411,-0.893638,ULCER
-0.892612,-0.903459,-0.419355,-0.903224,-0.927419,-0.764904,-0.761729,0.654135,0.140776,-0.902117,-0.274506,-0.216891,0.404799,-0.910421,ULCER
-0.855301,-0.830595,-0.193548,-0.830432,-0.887097,-0.820152,-0.820907,0.383459,0.140799,-0.893451,-0.455034,-0.324365,0.095615,-0.775631,ULCER
-0.602828,-0.488994,-0.032258,-0.49028,-0.580645,-0.94474,-0.958178,-0.172932,0.14079,-0.916069,-0.67298,-0.787364,-0.144488,-0.757549,ULCER
-0.845486,-0.846075,-0.354839,-0.84595,-0.903226,-0.825305,-0.804639,0.654135,0.140785,-0.918543,-0.496797,-0.299771,0.215196,-0.805299,ULCER
-0.659881,-0.517602,0.096774,-0.518638,-0.629032,-0.926956,-0.96696,-0.142857,0.140814,-0.910069,-0.901438,-0.686333,0.07288,-0.81341,ULCER
-0.54031,-0.35961,0.290323,-0.36012,-0.322581,-0.966119,-0.980366,-0.052632,0.140801,-0.945562,-0.004296,-0.706353,0.179335,-0.790498,ULCER
-0.911753,-0.929825,-0.451613,-0.928638,-0.943548,-0.874987,-0.906401,0.458647,0.141029,-0.977998,-0.122872,-0.653821,0.026616,-0.788833,ULCER
-0.467888,-0.297407,0.16129,-0.297669,-0.266129,-0.911482,-0.987075,-0.112782,0.141387,-0.897652,-0.284103,-0.763065,0.504145,-0.804844,ULCER
-0.811849,-0.790822,-0.258065,-0.79145,-0.854839,-0.758207,-0.677387,0.533835,0.140785,-0.845016,-0.453156,-0.158358,0.077655,-0.733002,ULCER
-0.869771,-0.851383,-0.225806,-0.851166,-0.879032,-0.909078,-0.953327,0.383459,0.140708,-0.971649,-0.156258,-0.767689,0.060207,-0.813995,ULCER
-0.726026,-0.652802,-0.096774,-0.653502,-0.709677,-0.93492,-0.961875,0.278195,0.140704,-0.947842,-0.539193,-0.759671,-0.27211,-0.777734,ULCER
-0.320179,-0.127615,0.258065,-0.128208,-0.185484,-0.973248,-0.986673,-0.022556,0.140816,-0.870472,-0.290489,-0.819827,-0.028219,-0.716185,ULCER
-0.810625,-0.809718,-0.290323,-0.810397,-0.862903,-0.942195,-0.989671,0.609023,0.140528,-0.953194,-0.18784,-0.770935,0.078991,-0.79577,ULCER
-0.413687,-0.266402,0.064516,-0.266524,-0.346774,-0.931348,-0.986203,-0.052632,0.140636,-0.881061,-0.356498,-0.699171,-0.007513,-0.807249,ULCER
-0.762047,-0.721163,-0.16129,-0.721942,-0.669355,-0.915449,-0.951217,0.518797,0.140631,-0.927959,0.011309,-0.709107,0.402839,-0.785279,ULCER
-0.260643,-0.069482,0.258065,-0.070028,-0.145161,-0.971391,-0.993541,0.022556,0.140939,-0.882959,-0.46968,-0.812302,-0.038206,-0.782815,ULCER
-0.743778,-0.721381,-0.290323,-0.722687,-0.782258,-0.907606,-0.97338,0.503759,0.140805,-0.844274,-0.169605,-0.654263,0.123276,-0.828327,ULCER
-0.853725,-0.860575,-0.354839,-0.861107,-0.903226,-0.822411,-0.757159,0.639098,0.140798,-0.841845,-0.46748,-0.357566,0.085378,-0.586867,ULCER
-0.337015,-0.165462,0.193548,-0.166786,-0.185484,-0.93883,-0.960019,-0.112782,0.141669,-0.87927,0.053252,-0.599124,0.391777,-0.748757,ULCER
-0.676068,-0.568868,0.032258,-0.570416,-0.5,-0.925699,-0.970002,-0.067669,0.140823,-0.926391,-0.377802,-0.713435,0.222482,-0.845695,ULCER
-0.402863,-0.213485,0.258065,-0.214113,-0.274194,-0.957191,-0.976486,-0.082707,0.140849,-0.901725,-0.288667,-0.7186,0.068828,-0.728234,ULCER
-0.631798,-0.546936,-0.096774,-0.547803,-0.596774,-0.969771,-0.983309,0.323308,0.140437,-0.927502,-0.301452,-0.732914,0.172728,-0.800295,ULCER
-0.592185,-0.521047,-0.225806,-0.522364,-0.580645,-0.943803,-0.855054,0.488722,0.140722,-0.75338,-0.704412,-0.51949,0.207205,-0.66036,ULCER
-0.584499,-0.492839,-0.064516,-0.494076,-0.556452,-0.959341,-0.984438,0.353383,0.140727,-0.899925,-0.688185,-0.819975,-0.086446,-0.81188,ULCER
-0.424884,-0.310183,-0.032258,-0.310996,-0.379032,-0.972916,-0.98949,0.353383,0.139405,-0.807349,-0.371565,-0.751113,0.016485,-0.717677,ULCER
-0.635747,-0.540358,-0.032258,-0.541471,-0.612903,-0.960436,-0.989375,0.293233,0.140435,-0.960378,-0.817477,-0.949239,-0.669143,-0.903681,ULCER
0.08479,0.250215,0.129032,0.249747,0.153226,-0.985119,-0.995184,0.142857,0.139278,-0.769063,-0.590384,-0.687907,0.041022,-0.679282,ULCER
-0.787349,-0.714841,-0.032258,-0.716134,-0.766129,-0.921129,-0.987256,0.278195,0.14081,-0.966576,-0.928309,-0.921005,-0.345241,-0.900494,ULCER
-0.652642,-0.592404,-0.16129,-0.593665,-0.556452,-0.96279,-0.974163,0.428571,0.140717,-0.889108,-0.399631,-0.785003,0.086984,-0.723027,ULCER
-0.785624,-0.71758,-0.064516,-0.718268,-0.782258,-0.908414,-0.921422,0.338346,0.140773,-0.925635,-0.652637,-0.818548,-0.05869,-0.839174,ULCER
-0.361515,-0.259817,-0.129032,-0.260442,-0.370968,-0.966718,-0.969415,0.338346,0.140488,-0.529017,-0.471825,-0.503554,0.162072,-0.647768,ULCER
-0.514183,-0.406512,-0.096774,-0.407098,-0.419355,-0.974829,-0.937032,0.308271,0.141027,-0.87429,-0.554114,-0.514572,0.281963,-0.674295,ULCER
-0.231601,-0.078054,0.032258,-0.079506,-0.145161,-0.976608,-0.980593,-0.082707,0.140993,-0.890588,-0.441876,-0.605912,0.159334,-0.75865,ULCER
-0.27619,-0.130525,-0.032258,-0.131776,-0.217742,-0.9868,-0.992918,0.007519,0.140417,-0.927399,-0.471805,-0.788741,-0.457499,-0.858883,ULCER
-0.752043,-0.708527,-0.193548,-0.709262,-0.806452,-0.842484,-0.953453,0.428571,0.140706,-0.670759,-0.407976,-0.531984,0.374198,-0.488913,ULCER
-0.536696,-0.405909,0.064516,-0.40646,-0.491935,-0.960901,-0.975413,0.172932,0.140309,-0.815245,-0.487484,-0.679644,0.109141,-0.763951,ULCER
-0.324187,-0.187355,0.032258,-0.188115,-0.25,-0.974966,-0.973631,0.18797,0.140694,-0.772924,-0.014428,-0.692088,0.342414,-0.637902,ULCER
-0.365077,-0.251789,-0.064516,-0.253019,-0.362903,-0.965383,-0.986196,0.338346,0.140512,-0.74907,-0.629319,-0.692236,-0.045393,-0.694731,ULCER
0.138185,0.27832,-0.064516,0.27757,0.298387,-0.985105,-0.996618,0.112782,0.136474,-0.77099,-0.161546,-0.742161,0.188787,-0.838918,ULCER
-0.198565,-0.043185,0,-0.044298,-0.137097,-0.966754,-0.980484,-0.022556,0.141296,-0.735837,-0.253228,-0.476206,0.300244,-0.799765,ULCER
-0.468958,-0.342198,0,-0.343249,-0.41129,-0.975422,-0.989463,0.203008,0.140862,-0.837227,-0.153091,-0.549691,0.462739,-0.740769,ULCER
-0.518257,-0.432609,-0.16129,-0.434244,-0.508065,-0.913618,-0.941183,0.157895,0.14075,-0.305407,-0.547004,-0.442168,0.1945,-0.507493,ULCER
-0.133825,-0.036365,-0.193548,-0.03761,-0.145161,-0.988335,-0.99881,0.413534,0.141584,-0.65682,-0.736654,-0.882541,-0.388256,-0.723387,ULCER
-0.375625,-0.289887,-0.16129,-0.290516,-0.145161,-0.93815,-0.998069,0.398496,0.140866,-0.721442,-0.877628,-0.93404,-0.238988,-0.86857,ULCER
-0.261712,-0.118658,0.032258,-0.119504,-0.201613,-0.984848,-0.985558,0.203008,0.141497,-0.591729,-0.037524,-0.682939,0.343839,-0.670613,ULCER
-0.232009,-0.081199,0.032258,-0.082532,-0.145161,-0.987577,-0.994842,0.142857,0.130671,-0.862876,0.297983,-0.793315,0.388438,-0.823633,ULCER
-0.39056,-0.292607,-0.129032,-0.293868,-0.41129,-0.968727,-0.976971,0.398496,0.140066,-0.379704,-0.173696,-0.539116,0.482642,-0.338751,ULCER
-0.35259,-0.142468,0.354839,-0.144004,-0.201613,-0.978708,-0.987742,-0.052632,0.143112,-0.753688,-0.323887,-0.723175,0.471753,-0.851044,ULCER
-0.788654,-0.70348,0.032258,-0.703456,-0.766129,-0.876432,-0.884379,-0.097744,0.140807,-0.818451,-0.778073,-0.450628,0.208215,-0.742587,ULCER
-0.172623,-0.04173,-0.064516,-0.042741,-0.120968,-0.977473,-0.976588,0.218045,0.140407,-0.768541,-0.621467,-0.445906,0.044019,-0.713811,ULCER
0.029938,0.190161,0.064516,0.189401,0.120968,-0.980622,-0.996915,0.097744,0.134507,-0.822348,-0.041238,-0.725683,0.33452,-0.790274,ULCER
-0.287675,-0.184202,-0.129032,-0.18505,-0.298387,-0.977776,-0.992323,0.413534,0.137362,-0.581076,-0.189599,-0.76218,0.228105,-0.698329,ULCER
-0.506147,-0.350776,0.096774,-0.351786,-0.314516,-0.974446,-0.985758,-0.097744,0.142564,-0.914571,0.159554,-0.810482,0.320314,-0.717226,ULCER
-0.743118,-0.676623,-0.064516,-0.677593,-0.75,-0.833655,-0.878048,0.052632,0.140786,-0.495785,-0.600778,-0.237353,0.273749,-0.715744,ULCER
-0.409053,-0.179353,0.419355,-0.180074,-0.209677,-0.963365,-0.985242,0.007519,0.140514,-0.834101,-0.073018,-0.697942,0.448926,-0.810712,ULCER
-0.355577,-0.197569,0.096774,-0.198549,-0.274194,-0.983775,-0.978201,-0.022556,0.140459,-0.853776,0.02011,-0.691793,0.334033,-0.673302,ULCER
0.272914,0.374059,-0.225806,0.372689,0.322581,-0.998222,-0.999514,0.142857,0.245813,-0.985007,0.313871,-0.965421,0.259227,-0.922999,NON_ULCER
0.200119,0.347427,-0.032258,0.346921,0.379032,-0.990353,-0.997943,0.097744,0.148433,-0.942953,0.365085,-0.856177,0.589894,-0.898565,NON_ULCER
0.232596,0.343996,-0.193548,0.342794,0.298387,-0.998269,-0.999476,0.12782,0.342907,-0.988231,0.309247,-0.961437,0.250827,-0.948971,NON_ULCER
0.16143,0.285894,-0.16129,0.285403,0.298387,-0.997892,-0.998896,0.112782,0.134806,-0.985969,0.140113,-0.946484,0.292373,-0.885937,NON_ULCER
0.0306,0.173926,-0.064516,0.172493,0.185484,-0.997299,-0.999288,0.112782,0.146648,-0.98565,0.150865,-0.943976,0.352455,-0.888101,NON_ULCER
0.017216,0.152383,-0.096774,0.151906,0.153226,-0.995153,-0.998627,0.12782,0.120949,-0.985712,0.12809,-0.932269,0.237526,-0.901965,NON_ULCER
-0.063459,0.085507,-0.032258,0.085009,0.096774,-0.989227,-0.996471,0.097744,0.155724,-0.98525,0.325432,-0.9092,0.366977,-0.881433,NON_ULCER
-0.104793,0.04384,-0.064516,0.042605,0.064516,-0.981556,-0.994171,0.12782,0.133674,-0.978065,0.283698,-0.911857,0.314982,-0.836335,NON_ULCER
-0.177642,-0.026458,0.096774,-0.027191,-0.08871,-0.979699,-0.993597,0.142857,0.131614,-0.970144,0.450519,-0.898428,0.315596,-0.840904,NON_ULCER
-0.109549,0.023459,-0.129032,0.023033,0.032258,-0.990689,-0.996516,0.172932,0.138496,-0.978067,0.21283,-0.914611,0.050105,-0.915361,NON_ULCER
-0.014213,0.101222,-0.16129,0.101575,0.104839,-0.998182,-0.999108,0.18797,0.090701,-0.977416,0.317339,-0.948452,0.059115,-0.932068,NON_ULCER
-0.005088,0.104183,-0.225806,0.103713,0.104839,-0.995529,-0.999151,0.18797,0.120027,-0.976424,0.124738,-0.934138,0.093648,-0.955009,NON_ULCER
0.041513,0.143666,-0.290323,0.143413,0.096774,-0.997615,-0.999054,0.172932,0.142666,-0.979447,0.01995,-0.924891,0.091551,-0.928563,NON_ULCER
-0.033906,0.124378,0.032258,0.122855,0.08871,-0.993352,-0.998879,0.112782,0.136859,-0.985146,0.262773,-0.942156,0.307436,-0.907501,NON_ULCER
-0.162632,0.011873,0.096774,0.010312,0.024194,-0.98147,-0.997596,0.097744,0.135726,-0.981762,0.118169,-0.922284,0.310279,-0.890109,NON_ULCER
0.265221,0.375896,-0.225806,0.374442,0.362903,-0.997075,-0.999182,0.12782,0.098872,-0.982874,0.486588,-0.930695,0.316841,-0.91192,NON_ULCER
0.05661,0.240713,0.16129,0.239916,0.274194,-0.984912,-0.99652,0.097744,0.138423,-0.926436,0.082541,-0.861932,0.556325,-0.913423,NON_ULCER
0.15043,0.286358,-0.096774,0.28474,0.233871,-0.99489,-0.998798,0.112782,0.127458,-0.981118,0.421964,-0.915103,0.52529,-0.893003,NON_ULCER
0.328332,0.422872,-0.290323,0.421324,0.379032,-0.998149,-0.999546,0.12782,0.03922,-0.980852,0.696184,-0.940582,0.30982,-0.933074,NON_ULCER
-0.015583,0.102525,-0.193548,0.101506,0.104839,-0.99538,-0.99856,0.203008,0.108322,-0.985133,0.185894,-0.933105,0.117958,-0.899754,NON_ULCER
-0.173771,-0.020499,-0.032258,-0.021877,0,-0.972939,-0.990832,0.157895,0.141519,-0.98039,-0.045898,-0.906003,-0.07976,-0.796863,NON_ULCER
0.035754,0.138285,-0.290323,0.136556,0.120968,-0.998217,-0.998622,0.203008,0.106217,-0.985233,0.060222,-0.934729,0.012991,-0.935219,NON_ULCER
0.343625,0.471886,-0.096774,0.471297,0.475806,-0.996423,-0.998845,0.12782,0.120386,-0.957235,-0.104212,-0.905856,0.308451,-0.826179,NON_ULCER
-0.337692,-0.154737,0.290323,-0.155533,-0.217742,-0.961946,-0.988346,0.12782,0.140362,-0.985482,-0.034338,-0.923465,-0.017457,-0.806954,NON_ULCER
-0.263103,-0.06592,0.258065,-0.066961,-0.048387,-0.980576,-0.996063,0.112782,0.134424,-0.982986,-0.073413,-0.943435,0.39901,-0.85816,NON_ULCER
-0.100261,0.087199,0.16129,0.085937,0.024194,-0.981187,-0.996655,0.097744,0.128563,-0.969358,0.132021,-0.894887,0.52432,-0.817752,NON_ULCER
0.275435,0.389959,-0.16129,0.388752,0.395161,-0.998036,-0.999371,0.12782,-0.100918,-0.979602,0.408554,-0.92499,0.318054,-0.933898,NON_ULCER
0.076131,0.232319,-0.032258,0.231149,0.258065,-0.983549,-0.996307,0.097744,0.134781,-0.971445,0.239651,-0.890067,0.661401,-0.851549,NON_ULCER
-0.167249,-0.019859,-0.032258,-0.02073,0.008065,-0.982817,-0.995159,0.172932,0.138836,-0.972512,0.021616,-0.910824,-0.20064,-0.912297,NON_ULCER
-0.004509,0.107179,-0.193548,0.106175,0.056452,-0.996509,-0.999012,0.18797,0.13451,-0.984936,0.220345,-0.953371,0.096263,-0.944376,NON_ULCER
-0.422078,-0.229097,0.322581,-0.23029,-0.266129,-0.983119,-0.994933,0.097744,0.142242,-0.986285,-0.029135,-0.922235,-0.073649,-0.886657,NON_ULCER
0.375308,0.475553,-0.225806,0.475337,0.467742,-0.999055,-0.999771,0.12782,-0.032606,-0.983364,0.471906,-0.969799,0.29737,-0.915929,NON_ULCER
