@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1,3-24,26-31,33-48,50-54,56-76,80-83,85-101,103-119,121-146,148-159,161-173,175-186'

@attribute color_bgr_g_mean numeric
@attribute color_lab_l_mean numeric
@attribute color_lab_a_centroid numeric
@attribute color_luv_l_mean numeric
@attribute color_luv_l_centroid numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_b_centroid numeric
@attribute color_norm_r_asymetry numeric
@attribute haralick_bgr_g_contrast numeric
@attribute haralick_lab_b_homogeneity numeric
@attribute haralick_lab_ab_contrast numeric
@attribute lbph_bgr_b_energy numeric
@attribute wavelet_bgr_b_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.286144,-0.119262,0.129032,-0.119672,-0.193548,-0.964663,-0.982431,0.067669,0.140213,-0.863511,-0.215957,-0.839158,0.054025,-0.729473,ULCER
-0.576063,-0.362488,0.387097,-0.363637,-0.403226,-0.956833,-0.985251,-0.172932,0.139479,-0.974155,0.233524,-0.859275,0.249744,-0.809578,ULCER
-0.505105,-0.315727,0.290323,-0.316513,-0.354839,-0.95209,-0.981237,-0.172932,0.140254,-0.968476,0.190981,-0.90497,0.301394,-0.811973,ULCER
-0.334431,-0.172674,0.032258,-0.173272,-0.137097,-0.977874,-0.988907,-0.067669,0.137246,-0.940859,0.165431,-0.875212,-0.007187,-0.782071,ULCER
-0.670053,-0.463719,0.387097,-0.464884,-0.5,-0.931708,-0.980736,-0.218045,0.140982,-0.973477,0.154864,-0.860161,0.494634,-0.874504,ULCER
-0.52798,-0.337729,0.322581,-0.338769,-0.370968,-0.970654,-0.990548,0.052632,0.140454,-0.921609,-0.384396,-0.89169,-0.087023,-0.799367,ULCER
-0.673173,-0.455025,0.387097,-0.455518,-0.427419,-0.920543,-0.966629,-0.233083,0.141043,-0.977538,0.193871,-0.896363,0.331215,-0.873824,ULCER
-0.624257,-0.431388,0.354839,-0.432363,-0.475806,-0.954917,-0.967819,-0.022556,0.140166,-0.978538,-0.065415,-0.890952,0.076747,-0.845262,ULCER
-0.654597,-0.458567,0.387097,-0.45968,-0.5,-0.918637,-0.944678,-0.278195,0.140957,-0.974376,-0.113114,-0.849192,0.343785,-0.865689,ULCER
-0.633619,-0.433577,0.387097,-0.434468,-0.483871,-0.911172,-0.963884,-0.24812,0.140422,-0.959541,0.098032,-0.877327,0.448559,-0.757642,ULCER
-0.622886,-0.416033,0.354839,-0.418091,-0.41129,-0.979025,-0.989038,-0.172932,0.140275,-0.960493,0.470587,-0.89592,0.494723,-0.884102,ULCER
-0.655236,-0.500925,0.193548,-0.502392,-0.459677,-0.95476,-0.981379,-0.052632,0.140866,-0.933031,-0.204097,-0.881852,0.239736,-0.812492,ULCER
-0.307023,-0.142556,0.16129,-0.143967,-0.298387,-0.951017,-0.984618,0.097744,0.140441,-0.571035,-0.346437,-0.82509,0.077427,-0.768837,ULCER
-0.681647,-0.487052,0.322581,-0.488274,-0.475806,-0.95176,-0.965459,-0.263158,0.140392,-0.986173,0.170056,-0.895231,0.1747,-0.919051,ULCER
-0.725202,-0.505584,0.451613,-0.505901,-0.532258,-0.959857,-0.965563,-0.353383,0.141083,-0.991091,0.070056,-0.919136,-0.000403,-0.889549,ULCER
-0.679725,-0.479096,0.354839,-0.48006,-0.459677,-0.9547,-0.964009,-0.022556,0.140789,-0.975681,-0.095041,-0.85111,0.135265,-0.850886,ULCER
-0.779695,-0.591887,0.387097,-0.592103,-0.580645,-0.915633,-0.927128,-0.203008,0.141095,-0.974723,0.274218,-0.82814,0.496302,-0.836488,ULCER
-0.443812,-0.282578,0.096774,-0.283817,-0.33871,-0.981281,-0.990798,-0.097744,0.142904,-0.872768,0.421386,-0.860456,0.314537,-0.863506,ULCER
-0.60518,-0.402028,0.322581,-0.403749,-0.379032,-0.963353,-0.98957,-0.067669,0.135858,-0.977357,0.344969,-0.88746,0.103659,-0.846052,ULCER
-0.694155,-0.48982,0.387097,-0.490176,-0.475806,-0.974685,-0.983657,-0.218045,0.141019,-0.990179,0.019766,-0.920169,-0.019244,-0.889879,ULCER
-0.701195,-0.530866,0.258065,-0.531845,-0.5,-0.962451,-0.98517,-0.12782,0.140652,-0.969542,0.087811,-0.87172,0.379367,-0.870863,ULCER
-0.661807,-0.453644,0.387097,-0.454698,-0.491935,-0.969415,-0.983003,-0.097744,0.141246,-0.896434,0.113751,-0.833993,0.429612,-0.827048,ULCER
-0.525601,-0.315534,0.387097,-0.317145,-0.370968,-0.92439,-0.967092,-0.082707,0.141389,-0.849484,-0.407293,-0.849586,-0.049963,-0.823607,ULCER
-0.074394,0.07385,0,0.072372,0.008065,-0.992481,-0.996098,-0.022556,0.146395,-0.869401,0.153062,-0.92617,0.307265,-0.886007,NON_ULCER
-0.285958,-0.109739,0.096774,-0.109889,-0.064516,-0.980222,-0.995611,-0.007519,0.130969,-0.981874,-0.378732,-0.961486,-0.478754,-0.954694,NON_ULCER
-0.01263,0.129088,-0.096774,0.128679,0.145161,-0.995142,-0.996988,-0.052632,0.11576,-0.960393,0.401386,-0.938172,0.473071,-0.925986,NON_ULCER
-0.052721,0.108891,0.032258,0.107462,0.048387,-0.998119,-0.998747,-0.007519,0.144939,-0.960539,0.212021,-0.956814,0.205667,-0.950759,NON_ULCER
-0.389302,-0.243533,0.032258,-0.244432,-0.209677,-0.975505,-0.996986,0.007519,0.143746,-0.936534,-0.085436,-0.910479,0.544453,-0.874644,NON_ULCER
-0.181039,-0.021967,0.032258,-0.024336,0,-0.996238,-0.997462,-0.037594,0.113319,-0.915669,0.605433,-0.940828,0.571369,-0.848028,NON_ULCER
-0.10482,0.053,0,0.051645,0.072581,-0.996316,-0.998429,0.007519,0.133839,-0.970965,0.072368,-0.946534,-0.021685,-0.875254,NON_ULCER
-0.132065,0.027507,0.032258,0.025498,0.024194,-0.995124,-0.996102,-0.007519,0.144455,-0.98603,0.032483,-0.904085,0.259514,-0.79853,NON_ULCER
0.035764,0.17621,-0.129032,0.176518,0.185484,-0.993164,-0.997995,-0.082707,0.138029,-0.984712,0.112946,-0.963503,0.319306,-0.904563,NON_ULCER
-0.248733,-0.091832,0.064516,-0.092437,-0.08871,-0.992701,-0.996703,-0.022556,0.147852,-0.903602,0.214633,-0.874474,0.0957,-0.623914,NON_ULCER
-0.162347,-0.000285,0.032258,-0.001424,-0.064516,-0.995852,-0.996868,-0.022556,0.1277,-0.960927,0.330981,-0.910233,0.511048,-0.904194,NON_ULCER
-0.399572,-0.216655,0.193548,-0.217519,-0.185484,-0.985479,-0.995248,-0.007519,0.139879,-0.921989,-0.182431,-0.942746,-0.046172,-0.907646,NON_ULCER
-0.235715,-0.063079,0.129032,-0.064581,-0.120968,-0.99075,-0.997797,-0.037594,0.135268,-0.961114,-0.002314,-0.945402,0.052606,-0.915916,NON_ULCER
0.009244,0.153265,-0.064516,0.152533,0.16129,-0.994877,-0.996887,-0.037594,0.098468,-0.965927,0.218495,-0.940877,0.318683,-0.92869,NON_ULCER
-0.198648,-0.042285,0.032258,-0.042971,-0.032258,-0.991537,-0.996103,0.007519,0.141142,-0.96536,0.311328,-0.900593,0.181218,-0.767294,NON_ULCER
-0.697598,-0.628968,-0.16129,-0.629752,-0.709677,-0.922312,-0.952887,-0.022556,0.14078,-0.78295,-0.548633,-0.89469,0.122217,-0.745866,NON_ULCER
-0.053194,0.110517,0.032258,0.108731,0.137097,-0.996689,-0.998631,-0.007519,0.120031,-0.963491,0.275721,-0.961437,0.073791,-0.900344,NON_ULCER
-0.226865,-0.076361,0,-0.077343,-0.064516,-0.99277,-0.995748,-0.067669,0.137578,-0.884476,0.24452,-0.877426,0.454218,-0.878585,NON_ULCER
-0.021689,0.120911,-0.129032,0.120581,0.137097,-0.992048,-0.998117,-0.082707,0.158125,-0.981751,0.167281,-0.950272,0.321139,-0.943802,NON_ULCER
-0.276783,-0.119615,0.064516,-0.12126,-0.185484,-0.989899,-0.997303,-0.022556,0.14204,-0.912624,-0.004974,-0.93222,0.354067,-0.878771,NON_ULCER
-0.158,0.009706,0.064516,0.007409,0.024194,-0.996616,-0.99858,-0.007519,0.136349,-0.932666,-0.037344,-0.959125,-0.018562,-0.887167,NON_ULCER
-0.262596,-0.092153,0.129032,-0.093298,-0.104839,-0.977142,-0.989405,-0.037594,0.161693,-0.951257,0.334796,-0.893165,0.127564,-0.868402,NON_ULCER
-0.117695,0.041273,0.032258,0.040263,-0.032258,-0.993895,-0.994127,-0.022556,0.141251,-0.931463,0.132137,-0.896953,0.227529,-0.775212,NON_ULCER
-0.345124,-0.179239,0.129032,-0.179424,-0.241935,-0.983101,-0.996884,0.007519,0.13876,-0.933319,0.066125,-0.928187,0.183292,-0.773563,NON_ULCER
-0.353045,-0.183594,0.16129,-0.184634,-0.153226,-0.962777,-0.989948,-0.007519,0.144256,-0.93873,0.232021,-0.886869,0.198767,-0.813955,NON_ULCER
-0.320498,-0.153424,0.129032,-0.153569,-0.193548,-0.989657,-0.996436,-0.022556,0.149481,-0.909822,0.200692,-0.925285,0.266988,-0.840454,NON_ULCER
0.044588,0.183047,-0.064516,0.181458,0.112903,-0.994057,-0.997573,-0.022556,0.136832,-0.938469,0.119767,-0.905856,0.33213,-0.908517,NON_ULCER
-0.005274,0.141002,-0.064516,0.14056,0.153226,-0.995654,-0.998693,-0.097744,0.139503,-0.973909,-0.061852,-0.95037,0.194695,-0.928497,NON_ULCER
-0.266218,-0.130122,-0.064516,-0.130473,-0.072581,-0.990455,-0.998341,-0.007519,0.123518,-0.960613,-0.002083,-0.950764,0.744953,-0.889784,NON_ULCER
-0.316062,-0.128084,0.193548,-0.12926,-0.120968,-0.981544,-0.996976,-0.037594,0.132836,-0.986132,0.191443,-0.943386,-0.240381,-0.949928,NON_ULCER
0.019347,0.163794,-0.064516,0.163295,0.112903,-0.997611,-0.998876,-0.082707,0.162455,-0.959987,0.447976,-0.93827,0.2854,-0.933619,NON_ULCER
-0.576311,-0.402801,0.258065,-0.403202,-0.362903,-0.854826,-0.950109,-0.022556,0.140824,-0.832402,0.133443,-0.861932,0.354938,-0.876403,NON_ULCER
-0.069936,0.093113,0.064516,0.091505,0.032258,-0.991929,-0.997507,-0.022556,0.140007,-0.94534,-0.004049,-0.954748,-0.178695,-0.833362,NON_ULCER
-0.096724,0.046319,-0.096774,0.045304,0.072581,-0.995539,-0.999151,-0.052632,0.126651,-0.974147,-0.063933,-0.969897,0.430468,-0.945586,NON_ULCER
-0.139669,0.005203,-0.064516,0.003886,0.064516,-0.99259,-0.995231,0.022556,0.120499,-0.87768,0.437224,-0.907872,0.61577,-0.896981,NON_ULCER
-0.044502,0.11869,0.032258,0.116575,0.112903,-0.995467,-0.998896,-0.022556,0.093081,-0.972313,0.306588,-0.941271,0.105796,-0.855522,NON_ULCER
-0.450104,-0.338185,-0.064516,-0.33879,-0.225806,-0.784366,-0.900196,-0.022556,0.140646,-0.593034,-0.137738,-0.767295,0.243344,-0.374583,NON_ULCER
-0.204453,-0.029728,0.16129,-0.031207,-0.08871,-0.986927,-0.996616,-0.007519,0.140547,-0.976554,-0.28613,-0.951944,-0.165129,-0.869827,NON_ULCER
-0.824065,-0.776304,-0.16129,-0.776487,-0.895161,-0.407763,-0.531296,-0.172932,0.140803,-0.846284,-0.952281,-0.900396,-0.258255,-0.783112,NON_ULCER
-0.410475,-0.225524,0.225806,-0.225222,-0.209677,-0.988254,-0.995621,-0.007519,0.138514,-0.982656,0.091443,-0.935073,-0.123901,-0.834437,NON_ULCER
-0.053156,0.101396,0,0.099549,0.096774,-0.998521,-0.999447,-0.022556,0.076139,-0.993363,0.154333,-0.956764,0.236597,-0.956337,NON_ULCER
-0.063159,0.090562,-0.032258,0.089425,0.096774,-0.997296,-0.999396,-0.052632,0.126273,-0.979579,0.129131,-0.95883,0.17674,-0.869295,NON_ULCER
0.131307,0.257587,-0.193548,0.256859,0.266129,-0.997888,-0.999045,-0.037594,0.124097,-0.969988,0.260576,-0.952879,0.371916,-0.873764,NON_ULCER
-0.193677,-0.037554,0.032258,-0.03862,-0.024194,-0.994638,-0.997301,-0.037594,0.148121,-0.990461,-0.184512,-0.90138,0.301112,-0.839438,NON_ULCER
-0.44332,-0.223219,0.387097,-0.223682,-0.266129,-0.960226,-0.980123,-0.157895,0.140744,-0.880246,-0.089302,-0.891837,0.339895,-0.865875,ULCER
-0.733872,-0.53362,0.387097,-0.534636,-0.604839,-0.875447,-0.917231,-0.428571,0.141212,-0.948201,-0.014066,-0.834239,0.185872,-0.640543,ULCER
-0.435225,-0.208862,0.419355,-0.210198,-0.25,-0.969326,-0.975347,-0.218045,0.1417,-0.939823,0.000276,-0.794693,0.352196,-0.804208,ULCER
-0.39482,-0.209213,0.193548,-0.21111,-0.193548,-0.98392,-0.992945,-0.112782,0.138243,-0.963944,0.02994,-0.933105,-0.209499,-0.843072,ULCER
-0.476695,-0.286424,0.290323,-0.287827,-0.274194,-0.990634,-0.992626,-0.12782,0.140091,-0.948186,0.187859,-0.894149,0.077353,-0.751545,ULCER
-0.399968,-0.23884,0.096774,-0.239819,-0.274194,-0.984846,-0.990538,-0.082707,0.141039,-0.866616,-0.210686,-0.897396,0.14075,-0.890633,ULCER
-0.680438,-0.488899,0.354839,-0.490158,-0.532258,-0.90156,-0.958812,-0.278195,0.141124,-0.940615,0.199189,-0.865916,0.116786,-0.697214,ULCER
-0.532126,-0.325318,0.322581,-0.326099,-0.379032,-0.982788,-0.991169,-0.142857,0.14408,-0.980903,0.023003,-0.911217,-0.0035,-0.890915,ULCER
-0.382045,-0.223357,0.064516,-0.224549,-0.209677,-0.991595,-0.995442,-0.082707,0.134203,-0.977972,0.298033,-0.908807,0.198541,-0.790736,ULCER
-0.365724,-0.15264,0.322581,-0.153216,-0.201613,-0.949218,-0.971,-0.082707,0.140454,-0.739139,0.030851,-0.797841,0.367119,-0.818648,ULCER
-0.355899,-0.190816,0.129032,-0.192639,-0.241935,-0.989942,-0.995607,-0.112782,0.137701,-0.972828,0.531444,-0.928088,0.055081,-0.715856,ULCER
-0.310824,-0.152218,0.064516,-0.153508,-0.193548,-0.987581,-0.995379,-0.082707,0.146417,-0.96046,0.631907,-0.87654,0.483844,-0.758797,ULCER
-0.337701,-0.166798,0.096774,-0.167375,-0.112903,-0.969074,-0.986273,-0.067669,0.139873,-0.958633,-0.247402,-0.932122,0.320112,-0.858508,ULCER
-0.436644,-0.241425,0.258065,-0.242209,-0.274194,-0.97611,-0.988852,-0.12782,0.140897,-0.870032,0.103303,-0.863456,0.166987,-0.602698,ULCER
-0.55404,-0.363288,0.290323,-0.364089,-0.387097,-0.967349,-0.984589,-0.172932,0.141383,-0.873907,0.452831,-0.860456,-0.011092,-0.798919,ULCER
-0.525994,-0.285551,0.451613,-0.285563,-0.306452,-0.990329,-0.99735,-0.233083,0.138399,-0.992904,0.232368,-0.919874,0.182035,-0.91744,ULCER
-0.521509,-0.280286,0.483871,-0.280399,-0.314516,-0.982912,-0.990858,-0.24812,0.14289,-0.988647,0.410866,-0.929072,0.237134,-0.885507,ULCER
-0.289658,-0.111583,0.096774,-0.112059,-0.080645,-0.98337,-0.987642,-0.082707,0.13946,-0.975885,-0.234338,-0.923268,-0.264122,-0.884338,ULCER
-0.76465,-0.587672,0.322581,-0.588188,-0.645161,-0.811341,-0.904718,-0.233083,0.140862,-0.945021,-0.056446,-0.882148,0.210518,-0.77806,ULCER
-0.459971,-0.268965,0.225806,-0.270279,-0.241935,-0.973919,-0.987581,-0.112782,0.139137,-0.975915,-0.085368,-0.928433,0.318097,-0.747579,ULCER
-0.510028,-0.263606,0.483871,-0.263585,-0.298387,-0.976579,-0.989033,-0.263158,0.141261,-0.978135,0.403005,-0.932122,-0.002318,-0.816071,ULCER
-0.430853,-0.212401,0.290323,-0.213061,-0.282258,-0.957427,-0.97601,-0.233083,0.140877,-0.959377,0.261569,-0.885837,0.298522,-0.845447,ULCER
-0.801972,-0.591901,0.419355,-0.592034,-0.620968,-0.896463,-0.921744,-0.353383,0.14081,-0.964669,-0.157177,-0.858636,0.346015,-0.776371,ULCER
-0.555762,-0.327459,0.451613,-0.328503,-0.370968,-0.915735,-0.949989,-0.263158,0.142447,-0.913931,0.324711,-0.800497,0.155225,-0.76667,ULCER
-0.670422,-0.496471,0.225806,-0.497102,-0.443548,-0.90621,-0.960431,-0.18797,0.140434,-0.962663,-0.074964,-0.908463,-0.113065,-0.902446,ULCER
-0.251114,-0.020973,0.419355,-0.022015,-0.08871,-0.967936,-0.985917,-0.18797,0.140544,-0.939977,0.532831,-0.854652,0.36775,-0.794162,ULCER
-0.691364,-0.45178,0.483871,-0.452752,-0.491935,-0.947343,-0.970811,-0.383459,0.141268,-0.960981,0.226054,-0.88441,0.490268,-0.831942,ULCER
-0.897716,-0.821661,0,-0.822392,-0.870968,-0.604357,-0.724375,-0.639098,0.140801,-0.932776,-0.368443,-0.821205,-0.026288,-0.915449,ULCER
0.000535,0.145493,0.032258,0.144153,-0.024194,-0.970339,-0.985882,0.007519,0.140246,-0.787232,-0.565206,-0.84083,-0.182496,-0.605963,ULCER
-0.478154,-0.235104,0.483871,-0.235818,-0.290323,-0.951974,-0.977957,-0.218045,0.140981,-0.89465,-0.038527,-0.799907,0.15157,-0.657819,ULCER
-0.75698,-0.560373,0.354839,-0.560519,-0.604839,-0.910906,-0.964128,-0.353383,0.140867,-0.966298,0.077455,-0.888099,0.146557,-0.817736,ULCER
-0.414906,-0.21946,0.258065,-0.220722,-0.298387,-0.977782,-0.988698,-0.097744,0.140319,-0.878687,-0.111659,-0.895035,0.125766,-0.866275,ULCER
-0.54758,-0.314784,0.419355,-0.316048,-0.387097,-0.967011,-0.9755,-0.24812,0.140768,-0.884581,0.149376,-0.854209,0.604612,-0.782882,ULCER
-0.766261,-0.641893,0.129032,-0.642717,-0.733871,-0.793568,-0.892277,-0.172932,0.14077,-0.887562,-0.14798,-0.865522,0.18532,-0.800733,ULCER
-0.674025,-0.447871,0.451613,-0.449067,-0.5,-0.886261,-0.950878,-0.263158,0.140552,-0.934799,0.029074,-0.866949,0.28667,-0.790773,ULCER
-0.650083,-0.483923,0.193548,-0.484844,-0.427419,-0.786376,-0.831154,-0.157895,0.140763,-0.919136,-0.309979,-0.846684,0.058475,-0.626814,ULCER
-0.351737,-0.165897,0.193548,-0.166691,-0.145161,-0.990397,-0.996301,-0.097744,0.135732,-0.966103,0.037801,-0.922579,-0.038501,-0.793872,ULCER
-0.275194,-0.056012,0.387097,-0.056931,-0.112903,-0.990571,-0.995914,0.022556,0.136898,-0.959349,0.1489,-0.930499,0.210531,-0.772845,NON_ULCER
-0.92702,-0.927347,-0.451613,-0.929166,-0.959677,-0.04071,-0.71642,-0.007519,0.140804,-0.891774,-0.119635,-0.531,0.020275,-0.629699,NON_ULCER
-0.377772,-0.181784,0.290323,-0.182509,-0.217742,-0.994815,-0.99636,0.052632,0.138033,-0.989754,-0.09006,-0.960749,0.265814,-0.949101,NON_ULCER
-0.272767,-0.045916,0.419355,-0.047976,-0.104839,-0.99193,-0.99639,0.007519,0.134257,-0.986263,0.237686,-0.939451,0.674196,-0.898416,NON_ULCER
-0.272319,-0.091361,0.193548,-0.092919,-0.137097,-0.991052,-0.997276,0.082707,0.138512,-0.973687,0.199189,-0.928826,0.352894,-0.802064,NON_ULCER
-0.343942,-0.134218,0.354839,-0.13507,-0.112903,-0.993708,-0.997389,0.037594,0.135501,-0.974455,0.112021,-0.919481,0.397677,-0.879633,NON_ULCER
-0.237491,-0.00379,0.419355,-0.004693,-0.056452,-0.994204,-0.993647,0.007519,0.145299,-0.967689,-0.094107,-0.93463,0.390428,-0.931202,NON_ULCER
-0.035762,0.165663,0.290323,0.164109,0.096774,-0.990908,-0.996894,0.067669,0.144858,-0.960689,0.177339,-0.952534,0.534245,-0.868429,NON_ULCER
-0.434146,-0.230168,0.354839,-0.231466,-0.274194,-0.983064,-0.993748,0.007519,0.142879,-0.985233,-0.095956,-0.961191,0.395247,-0.923944,NON_ULCER
-0.482588,-0.317531,0.129032,-0.318501,-0.322581,-0.981581,-0.987609,0.052632,0.140645,-0.953469,0.082888,-0.927203,0.209959,-0.769984,NON_ULCER
-0.409611,-0.219008,0.290323,-0.220228,-0.201613,-0.982723,-0.994298,0.052632,0.145483,-0.976234,0.232137,-0.89287,0.240079,-0.59201,NON_ULCER
-0.263954,-0.036314,0.387097,-0.037303,-0.064516,-0.995327,-0.996198,-0.007519,0.143398,-0.958329,0.129709,-0.935614,-0.04255,-0.886219,NON_ULCER
-0.286178,-0.071477,0.322581,-0.072796,-0.104839,-0.997822,-0.997635,-0.007519,0.144703,-0.984821,0.093986,-0.951206,-0.014518,-0.90687,NON_ULCER
-0.262976,-0.03523,0.387097,-0.036278,-0.096774,-0.987908,-0.99507,0.007519,0.140816,-0.91559,0.011096,-0.909692,0.560803,-0.899703,NON_ULCER
-0.411315,-0.216419,0.322581,-0.217712,-0.25,-0.985781,-0.99373,0.022556,0.145557,-0.976517,0.215836,-0.937532,0.495639,-0.865084,NON_ULCER
-0.398722,-0.22906,0.16129,-0.230435,-0.266129,-0.995691,-0.999138,0.022556,0.068665,-0.994204,0.283466,-0.963552,0.264188,-0.951505,NON_ULCER
-0.001363,0.207366,0.354839,0.206719,0.120968,-0.969226,-0.988112,0.082707,0.141547,-0.846398,-0.194107,-0.899068,0.096525,-0.744467,NON_ULCER
-0.35432,-0.15298,0.290323,-0.15337,-0.201613,-0.993159,-0.998331,0.022556,0.172718,-0.99289,0.315259,-0.960995,0.470809,-0.946803,NON_ULCER
-0.120926,0.098188,0.387097,0.097067,0.008065,-0.968081,-0.989855,0.007519,0.144405,-0.765586,0.474103,-0.72165,0.499419,-0.710482,NON_ULCER
-0.439968,-0.254856,0.225806,-0.256085,-0.25,-0.993467,-0.996734,0.022556,0.133892,-0.994699,0.198148,-0.960109,0.236935,-0.940484,NON_ULCER
-0.369049,-0.158682,0.322581,-0.15951,-0.209677,-0.984644,-0.990359,-0.037594,0.140388,-0.911481,-0.114413,-0.817171,0.612983,-0.862253,NON_ULCER
-0.351841,-0.164954,0.258065,-0.163746,-0.225806,-0.981749,-0.993125,-0.007519,0.146986,-0.988858,-0.036419,-0.94914,0.460812,-0.931443,NON_ULCER
-0.300828,-0.083691,0.354839,-0.083719,-0.112903,-0.997206,-0.999342,0.052632,0.189099,-0.992126,0.375837,-0.937729,0.369894,-0.952413,NON_ULCER
-0.222917,-0.000754,0.387097,-0.001625,-0.064516,-0.9754,-0.99016,-0.007519,0.141539,-0.867788,0.065313,-0.828533,0.32899,-0.791822,NON_ULCER
-0.503703,-0.313087,0.258065,-0.313891,-0.298387,-0.979636,-0.984551,0.022556,0.14042,-0.973318,0.257108,-0.912299,0.31852,-0.818349,NON_ULCER
-0.421083,-0.229581,0.225806,-0.228883,-0.209677,-0.986553,-0.994106,0.007519,0.1393,-0.983828,-0.022315,-0.958978,0.25294,-0.884314,NON_ULCER
-0.355368,-0.154644,0.290323,-0.154826,-0.145161,-0.986528,-0.995955,0.052632,0.125656,-0.971869,0.170749,-0.930499,0.06113,-0.63357,NON_ULCER
-0.362765,-0.143669,0.387097,-0.144708,-0.193548,-0.986084,-0.993592,-0.007519,0.139279,-0.981538,0.058842,-0.935565,0.4407,-0.870275,NON_ULCER
-0.268102,-0.038706,0.419355,-0.041264,-0.080645,-0.994104,-0.997662,0.037594,0.152607,-0.988388,0.203351,-0.967832,0.400506,-0.915723,NON_ULCER
-0.875181,-0.840348,-0.290323,-0.840891,-0.927419,-0.615308,-0.843852,0.022556,0.140793,-0.905484,-0.445138,-0.685497,0.214706,-0.678984,NON_ULCER
-0.425461,-0.239746,0.290323,-0.24061,-0.209677,-0.989264,-0.995446,0.052632,0.13671,-0.957745,0.195143,-0.893461,0.585703,-0.913371,NON_ULCER
-0.117506,0.086564,0.322581,0.085462,0.032258,-0.986479,-0.995985,0.067669,0.14516,-0.97614,0.335837,-0.969701,0.532803,-0.940256,NON_ULCER
-0.304431,-0.121782,0.225806,-0.122497,-0.169355,-0.993833,-0.996622,0.052632,0.144313,-0.986279,-0.093182,-0.950075,0.4348,-0.924808,NON_ULCER
-0.32937,-0.109189,0.387097,-0.111166,-0.112903,-0.994628,-0.997065,0.007519,0.134177,-0.990764,0.232252,-0.954748,0.308229,-0.805375,NON_ULCER
-0.077497,0.128406,0.290323,0.127376,0.08871,-0.990388,-0.997112,0.037594,0.14073,-0.890219,-0.125436,-0.931433,0.12574,-0.884759,NON_ULCER
-0.341582,-0.098574,0.483871,-0.099482,-0.137097,-0.98359,-0.992479,-0.067669,0.141348,-0.928874,0.036761,-0.905905,0.549242,-0.908855,NON_ULCER
-0.564344,-0.394094,0.225806,-0.394752,-0.387097,-0.967569,-0.980374,-0.037594,0.142365,-0.949286,-0.133182,-0.881705,0.213961,-0.845977,NON_ULCER
-0.961952,-0.975886,-0.516129,-0.979327,-0.991935,-0.697673,-0.569618,0.488722,0.136994,-0.971815,0.259454,-0.66356,0.130362,-0.982648,ULCER
-0.965757,-0.971535,-0.483871,-0.973214,-0.983871,-0.454762,-0.310691,-0.353383,0.140304,-0.989432,0.321794,-0.596173,0.173561,-0.916136,ULCER
-0.964157,-0.980342,-0.516129,-0.982457,-0.983871,-0.361784,-0.472754,0.293233,0.139871,-0.977348,0.478782,-0.626128,0.294618,-0.852846,ULCER
-0.943359,-0.956897,-0.516129,-0.958573,-0.975806,-0.905547,-0.674512,-0.323308,0.139879,-0.997283,0.083351,-0.851947,-0.082138,-0.984783,ULCER
-0.833223,-0.807524,-0.290323,-0.807822,-0.741935,-0.954289,-0.953101,-0.24812,0.140773,-0.987262,-0.567403,-0.876343,-0.923045,-0.935193,ULCER
-0.574316,-0.491924,-0.193548,-0.492817,-0.427419,-0.985838,-0.991503,-0.082707,0.140357,-0.974703,-0.483009,-0.968815,-0.900487,-0.903387,ULCER
-0.528937,-0.424114,-0.129032,-0.425185,-0.379032,-0.97793,-0.960656,-0.037594,0.140468,-0.975907,-0.085783,-0.912594,0.20142,-0.809582,ULCER
-0.934284,-0.935381,-0.451613,-0.936063,-0.967742,-0.616538,-0.790351,-0.172932,0.140736,-0.969771,0.119073,-0.63631,-0.000417,-0.689347,ULCER
-0.377442,-0.262621,-0.16129,-0.263802,-0.25,-0.991624,-0.989168,-0.082707,0.138994,-0.989409,0.290287,-0.895674,0.306776,-0.923379,ULCER
-0.456152,-0.306634,0.064516,-0.306625,-0.33871,-0.995651,-0.998192,-0.007519,0.10939,-0.993207,0.374681,-0.958978,0.134222,-0.952321,NON_ULCER
-0.151821,0.022132,0.129032,0.021543,-0.024194,-0.990756,-0.998189,-0.022556,0.143898,-0.978466,0.284507,-0.913086,0.468934,-0.891783,NON_ULCER
-0.487516,-0.345601,0.064516,-0.345383,-0.370968,-0.997926,-0.99823,-0.007519,0.142252,-0.996789,-0.045898,-0.973586,-0.018976,-0.942435,NON_ULCER
-0.014662,0.129926,-0.064516,0.129499,0.145161,-0.989189,-0.998292,0.067669,0.116747,-0.952271,0.092021,-0.923957,0.386285,-0.906157,NON_ULCER
-0.461686,-0.285471,0.193548,-0.285905,-0.25,-0.993004,-0.996669,-0.007519,0.138853,-0.992718,-0.016187,-0.965077,0.759445,-0.956195,NON_ULCER
-0.34757,-0.180936,0.129032,-0.181076,-0.241935,-0.994367,-0.995749,-0.007519,0.147025,-0.983495,0.175027,-0.955338,0.737307,-0.952709,NON_ULCER
-0.025645,0.129525,0.032258,0.129613,0.072581,-0.987611,-0.998107,0.067669,0.19815,-0.901157,0.377686,-0.900937,0.022948,-0.88199,NON_ULCER
