@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-13,15-25,27-29,31-39,41-52,54-76,78-86,88-92,94-120,122-131,133-179,181-186'

@attribute color_bgr_g_intensity1 numeric
@attribute color_lab_a_mean numeric
@attribute color_lab_b_variance numeric
@attribute color_lab_l_intensity2 numeric
@attribute color_luv_u_variance numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_intensity1 numeric
@attribute color_norm_r_frequency1 numeric
@attribute haralick_lab_b_correlation numeric
@attribute haralick_bgr_bg_contrast numeric
@attribute wavelet_bgr_g_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.211155,0.141567,-0.974701,0.104839,-0.974479,-0.993217,-0.45098,-0.136,-0.125525,-0.973197,-0.903065,NON_ULCER
-0.442231,0.04354,-0.958483,-0.258065,-0.82789,-0.950816,-0.460784,-0.64,0.109222,-0.980452,-0.927444,NON_ULCER
-0.521912,0.094824,-0.981393,-0.290323,-0.874493,-0.946789,-0.343137,-0.504,-0.093854,-0.979304,-0.906714,NON_ULCER
0.011952,-0.239,-0.938994,0.120968,-0.970083,-0.992506,-0.509804,0.176,-0.019399,-0.987156,-0.955471,NON_ULCER
-0.537849,0.142845,-0.9958,-0.370968,-0.976237,-0.990385,-0.372549,-0.576,-0.435382,-0.98928,-0.950151,NON_ULCER
0.243028,0.030198,-0.93668,0.379032,-0.875781,-0.990971,-0.578431,-0.744,-0.670408,-0.889299,-0.728244,NON_ULCER
0.059761,-0.254157,-0.905645,0.16129,-0.943412,-0.992791,-0.519608,-0.16,0.392488,-0.984271,-0.954724,NON_ULCER
-0.003984,-0.048192,-0.975666,0.112903,-0.924049,-0.983646,-0.470588,-0.424,0.102109,-0.947106,-0.825601,NON_ULCER
-0.23506,-0.204415,-0.981542,-0.120968,-0.986566,-0.994942,-0.490196,-0.12,-0.186809,-0.987823,-0.948117,NON_ULCER
-0.155378,0.151709,-0.936816,0.008065,-0.964973,-0.994332,-0.470588,-0.112,-0.14646,-0.890165,-0.805245,NON_ULCER
-0.250996,-0.168545,-0.879491,-0.137097,-0.980523,-0.97977,-0.480392,0.392,0.324055,-0.981014,-0.95605,NON_ULCER
-0.338645,0.226341,-0.974492,-0.16129,-0.948588,-0.978732,-0.382353,-0.536,-0.320236,-0.954826,-0.833142,NON_ULCER
0.067729,-0.231252,-0.966101,0.185484,-0.94704,-0.994668,-0.509804,-0.2,-0.147858,-0.982676,-0.973101,NON_ULCER
0.01992,-0.262216,-0.955687,0.137097,-0.990025,-0.995853,-0.519608,0.488,0.106026,-0.977518,0.045453,NON_ULCER
-0.545817,0.186894,-0.949639,-0.33871,-0.91605,-0.980433,-0.352941,-0.824,-0.416455,-0.991429,-0.937791,NON_ULCER
0.067729,-0.255714,-0.960776,0.185484,-0.990868,-0.996396,-0.529412,0.096,-0.338875,-0.988588,-0.483827,NON_ULCER
-0.23506,0.105182,-0.993403,-0.056452,-0.976332,-0.993795,-0.460784,-0.584,-0.614963,-0.979629,-0.94047,NON_ULCER
0.035857,-0.1355,-0.98402,0.169355,-0.981459,-0.996329,-0.509804,0.04,-0.309912,-0.988242,-0.953086,NON_ULCER
-0.035857,0.089263,-0.994047,0.137097,-0.951603,-0.987846,-0.519608,-0.704,-0.798011,-0.924639,-0.903345,NON_ULCER
-0.10757,-0.08679,-0.899186,-0.008065,-0.944444,-0.979071,-0.470588,-0.6,-0.421246,-0.96476,-0.787289,NON_ULCER
0.035857,-0.147092,-0.964204,0.266129,-0.991419,-0.997707,-0.509804,-0.176,-0.476508,-0.983599,-0.96194,NON_ULCER
-0.067729,0.068719,-0.951579,0.25,-0.930641,-0.990163,-0.539216,-0.632,-0.426638,-0.798358,-0.750242,NON_ULCER
-0.505976,0.208785,-0.975212,-0.233871,-0.985155,-0.992471,-0.343137,-0.208,0.009802,-0.968513,-0.894842,NON_ULCER
-0.290837,0.001492,-0.976318,-0.209677,-0.942613,-0.984005,-0.441176,-0.408,-0.272105,-0.989086,-0.951885,NON_ULCER
-0.474104,0.143789,-0.969756,-0.314516,-0.969219,-0.971902,-0.362745,-0.016,-0.178884,-0.985946,-0.924147,NON_ULCER
-0.330677,0.169603,-0.944344,-0.080645,-0.953635,-0.98851,-0.5,-0.76,-0.146777,-0.966518,-0.889951,NON_ULCER
-0.282869,0.1089,-0.980697,-0.096774,-0.97633,-0.994878,-0.441176,-0.248,-0.133769,-0.983887,-0.948582,NON_ULCER
-0.521912,0.241453,-0.959508,-0.346774,-0.944307,-0.991982,-0.362745,-0.6,0.051614,-0.988006,-0.959161,NON_ULCER
-0.386454,0.132427,-0.986519,-0.169355,-0.887435,-0.955097,-0.441176,-0.376,0.561745,-0.982321,-0.915616,NON_ULCER
-0.075697,-0.107288,-0.931292,0.145161,-0.965344,-0.987335,-0.490196,-0.104,0.133137,-0.959516,-0.196539,NON_ULCER
0.306773,-0.11415,-0.990653,0.483871,-0.981769,-0.996986,-0.578431,-0.712,-0.853335,-0.860222,-0.869722,NON_ULCER
0.10757,-0.184589,-0.898543,0.209677,-0.966103,-0.998131,-0.529412,-0.392,-0.144291,-0.979615,-0.093606,NON_ULCER
-0.282869,0.162756,-0.992865,-0.209677,-0.975764,-0.986392,-0.431373,-0.424,0.031946,-0.986443,-0.93615,NON_ULCER
0.01992,0.063492,-0.98883,0.120968,-0.97177,-0.992495,-0.509804,-0.944,-0.977462,-0.88934,-0.931595,NON_ULCER
-0.40239,0.264563,-0.955702,-0.209677,-0.984668,-0.987232,-0.352941,-0.56,-0.561705,-0.975271,-0.913363,NON_ULCER
0.091633,0.029545,-0.967451,0.145161,-0.867143,-0.966598,-0.5,-0.4,0.018778,-0.922571,-0.817291,NON_ULCER
0.035857,-0.08305,-0.909706,0.266129,-0.976807,-0.996761,-0.509804,-0.584,-0.523803,-0.960056,-0.93118,NON_ULCER
0.011952,0.023982,-0.963085,0.153226,-0.954928,-0.98469,-0.539216,-0.864,-0.868054,-0.732098,-0.914129,NON_ULCER
-0.290837,0.013132,-0.991765,-0.137097,-0.983083,-0.99214,-0.45098,-0.36,-0.298091,-0.987796,-0.954167,NON_ULCER
-0.370518,0.171094,-0.966164,-0.153226,-0.985985,-0.993737,-0.431373,-0.2,0.22425,-0.939344,-0.894647,NON_ULCER
0.027888,-0.101619,-0.927625,0.209677,-0.983968,-0.998829,-0.5,-0.144,-0.275289,-0.981587,-0.949444,NON_ULCER
-0.314741,0.06934,-0.973461,-0.129032,-0.980926,-0.990704,-0.441176,-0.216,-0.231499,-0.990372,-0.946373,NON_ULCER
-0.003984,-0.047667,-0.976201,0.274194,-0.955837,-0.988884,-0.558824,-0.712,-0.671413,-0.705061,-0.840433,NON_ULCER
-0.49004,0.286445,-0.976423,-0.217742,-0.977428,-0.987378,-0.343137,-0.36,-0.406685,-0.977872,-0.929364,NON_ULCER
-0.386454,0.041209,-0.84202,-0.137097,-0.916032,-0.949867,-0.401961,-0.232,-0.063435,-0.972347,-0.899718,NON_ULCER
-0.171315,0.038108,-0.94913,0.048387,-0.940856,-0.992227,-0.5,-0.544,-0.39226,-0.761075,-0.829869,NON_ULCER
-0.466135,0.242409,-0.96749,-0.274194,-0.966464,-0.987823,-0.401961,-0.776,-0.436155,-0.97645,-0.872912,NON_ULCER
-0.083665,0.082767,-0.947,-0.056452,-0.906291,-0.981802,-0.509804,-0.712,-0.352162,-0.861327,-0.853158,NON_ULCER
-0.370518,0.178679,-0.900498,-0.112903,-0.928412,-0.99011,-0.421569,-0.584,-0.249283,-0.841859,-0.943032,NON_ULCER
-0.035857,0.073883,-0.980835,0.129032,-0.905247,-0.988752,-0.5,-0.744,-0.790288,-0.927709,-0.892625,NON_ULCER
-0.083665,-0.06699,-0.948188,0.137097,-0.988517,-0.997223,-0.460784,-0.12,0.021175,-0.9806,-0.26182,NON_ULCER
-0.49004,0.345533,-0.974058,-0.217742,-0.926663,-0.986731,-0.362745,-0.72,-0.42155,-0.985506,-0.92601,NON_ULCER
-0.346614,0.326214,-0.944247,-0.177419,-0.951614,-0.984981,-0.372549,-0.648,0.080484,-0.958292,-0.908918,NON_ULCER
0.10757,-0.020275,-0.885012,0.169355,-0.931227,-0.984147,-0.519608,-0.272,-0.194644,-0.771717,-0.847449,NON_ULCER
0.035857,-0.103647,-0.878521,0.177419,-0.976335,-0.998554,-0.490196,-0.36,0.135491,-0.929036,-0.109651,NON_ULCER
-0.2749,0.165874,-0.995235,-0.104839,-0.956138,-0.987901,-0.421569,-0.464,-0.247583,-0.983627,-0.932069,NON_ULCER
-0.003984,-0.00033,-0.923982,0.282258,-0.905649,-0.984147,-0.519608,-0.512,-0.035352,-0.815301,-0.732135,NON_ULCER
-0.960159,0.115442,-0.874871,-0.782258,-0.934295,-0.903066,-0.039216,-0.84,-0.038531,-0.983285,-0.950143,ULCER
-0.474104,-0.028994,-0.968964,-0.129032,-0.968906,-0.990381,-0.480392,-0.984,-0.995742,-0.872824,-0.951062,ULCER
-0.904382,0.049165,-0.967034,-0.75,-0.928142,-0.795325,-0.107843,-0.864,0.302132,-0.939786,-0.813124,ULCER
-0.880478,0.27723,-0.964333,-0.733871,-0.969297,-0.959468,0.254902,-0.872,-0.51703,-0.985165,-0.939356,ULCER
-0.513944,-0.067638,-0.805084,-0.354839,-0.94961,-0.918723,-0.5,-0.96,-0.807428,-0.622975,-0.878086,ULCER
-0.10757,-0.190577,-0.990051,0.177419,-0.996843,-0.985537,-0.558824,-0.936,-0.981955,-0.809991,-0.909525,ULCER
-0.498008,-0.142704,-0.950366,-0.217742,-0.967412,-0.976919,-0.5,-0.888,-0.863661,-0.744414,-0.752713,ULCER
-0.920319,0.139832,-0.936337,-0.766129,-0.933215,-0.829083,0.22549,-0.832,0.347921,-0.985812,-0.954365,ULCER
-0.856574,0.001805,-0.829184,-0.75,-0.906208,-0.842538,-0.117647,-0.904,-0.301662,-0.657818,-0.677713,ULCER
-0.498008,0.018246,-0.994973,-0.346774,-0.989478,-0.9946,-0.372549,-0.984,-0.998317,-0.971876,-0.992499,ULCER
-0.426295,-0.026123,-0.985345,1,-0.994388,-0.960515,-0.431373,-0.984,-0.995146,-0.785423,-0.954005,ULCER
-0.848606,-0.019602,-0.882403,-0.75,-0.932246,-0.963337,-0.068627,-0.792,-0.312169,-0.986062,-0.968339,ULCER
-0.322709,-0.164532,-0.988627,-0.209677,-0.995908,-0.992525,-0.5,-0.984,-0.996713,-0.947703,-0.965772,ULCER
-0.52988,-0.016078,-0.970617,0.080645,-0.997933,-0.972818,-0.470588,-0.992,-0.992359,-0.874575,-0.959399,ULCER
-0.601594,0.092646,-0.938032,-0.685484,-0.975972,-0.902548,-0.186275,-0.888,-0.791432,-0.811443,-0.884034,ULCER
-0.641434,-0.04211,-0.965535,-0.266129,-0.990655,-0.968982,-0.460784,-0.976,-0.985444,-0.956333,-0.908423,ULCER
-0.848606,0.011651,-0.882085,-0.733871,-0.928345,-0.737175,-0.284314,-0.888,-0.228767,-0.619935,-0.790058,ULCER
1,-0.04175,-0.905033,1,-0.99814,-0.924673,-0.519608,-0.984,-0.996647,-0.85449,-0.882318,ULCER
1,-0.082213,-0.984987,1,-0.994271,-0.938726,-0.519608,-0.984,-0.994754,-0.82767,-0.931972,ULCER
-0.482072,0.028943,-0.976144,-0.104839,-0.990533,-0.961512,-0.480392,-0.984,-0.993718,-0.811436,-0.957328,ULCER
-0.250996,-0.081437,-0.787661,-0.137097,-0.956885,-0.987527,-0.54902,-0.952,-0.966241,-0.784586,-0.881158,ULCER
-0.657371,0.064718,-0.896421,-0.629032,-0.909333,-0.905823,-0.303922,-0.976,-0.978908,-0.827691,-0.882183,ULCER
-0.569721,0.035826,-0.861011,-0.306452,-0.906247,-0.977679,-0.392157,-0.968,-0.960158,-0.823038,-0.923207,ULCER
-0.195219,-0.007567,-0.982041,0.056452,-0.985047,-0.976981,-0.490196,-0.928,-0.971525,-0.792541,-0.968514,ULCER
-0.760956,0.106899,-0.887405,-0.637097,-0.957873,-0.92522,-0.137255,-0.712,0.182342,-0.671782,-0.875375,ULCER
-0.896414,0.174605,-0.826391,-0.806452,-0.868065,-0.773226,0.254902,-0.832,0.666782,-0.763723,-0.763791,ULCER
-0.537849,0.086613,-0.967728,-0.201613,-0.996745,-0.975795,-0.382353,-0.984,-0.99657,-0.950952,-0.925118,ULCER
-0.36255,-0.10946,-0.954091,-0.241935,-0.997148,-0.993936,-0.509804,0.08,-0.130451,-0.980283,-0.937752,NON_ULCER
-0.410359,-0.153034,-0.946018,-0.306452,-0.989198,-0.990687,-0.5,-0.24,-0.552734,-0.984329,-0.620407,NON_ULCER
-0.705179,0.021976,-0.984389,-0.604839,-0.984175,-0.993894,-0.333333,-0.44,-0.381004,-0.996267,-0.967199,NON_ULCER
-0.521912,0.007379,-0.899118,-0.395161,-0.955957,-0.971992,-0.401961,-0.704,-0.215328,-0.904336,-0.874921,NON_ULCER
-0.36255,-0.130422,-0.96809,-0.217742,-0.98195,-0.99627,-0.529412,-0.24,-0.101243,-0.975208,-0.889465,NON_ULCER
-0.346614,-0.125654,-0.913888,-0.137097,-0.989125,-0.997064,-0.54902,-0.296,-0.505717,-0.955671,-0.896069,NON_ULCER
-0.681275,-0.060187,-0.939561,-0.475806,-0.96419,-0.939974,-0.480392,-0.896,0.554714,-0.961421,-0.914217,NON_ULCER
-0.681275,0.049753,-0.964795,-0.556452,-0.998116,-0.984042,-0.343137,-0.312,-0.186907,-0.98374,-0.916476,NON_ULCER
-0.370518,-0.10166,-0.909837,-0.241935,-0.954851,-0.969678,-0.529412,-0.52,-0.164574,-0.926079,-0.880043,NON_ULCER
-0.330677,-0.138499,-0.933289,-0.217742,-0.939606,-0.981256,-0.578431,-0.88,-0.511025,-0.940015,-0.917125,NON_ULCER
-0.553785,0.03054,-0.890407,-0.459677,-0.981379,-0.939444,-0.392157,-0.664,0.213141,-0.926684,-0.835199,NON_ULCER
-0.386454,-0.055747,-0.855396,-0.274194,-0.964914,-0.988413,-0.460784,-0.448,0.171517,-0.88311,-0.834708,NON_ULCER
-0.243028,-0.179415,-0.980636,-0.298387,-0.979209,-0.990415,-0.529412,-0.656,-0.566379,-0.959717,-0.930305,NON_ULCER
-0.641434,0.036951,-0.993131,-0.524194,-0.997,-0.997534,-0.343137,0.144,0.331303,-0.989811,-0.963971,NON_ULCER
-0.52988,0.077427,-0.968623,-0.435484,-0.990425,-0.991588,-0.382353,-0.392,-0.069056,-0.989858,-0.926908,NON_ULCER
-0.370518,-0.201306,-0.746668,-0.290323,-0.961513,-0.971196,-0.5,-0.664,-0.193965,-0.903532,-0.874784,NON_ULCER
-0.61753,0.061334,-0.996019,-0.5,-0.994665,-0.996813,-0.343137,-0.32,-0.270819,-0.996453,-0.984214,NON_ULCER
-0.354582,-0.195982,-0.9315,-0.274194,-0.993987,-0.995731,-0.529412,-0.264,-0.138678,-0.967695,-0.334473,NON_ULCER
-0.498008,0.074905,-0.867408,-0.225806,-0.972675,-0.98849,-0.460784,-0.72,-0.526462,-0.96278,-0.916357,NON_ULCER
-0.665339,-0.138971,-0.911176,-0.483871,-0.99116,-0.939963,-0.392157,-0.504,0.307903,-0.983225,-0.890132,NON_ULCER
-0.474104,-0.164868,-0.977218,-0.314516,-0.986184,-0.993673,-0.5,-0.368,-0.312732,-0.955109,-0.921614,NON_ULCER
-0.689243,-0.00514,-0.961075,-0.604839,-0.993065,-0.983699,-0.352941,-0.24,0.270017,-0.995084,-0.977055,NON_ULCER
-0.306773,-0.112983,-0.936364,-0.056452,-0.987264,-0.995968,-0.54902,-0.44,-0.571931,-0.971157,-0.928224,NON_ULCER
-0.466135,-0.017798,-0.960362,-0.346774,-0.98625,-0.986063,-0.401961,-0.712,-0.556191,-0.931811,-0.912479,NON_ULCER
-0.378486,-0.127334,-0.795004,-0.137097,-0.979723,-0.995361,-0.529412,-0.448,-0.217767,-0.95545,-0.919211,NON_ULCER
-0.40239,-0.223638,-0.97852,-0.314516,-0.995206,-0.99354,-0.490196,-0.544,-0.640057,-0.985075,-0.485634,NON_ULCER
-0.370518,-0.245054,-0.985265,-0.330645,-0.9949,-0.996561,-0.470588,-0.432,-0.341621,-0.979952,-0.898154,NON_ULCER
-0.2749,-0.135746,-0.989362,-0.080645,-0.948444,-0.985508,-0.294118,-0.992,-0.978445,-0.684156,-0.843857,ULCER
-0.625498,0.240091,-0.974979,-0.451613,-0.997489,-0.906798,-0.166667,-0.992,-0.996436,-0.921537,-0.991397,ULCER
-0.450199,0.081032,-0.987111,-0.274194,-0.974572,-0.932556,-0.392157,-0.992,-0.995408,-0.929278,-0.936706,ULCER
0.011952,-0.195228,-0.996128,0.137097,-0.984305,-0.998535,-0.509804,-0.936,-0.980341,-0.809496,-0.890693,ULCER
-0.792829,-0.108253,-0.979451,-0.733871,-0.953485,-0.936981,-0.058824,-0.816,0.552847,-0.969339,-0.890183,ULCER
-0.633466,-0.002683,-0.975869,-0.322581,-0.988196,-0.965203,-0.411765,-0.976,-0.978466,-0.918916,-0.959414,ULCER
-0.760956,-0.098198,-0.97857,-0.604839,-0.952949,-0.934612,-0.186275,-0.712,0.153458,-0.876847,-0.856506,ULCER
-0.059761,-0.182392,-0.995532,0.064516,-0.992985,-0.989314,-0.382353,-0.992,-0.99491,-0.885426,-0.959989,ULCER
-0.354582,-0.157691,-0.9922,-0.241935,-0.986884,-0.977322,-0.441176,-0.92,-0.954654,-0.896029,-0.918961,ULCER
-0.800797,0.08865,-0.97191,-0.58871,-0.970308,-0.900535,0,-0.832,-0.15974,-0.786603,-0.673849,ULCER
-0.537849,-0.184803,-0.953725,-0.701613,-0.934844,-0.972687,-0.22549,-0.6,0.523569,-0.917898,-0.809345,ULCER
-0.266932,-0.104071,-0.976647,-0.137097,-0.988699,-0.963991,-0.460784,-0.976,-0.980179,-0.583127,-0.866135,ULCER
-0.521912,-0.145162,-0.978076,-0.556452,-0.94826,-0.943456,-0.343137,-0.84,-0.603317,-0.683605,-0.899078,ULCER
-0.553785,-0.063104,-0.968921,-0.346774,-0.939495,-0.947567,-0.245098,-0.984,-0.989994,-0.929016,-0.975391,ULCER
-0.776892,-0.035461,-0.957628,-0.717742,-0.933187,-0.920422,0.009804,-0.904,-0.087755,-0.942822,-0.824333,ULCER
-0.370518,-0.227518,-0.98639,0.016129,-0.992918,-0.989944,-0.480392,-0.976,-0.995502,-0.900556,-0.943023,ULCER
-0.768924,0.104483,-0.978941,-0.693548,-0.969287,-0.876847,-0.04902,-0.84,0.470657,-0.84899,-0.817878,ULCER
-0.800797,0.164779,-0.980236,-0.532258,-0.917919,-0.819666,0.068627,-0.752,0.148266,-0.84789,-0.807837,ULCER
-0.808765,0.014878,-0.981787,-0.475806,-0.968198,-0.877354,-0.068627,-0.832,-0.082038,-0.77159,-0.85322,ULCER
-0.505976,-0.219262,-0.96949,-0.016129,-0.948944,-0.971626,-0.392157,-0.976,-0.984298,-0.683937,-0.851572,ULCER
-0.840637,-0.223098,-0.958866,-0.830645,-0.945097,-0.866109,0.039216,-0.896,-0.474362,-0.833672,-0.888459,ULCER
-0.298805,-0.249303,-0.973039,-0.112903,-0.979494,-0.979388,-0.431373,-0.952,-0.940388,-0.644835,-0.867686,ULCER
-0.888446,0.132346,-0.986733,-0.677419,-0.963093,-0.961844,0.019608,-0.68,-0.351964,-0.986024,-0.848985,ULCER
-0.912351,-0.176343,-0.973292,-0.854839,-0.973784,-0.780447,-0.039216,-0.896,-0.070446,-0.984489,-0.925673,ULCER
-0.896414,-0.017824,-0.950522,-0.790323,-0.853341,-0.765855,0.068627,-0.872,-0.247943,-0.752122,-0.727206,ULCER
-0.824701,-0.003198,-0.923294,-0.733871,-0.840271,-0.89448,-0.058824,-0.824,-0.174437,-0.974556,-0.937046,ULCER
-0.800797,-0.09703,-0.943821,-0.717742,-0.901537,-0.873435,-0.196078,-0.832,-0.24641,-0.964511,-0.881146,ULCER
-0.649402,0.129866,-0.979092,-0.233871,-0.974048,-0.971975,-0.294118,-0.984,-0.989297,-0.963154,-0.970263,ULCER
-0.760956,-0.03298,-0.960906,-0.653226,-0.9153,-0.936055,-0.147059,-0.752,-0.065681,-0.897766,-0.879715,ULCER
-0.832669,0.11264,-0.952755,-0.701613,-0.960337,-0.909751,0.029412,-0.848,0.134125,-0.967203,-0.915295,ULCER
-0.673307,-0.218887,-0.983014,-0.395161,-0.991703,-0.960274,-0.441176,-0.992,-0.990296,-0.909533,-0.92621,ULCER
-0.832669,-0.145394,-0.888429,-0.758065,-0.914829,-0.756206,-0.068627,-0.872,-0.063508,-0.942681,-0.943243,ULCER
-0.832669,0.106603,-0.928617,-0.717742,-0.9505,-0.876058,0.009804,-0.848,-0.287297,-0.877212,-0.912317,ULCER
-0.832669,0.110022,-0.98894,-0.717742,-0.976129,-0.955339,0.058824,-0.664,0.602159,-0.977251,-0.878117,ULCER
-0.513944,-0.060354,-0.991927,-0.153226,-0.961669,-0.983563,-0.362745,-0.976,-0.987394,-0.845663,-0.967551,ULCER
-0.856574,-0.038493,-0.99154,-0.693548,-0.973648,-0.937144,-0.04902,-0.768,0.283993,-0.915629,-0.783619,ULCER
-0.52988,-0.102116,-0.984076,-0.33871,-0.955931,-0.948645,-0.362745,-0.92,-0.832082,-0.713368,-0.855338,ULCER
-0.832669,-0.033891,-0.968585,-0.637097,-0.899898,-0.853702,0,-0.808,-0.039969,-0.958461,-0.941177,ULCER
-0.649402,-0.031763,-0.973141,-0.491935,-0.913269,-0.93503,-0.264706,-0.792,-0.267702,-0.893336,-0.827831,ULCER
-0.227092,-0.170113,-0.996566,1,-0.993862,-0.992913,-0.411765,-0.984,-0.993244,-0.928181,-0.962722,ULCER
-0.896414,0.184201,-0.919267,-0.733871,-0.938232,-0.683314,0.107843,-0.904,0.063049,-0.798208,-0.792689,ULCER
-0.888446,-0.186586,-0.967489,-0.822581,-0.977043,-0.84678,-0.009804,-0.816,-0.330474,-0.890215,-0.784425,ULCER
-0.091633,-0.148129,-0.996599,0.040323,-0.947821,-0.990368,-0.490196,-0.872,-0.888023,-0.818446,-0.795172,ULCER
-0.752988,-0.023692,-0.973672,-0.701613,-0.94761,-0.724078,0,-0.832,0.515839,-0.673137,-0.736779,ULCER
-0.505976,-0.110707,-0.967668,-0.387097,-0.939393,-0.967361,-0.382353,-0.816,-0.421918,-0.803699,-0.782549,ULCER
-0.864542,-0.114746,-0.961309,-0.75,-0.942329,-0.937188,-0.078431,-0.872,-0.302901,-0.911026,-0.803193,ULCER
-0.912351,0.227996,-0.982644,-0.701613,-0.962558,-0.768208,0.196078,-0.752,0.808562,-0.81595,-0.854946,ULCER
-0.266932,-0.259917,-0.987035,0.096774,-0.996429,-0.995804,-0.421569,-0.992,-0.996987,-0.905312,-0.972209,ULCER
-0.426295,-0.200012,-0.988805,-0.024194,-0.993586,-0.989579,-0.441176,-0.968,-0.986563,-0.872348,-0.927426,ULCER
-0.52988,-0.011844,-0.97757,-0.346774,-0.972832,-0.9818,-0.352941,-0.824,-0.713857,-0.715904,-0.71509,ULCER
-0.434263,-0.256061,-0.989813,1,-0.997428,-0.994051,-0.509804,-0.984,-0.994975,-0.85698,-0.941232,ULCER
-0.61753,-0.023552,-0.977734,-0.548387,-0.94685,-0.948119,-0.313725,-0.84,-0.396367,-0.734074,-0.836272,ULCER
-0.808765,0.085258,-0.945208,-0.604839,-0.950931,-0.851338,-0.04902,-0.776,0.131937,-0.612719,-0.804097,ULCER
-0.729084,-0.165393,-0.981544,-0.612903,-0.984279,-0.976112,-0.22549,-0.648,0.044421,-0.751658,-0.878187,ULCER
-0.426295,-0.020897,-0.923239,-0.314516,-0.879638,-0.964724,-0.343137,-0.44,0.268227,-0.817925,-0.722791,NON_ULCER
-0.23506,-0.106552,-0.851405,0.08871,-0.842062,-0.948082,-0.431373,-0.696,-0.098157,-0.90887,-0.258322,NON_ULCER
-0.051793,-0.308697,-0.944875,0.129032,-0.918512,-0.981325,-0.470588,-0.744,-0.617373,-0.883333,-0.728464,NON_ULCER
-0.458167,-0.005542,-0.928264,-0.290323,-0.96264,-0.980786,-0.362745,-0.72,0.051568,-0.911677,-0.746413,NON_ULCER
-0.354582,0.070349,-0.909374,-0.16129,-0.973021,-0.979477,-0.392157,-0.896,-0.289149,-0.906726,-0.775473,NON_ULCER
-0.123506,-0.207718,-0.978287,0.008065,-0.892866,-0.973738,-0.401961,-0.648,-0.266673,-0.971093,-0.310282,NON_ULCER
-0.298805,-0.121641,-0.987317,-0.225806,-0.899139,-0.95943,-0.45098,-0.848,-0.480454,-0.893822,-0.675077,NON_ULCER
-0.545817,0.088612,-0.942202,-0.419355,-0.927081,-0.93246,-0.22549,-0.776,-0.375749,-0.944837,-0.781079,NON_ULCER
0.601594,-1,-0.989737,0.612903,-0.965342,-0.997742,-0.588235,-0.152,-0.063231,-0.907175,-0.836073,NON_ULCER
0.243028,-0.708514,-0.982965,0.298387,-0.972889,-0.996617,-0.54902,-0.232,-0.330922,-0.938987,-0.910089,NON_ULCER
-0.346614,-0.104173,-0.952376,-0.233871,-0.943257,-0.978486,-0.460784,-0.832,-0.524682,-0.830593,-0.79984,NON_ULCER
-0.49004,0.007659,-0.978755,-0.322581,-0.972801,-0.971548,-0.45098,-0.912,0.054822,-0.751674,-0.863625,NON_ULCER
0.10757,-0.697566,-0.950618,0.169355,-0.848039,-0.98025,-0.558824,-0.72,-0.325997,-0.934763,-0.817126,NON_ULCER
-0.258964,0.036068,-0.976512,-0.306452,-0.977959,-0.980887,-0.323529,-0.704,-0.375572,-0.919534,-0.849433,NON_ULCER
-0.203187,-0.334354,-0.965565,-0.024194,-0.740237,-0.943833,-0.54902,-0.936,-0.862246,-0.864679,-0.831265,NON_ULCER
0.01992,-0.143179,-0.9922,0.306452,-0.989521,-0.990851,-0.480392,-0.896,-0.917797,-0.712877,-0.923949,NON_ULCER
-0.10757,-0.29857,-0.973144,0.040323,-0.987654,-0.997436,-0.441176,-0.24,-0.322042,-0.927861,-0.773993,NON_ULCER
0.227092,-0.689384,-0.972726,0.346774,-0.981962,-0.997909,-0.539216,-0.048,-0.116502,-0.899258,-0.852865,NON_ULCER
-0.211155,-0.166622,-0.899418,-0.08871,-0.880125,-0.954988,-0.441176,-0.76,-0.140227,-0.930799,-0.773919,NON_ULCER
0.195219,-0.624005,-0.970494,0.241935,-0.902467,-0.987707,-0.539216,-0.6,-0.28566,-0.938979,-0.840519,NON_ULCER
0.035857,-0.06233,-0.993745,0.104839,-0.994983,-0.995872,-0.470588,-0.912,-0.952619,-0.915027,-0.970479,NON_ULCER
-0.298805,-0.103703,-0.903144,-0.08871,-0.94907,-0.968628,-0.362745,-0.528,-0.334979,-0.937819,-0.882247,NON_ULCER
0.195219,-0.397818,-0.934995,0.298387,-0.942822,-0.987051,-0.509804,-0.736,-0.801106,-0.839508,-0.740367,NON_ULCER
0.561753,-0.87918,-0.985852,0.548387,-0.975633,-0.997319,-0.558824,-0.256,-0.28465,-0.940284,-0.702524,NON_ULCER
0.011952,-0.431202,-0.925917,0.072581,-0.814691,-0.956248,-0.5,-0.536,0.187074,-0.901052,-0.754679,NON_ULCER
0.027888,-0.028142,-0.995994,0.177419,-0.986552,-0.995394,-0.441176,-0.92,-0.94198,-0.889973,-0.946382,NON_ULCER
-0.330677,0.060889,-0.978177,-0.258065,-0.995173,-0.988657,-0.411765,-0.944,-0.598266,-0.917461,-0.926558,NON_ULCER
-0.266932,-0.151081,-0.754287,-0.177419,-0.71417,-0.876104,-0.5,-0.888,-0.359212,-0.754582,-0.810086,NON_ULCER
-0.442231,-0.030818,-0.971885,-0.314516,-0.979076,-0.980394,-0.284314,-0.744,-0.122183,-0.908218,-0.85479,NON_ULCER
