@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-13,15-25,27-29,31-39,41-52,54-76,78-86,88-92,94-120,122-131,133-179,181-186'

@attribute color_bgr_g_intensity1 numeric
@attribute color_lab_a_mean numeric
@attribute color_lab_b_variance numeric
@attribute color_lab_l_intensity2 numeric
@attribute color_luv_u_variance numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_intensity1 numeric
@attribute color_norm_r_frequency1 numeric
@attribute haralick_lab_b_correlation numeric
@attribute haralick_bgr_bg_contrast numeric
@attribute wavelet_bgr_g_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.721116,-0.577615,-0.727215,-0.701613,-0.938324,-0.976645,-0.656863,-0.792,-0.331902,-0.930848,-0.871555,ULCER
-0.760956,-0.444042,-0.956855,-0.733871,-0.979302,-0.983796,-0.480392,-0.64,-0.244902,-0.956947,-0.917433,ULCER
-0.474104,-0.512085,-0.344006,-0.419355,-0.877805,-0.99295,-0.5,-0.792,-0.349132,-0.817418,-0.779978,ULCER
-0.633466,-0.355118,-0.858764,-0.354839,-0.947577,-0.96564,-0.382353,-0.68,-0.548471,-0.961361,-0.831991,ULCER
-0.601594,-0.475605,-0.828646,-0.637097,-0.968816,-0.978858,-0.441176,-0.808,-0.343926,-0.926687,-0.92411,ULCER
-0.561753,-0.559639,-0.859367,-0.508065,-0.984729,-0.976555,-0.617647,-0.76,-0.684892,-0.796276,-0.838387,ULCER
-0.609562,-0.412667,-0.916786,-0.564516,-0.987653,-0.987642,-0.519608,-0.976,-0.500411,-0.904647,-0.926583,ULCER
-0.649402,-0.574603,-0.972457,-0.137097,-0.996926,-0.994098,-0.656863,-0.752,-0.879713,-0.843429,-0.891802,ULCER
-0.545817,-0.482447,-0.822158,-0.467742,-0.913542,-0.989845,-0.5,-0.84,-0.439108,-0.892267,-0.81348,ULCER
-0.498008,-0.556953,-0.952142,-0.459677,-0.998363,-0.993588,-0.666667,-0.136,-0.26831,-0.749951,-0.882283,ULCER
-0.776892,-0.427956,-0.831556,-0.75,-0.925728,-0.980239,-0.480392,-0.648,-0.565694,-0.941486,-0.904034,ULCER
-0.673307,-0.363811,-0.794721,-0.604839,-0.941308,-0.977417,-0.392157,-0.544,0.230927,-0.880624,-0.846759,ULCER
-0.378486,-0.496602,-0.985255,-0.120968,-0.99737,-0.997726,-0.627451,-0.984,-0.998375,-0.962116,-0.978168,ULCER
-0.737052,-0.394252,-0.892457,-0.733871,-0.951859,-0.968117,-0.441176,-0.784,0.205478,-0.877731,-0.91438,ULCER
-0.442231,-0.522689,-0.645076,-0.427419,-0.959308,-0.977718,-0.539216,-0.784,-0.659663,-0.866523,-0.897576,ULCER
-0.203187,-0.237265,-0.95595,-0.096774,-0.979535,-0.993354,-0.45098,-0.808,-0.762499,-0.861646,-0.931596,NON_ULCER
-0.625498,-0.083269,-0.893841,-0.508065,-0.743646,-0.972716,-0.264706,-0.728,-0.449906,-0.97875,-0.946624,NON_ULCER
-0.657371,-0.172421,-0.935676,-0.491935,-0.753395,-0.968161,-0.323529,-0.664,-0.244536,-0.982521,-0.976769,NON_ULCER
-0.338645,-0.096196,-0.901886,-0.258065,-0.897339,-0.970825,-0.421569,-0.288,0.17804,-0.923002,-0.879807,NON_ULCER
-0.171315,-0.17978,-0.955939,-0.120968,-0.98551,-0.993329,-0.431373,-0.632,-0.408506,-0.971427,-0.929055,NON_ULCER
-0.36255,0.027638,-0.919427,-0.096774,-0.86427,-0.983866,-0.411765,-0.656,-0.34951,-0.970048,-0.928849,NON_ULCER
-0.2749,-0.135839,-0.883689,-0.145161,-0.953967,-0.98954,-0.45098,-0.496,-0.349582,-0.860714,-0.74229,NON_ULCER
-0.322709,0.021838,-0.940269,-0.266129,-0.927585,-0.978187,-0.401961,-0.328,-0.22533,-0.95246,-0.899533,NON_ULCER
-0.155378,-0.051875,-0.960916,-0.08871,-0.942586,-0.989646,-0.421569,-0.36,0.21268,-0.947072,-0.898124,NON_ULCER
-0.306773,-0.152327,-0.922618,-0.241935,-0.997034,-0.991414,-0.401961,-0.424,-0.276654,-0.961138,-0.930705,NON_ULCER
-0.243028,-0.079492,-0.947915,-0.08871,-0.964386,-0.979752,-0.441176,-0.512,-0.190327,-0.940774,-0.786046,NON_ULCER
-0.585657,-0.338866,-0.825285,-0.556452,-0.782268,-0.978027,-0.382353,-0.672,0.345164,-0.961341,-0.928874,NON_ULCER
-0.808765,-0.559925,-0.971308,-0.774194,-0.983516,-0.961918,-0.568627,-0.848,-0.512607,-0.990957,-0.945285,NON_ULCER
-0.027888,-0.204803,-0.946984,0.08871,-0.966164,-0.994024,-0.480392,-0.496,-0.496747,-0.952257,0.023357,NON_ULCER
-0.243028,-0.131958,-0.926596,-0.201613,-0.968917,-0.993764,-0.421569,-0.32,0.053048,-0.922916,-0.928484,NON_ULCER
-0.203187,-0.07489,-0.938232,-0.048387,-0.985908,-0.994033,-0.421569,-0.312,-0.364553,-0.950161,-0.936724,NON_ULCER
-0.115538,-0.1173,-0.922419,-0.16129,-0.972605,-0.996167,-0.480392,-0.648,-0.507211,-0.87983,-0.869695,NON_ULCER
-0.227092,-0.075457,-0.867742,-0.169355,-0.978628,-0.994503,-0.45098,-0.6,-0.51537,-0.917842,-0.903662,NON_ULCER
-0.657371,-0.297432,-0.814979,-0.604839,-0.862626,-0.973964,-0.45098,-0.808,-0.053161,-0.961894,-0.944489,NON_ULCER
-0.243028,-0.103435,-0.915512,-0.129032,-0.986623,-0.990478,-0.480392,-0.208,0.055232,-0.80956,-0.915563,NON_ULCER
-0.721116,-0.395133,-0.801498,-0.701613,-0.910676,-0.986466,-0.362745,-0.696,-0.235767,-0.98323,-0.950246,NON_ULCER
-0.298805,-0.154297,-0.962113,-0.193548,-0.958056,-0.976578,-0.401961,-0.816,-0.618802,-0.920647,-0.79884,NON_ULCER
-0.027888,-0.288984,-0.973798,0.25,-0.90819,-0.985614,-0.539216,-0.56,-0.301763,-0.931737,0.114444,NON_ULCER
-0.816733,-0.482555,-0.973176,-0.766129,-0.974552,-0.958182,-0.45098,-0.616,0.479873,-0.969793,-0.936137,NON_ULCER
-0.314741,-0.169446,-0.888137,-0.185484,-0.973547,-0.994233,-0.431373,-0.4,0.142234,-0.899939,-0.251393,NON_ULCER
-0.2749,-0.120283,-0.894402,-0.177419,-0.969477,-0.996979,-0.5,-0.712,-0.642288,-0.918466,-0.933621,NON_ULCER
-0.099602,-0.149826,-0.940506,0.016129,-0.960732,-0.987329,-0.45098,-0.112,0.152273,-0.927011,-0.793385,NON_ULCER
-0.171315,-0.147067,-0.876206,-0.225806,-0.975428,-0.985911,-0.460784,-0.52,-0.200837,-0.880084,-0.858983,NON_ULCER
-0.163347,-0.106584,-0.968988,0.024194,-0.992416,-0.996718,-0.460784,0.072,-0.177446,-0.960843,-0.955768,NON_ULCER
-0.808765,-0.447285,-0.927395,-0.790323,-0.935211,-0.973808,-0.441176,-0.856,-0.259738,-0.990115,-0.952217,NON_ULCER
-0.609562,-0.128675,-0.925855,-0.443548,-0.984632,-0.991703,-0.333333,-0.6,-0.183054,-0.956992,-0.940222,NON_ULCER
-0.649402,-0.112835,-0.922834,-0.620968,-0.986725,-0.94771,-0.22549,-0.856,-0.490111,-0.860485,-0.734387,NON_ULCER
-0.625498,-0.223431,-0.950531,-0.548387,-0.940193,-0.984074,-0.323529,-0.448,0.460116,-0.972477,-0.932426,NON_ULCER
-0.330677,-0.129086,-0.833813,-0.185484,-0.979084,-0.990623,-0.362745,-0.768,-0.369817,-0.891167,-0.369943,NON_ULCER
-0.123506,-0.158422,-0.97231,0.016129,-0.952468,-0.989114,-0.470588,0.128,0.521907,-0.944402,-0.94942,NON_ULCER
-0.681275,-0.2852,-0.965957,-0.629032,-0.964053,-0.975648,-0.382353,-0.848,-0.552948,-0.988617,-0.95301,NON_ULCER
-0.641434,-0.201068,-0.983296,-0.532258,-0.946519,-0.993074,-0.313725,-0.464,-0.303967,-0.982753,-0.945061,NON_ULCER
0.01992,-0.178698,-0.981292,0.120968,-0.977101,-0.993086,-0.480392,0.024,-0.035399,-0.967163,-0.917375,NON_ULCER
-0.003984,-0.270302,-0.969603,0.209677,-0.920388,-0.983279,-0.519608,0.16,0.465477,-0.941079,-0.524868,NON_ULCER
-0.027888,-0.225092,-0.828802,0.008065,-0.984471,-0.994266,-0.509804,-0.432,-0.20574,-0.93467,-0.932599,NON_ULCER
-0.466135,-0.164066,-0.964862,-0.491935,-0.976766,-0.987202,-0.323529,-0.64,-0.21347,-0.955149,-0.896781,NON_ULCER
-0.322709,-0.11609,-0.896736,-0.217742,-0.972789,-0.987695,-0.401961,-0.656,-0.232929,-0.93076,-0.866924,NON_ULCER
-0.067729,-0.238778,-0.9928,0.129032,-0.992169,-0.998611,-0.5,-0.384,-0.31362,-0.969778,-0.929052,NON_ULCER
-0.330677,-0.147714,-0.859433,-0.209677,-0.965773,-0.994803,-0.45098,-0.616,-0.122722,-0.84686,-0.514606,NON_ULCER
-0.314741,-0.21134,-0.947123,-0.112903,-0.970669,-0.994571,-0.470588,-0.664,-0.497521,-0.935948,-0.82462,NON_ULCER
0.035857,-0.289101,-0.978579,0.145161,-0.982695,-0.995536,-0.519608,0.288,0.316022,-0.944447,-0.723253,NON_ULCER
0.227092,-0.337218,-0.989955,0.274194,-0.97275,-0.995414,-0.539216,-0.064,0.258,-0.939676,-0.900948,NON_ULCER
0.091633,-0.108213,-0.879034,0.169355,-0.949265,-0.99514,-0.529412,-0.68,-0.527258,-0.777986,-0.919631,NON_ULCER
-0.474104,-0.222565,-0.960676,-0.354839,-0.972383,-0.980698,-0.362745,-0.568,-0.066725,-0.968494,-0.914632,NON_ULCER
-0.211155,-0.053793,-0.927561,0.040323,-0.948779,-0.989329,-0.431373,-0.552,-0.3107,-0.957488,-0.899676,NON_ULCER
-0.043825,-0.241829,-0.973789,0.048387,-0.960221,-0.989253,-0.509804,-0.448,-0.217879,-0.96166,-0.952268,NON_ULCER
-0.74502,-0.300578,-0.897645,-0.733871,-0.904964,-0.984515,-0.333333,-0.696,-0.22268,-0.980644,-0.907117,NON_ULCER
0.179283,-0.230908,-0.956609,0.16129,-0.93008,-0.983896,-0.529412,-0.456,-0.330604,-0.938792,-0.892331,NON_ULCER
0.091633,-0.289932,-0.987715,0.185484,-0.977371,-0.996328,-0.519608,-0.096,-0.331755,-0.959052,0.172674,NON_ULCER
-0.003984,-0.215038,-0.887203,0.120968,-0.98649,-0.99607,-0.5,-0.376,-0.5082,-0.955028,-0.906756,NON_ULCER
-0.36255,-0.204544,-0.926254,-0.25,-0.952108,-0.988062,-0.5,-0.84,-0.750771,-0.715845,-0.870413,NON_ULCER
-0.227092,-0.17774,-0.929407,-0.137097,-0.949853,-0.98965,-0.441176,-0.584,-0.285782,-0.887863,-0.197916,NON_ULCER
-0.346614,-0.269532,-0.965949,-0.225806,-0.945032,-0.986296,-0.490196,-0.728,-0.549191,-0.795087,-0.715629,ULCER
-0.665339,-0.434761,-0.725008,-0.685484,-0.939915,-0.975317,-0.421569,-0.88,-0.212948,-0.812654,-0.827254,ULCER
-0.880478,-0.40823,-0.854402,-0.887097,-0.954302,-0.924101,-0.470588,-0.848,-0.605829,-0.902361,-0.879697,ULCER
-0.099602,0.207147,-0.911451,0.185484,-0.917363,-0.987142,-0.421569,-0.392,0.06022,-0.876921,-0.759413,ULCER
-0.394422,-0.189064,-0.652115,-0.08871,-0.742152,-0.976624,-0.5,-0.912,-0.919686,-0.926829,-0.764489,ULCER
-0.577689,-0.253312,-0.76361,-0.508065,-0.816073,-0.981444,-0.441176,-0.592,-0.128748,-0.901735,-0.714339,ULCER
0.330677,-0.201994,-0.700241,0.427419,-0.67956,-0.9587,-0.529412,-0.528,0.101133,-0.826346,-0.71728,ULCER
-0.450199,-0.416692,-0.868853,-0.395161,-0.926827,-0.993448,-0.617647,-0.968,-0.95276,-0.905798,-0.870263,ULCER
-0.219124,-0.007118,-0.830762,-0.040323,-0.344111,-0.902606,-0.431373,-0.816,-0.490814,-0.785888,-0.796928,ULCER
-0.848606,-0.343798,-0.955928,-0.758065,-0.967792,-0.955484,-0.333333,-0.832,-0.417421,-0.922821,-0.824354,ULCER
-0.721116,-0.293497,-0.951486,-0.75,-0.904887,-0.954072,-0.352941,-0.68,-0.118475,-0.879804,-0.857747,ULCER
-0.513944,-0.259326,-0.921944,-0.370968,-0.949903,-0.985569,-0.480392,-0.608,0.145286,-0.896422,-0.8131,ULCER
0.203187,-0.154417,-0.822969,0.16129,-0.939481,-0.994883,-0.480392,-0.688,-0.534017,-0.910454,-0.711936,ULCER
-0.36255,-0.210169,-0.85026,-0.225806,-0.885994,-0.990328,-0.421569,-0.44,0.214836,-0.89854,-0.755758,ULCER
0.115538,-0.087709,-0.919459,0.258065,-0.899901,-0.992291,-0.490196,-0.312,0.256881,-0.930845,-0.790493,ULCER
-0.01992,-0.224779,-0.895592,0.096774,-0.898371,-0.994803,-0.480392,-0.616,-0.460544,-0.881267,-0.886034,ULCER
-0.370518,-0.191707,-0.936919,-0.379032,-0.929556,-0.987639,-0.421569,-0.28,0.510981,-0.918201,-0.842063,ULCER
-0.250996,-0.155884,-0.985341,-0.233871,-0.909538,-0.96963,-0.470588,-0.768,-0.207904,-0.874208,-0.875951,ULCER
-0.585657,0.41516,-0.624143,-0.322581,-0.161149,-0.872525,0.009804,-0.84,0.303002,-0.461855,-0.724937,ULCER
-0.043825,-0.157556,-0.943267,0.08871,-0.978815,-0.996988,-0.460784,-0.944,-0.983249,-0.934253,-0.953058,ULCER
-0.131474,0.052746,-0.904852,0.016129,-0.81001,-0.944227,-0.411765,-0.76,-0.139738,-0.677828,-0.892794,ULCER
0.10757,-0.033277,-0.84468,0.241935,-0.899129,-0.982073,-0.480392,0,0.367687,-0.942463,-0.816597,ULCER
0.027888,0.049652,-0.859426,0.201613,-0.732452,-0.967326,-0.441176,-0.664,-0.481752,-0.886443,-0.784524,ULCER
-0.227092,-0.170611,-0.967086,-0.16129,-0.918164,-0.984139,-0.431373,-0.44,-0.14041,-0.905649,-0.929272,ULCER
0.003984,0.095254,-0.895593,0.145161,-0.915388,-0.98143,-0.421569,-0.616,-0.321077,-0.906833,-0.860352,ULCER
-0.498008,-0.221212,-0.864381,-0.298387,-0.92127,-0.980954,-0.392157,-0.936,-0.936154,-0.743196,-0.852727,ULCER
0.059761,-0.005238,-0.799494,0.193548,-0.736299,-0.950998,-0.5,-0.536,0.039154,-0.947337,-0.860147,ULCER
0.553785,-0.397411,-0.750274,0.66129,-0.86698,-0.995876,-0.588235,-0.512,-0.437212,-0.895622,-0.867658,ULCER
0.521912,-0.390967,-0.91183,0.580645,-0.780737,-0.981285,-0.617647,-0.688,-0.574046,-0.893148,-0.758827,ULCER
-0.561753,-0.243357,-0.447034,-0.129032,-0.77522,-0.97583,-0.558824,-0.864,-0.521929,-0.793123,-0.791936,ULCER
-0.282869,0.34201,-0.924497,-0.282258,-0.846071,-0.948689,-0.294118,-0.944,-0.859152,-0.912684,-0.943615,ULCER
-0.458167,-0.267432,-0.921068,-0.362903,-0.923838,-0.985206,-0.441176,-0.864,-0.814817,-0.901859,-0.922989,ULCER
0.290837,-0.343384,-0.115636,0.379032,-0.898224,-0.973982,-0.539216,-0.672,-0.405785,-0.756256,-0.668387,ULCER
-0.737052,-0.232614,-0.84792,-0.701613,-0.952032,-0.93,-0.490196,-0.792,-0.061658,-0.847644,-0.872219,ULCER
0.450199,-0.367744,-0.737827,0.516129,-0.873137,-0.981222,-0.54902,-0.504,-0.451722,-0.881727,-0.81092,ULCER
-0.944223,-0.454326,-0.964779,-0.854839,-0.981374,-0.911218,-0.284314,-0.808,-0.296058,-0.95267,-0.957769,ULCER
-0.035857,-0.013527,-0.835029,0.040323,-0.902579,-0.973753,-0.411765,-0.432,0.259699,-0.89575,-0.904027,ULCER
-0.370518,-0.3023,-0.945016,-0.282258,-0.944083,-0.985912,-0.607843,-0.76,-0.796782,-0.837566,-0.781293,ULCER
-0.776892,-0.280857,-0.916718,-0.733871,-0.985076,-0.944476,-0.5,-0.84,-0.604803,-0.882031,-0.873661,ULCER
0.354582,-0.358704,-0.945538,0.419355,-0.801985,-0.977759,-0.558824,-0.6,-0.313539,-0.852104,-0.714727,ULCER
-0.075697,-0.212529,-0.819067,0.008065,-0.884878,-0.984527,-0.45098,-0.656,-0.435434,-0.786682,-0.687056,ULCER
-0.394422,0.0375,-0.886504,-0.209677,-0.795888,-0.957817,-0.362745,-0.872,-0.631223,-0.759857,-0.756832,ULCER
-0.848606,-0.317659,-0.918907,-0.854839,-0.983143,-0.93203,-0.294118,-0.728,0.198541,-0.867074,-0.873182,ULCER
0.49004,-0.358328,-0.965253,0.548387,-0.486255,-0.950758,-0.598039,-0.728,-0.543323,-0.912572,-0.779997,ULCER
-0.657371,-0.367725,-0.943926,-0.572581,-0.985919,-0.984601,-0.568627,-0.824,-0.840358,-0.736352,-0.876558,ULCER
-0.043825,-0.306494,-0.730635,0.048387,-0.949207,-0.978371,-0.588235,-0.648,-0.734023,-0.837968,-0.692564,ULCER
-0.426295,-0.241025,-0.948285,-0.193548,-0.972823,-0.986322,-0.421569,-0.952,-0.981659,-0.934092,-0.820789,ULCER
0.290837,-0.261629,-0.707752,0.491935,-0.830636,-0.996427,-0.578431,-0.672,-0.182914,-0.847962,-0.765151,ULCER
-0.936255,-0.38913,-0.724397,-0.782258,-0.745574,-0.888476,-0.352941,-0.816,0.058882,-0.870786,-0.844598,ULCER
0.211155,-0.392313,-0.737598,0.306452,-0.95557,-0.992216,-0.509804,-0.36,-0.346933,-0.922718,-0.843173,ULCER
-0.880478,-0.35359,-0.83113,-0.83871,-0.818237,-0.914723,-0.401961,-0.76,0.091334,-0.829072,-0.581427,ULCER
-0.2749,-0.027,-0.936973,-0.056452,-0.950989,-0.988354,-0.401961,-0.664,-0.421119,-0.908059,-0.859303,ULCER
-0.346614,-0.419744,-0.932053,-0.629032,-0.986968,-0.981022,-0.588235,-0.272,-0.319344,-0.66697,-0.776112,ULCER
-0.482072,-0.403228,-0.983573,-0.314516,-0.988215,-0.995519,-0.598039,-0.968,-0.989166,-0.935732,-0.987182,ULCER
-0.043825,-0.41405,-0.937276,0.040323,-0.987832,-0.996507,-0.588235,-0.704,-0.850242,-0.856211,-0.920226,ULCER
0.115538,-0.093595,-0.776886,0.209677,-0.824427,-0.993487,-0.480392,-0.744,-0.664033,-0.87397,-0.731285,ULCER
-0.920319,-0.412319,-0.920329,-0.919355,-0.942483,-0.902608,-0.490196,-0.856,-0.134931,-0.88866,-0.697665,ULCER
0.545817,-0.320573,-0.932823,0.653226,-0.75992,-0.98199,-0.598039,-0.496,-0.550791,-0.908125,-0.76891,ULCER
0.027888,-0.232427,-0.177717,0.153226,-0.747036,-0.971827,-0.578431,-0.864,-0.029758,-0.750046,-0.549798,ULCER
-0.537849,-0.405569,-0.947475,-0.580645,-0.989583,-0.963332,-0.598039,-0.576,-0.249902,-0.738135,-0.851372,ULCER
-0.816733,-0.415958,-0.933229,-0.774194,-0.986471,-0.962575,-0.54902,-0.632,-0.640184,-0.884628,-0.898785,ULCER
-0.601594,-0.278018,-0.517101,-0.66129,-0.802356,-0.953577,-0.607843,-0.848,-0.422245,-0.825432,-0.751017,ULCER
-0.697211,-0.400376,-0.964778,-0.685484,-0.988991,-0.965781,-0.578431,-0.728,-0.618251,-0.870237,-0.871258,ULCER
-0.426295,-0.148577,-0.883081,-0.33871,-0.842005,-0.973796,-0.441176,-0.704,-0.034224,-0.776793,-0.657002,ULCER
-0.163347,-0.153953,-0.873483,-0.072581,-0.893418,-0.993329,-0.441176,-0.92,-0.886308,-0.841921,-0.644335,ULCER
-0.800797,-0.377355,-0.901117,-0.822581,-0.96273,-0.932569,-0.509804,-0.856,-0.289753,-0.882328,-0.85229,ULCER
-0.394422,-0.423758,-0.964364,-0.330645,-0.993102,-0.988936,-0.598039,-0.608,-0.757622,-0.813644,-0.911876,ULCER
0.243028,-0.203511,-0.900919,0.459677,-0.827404,-0.988959,-0.568627,-0.448,0.2345,-0.905453,-0.648517,ULCER
-0.513944,-0.411701,-0.937819,-0.419355,-0.994169,-0.984952,-0.598039,-0.368,-0.119927,-0.690615,-0.843614,ULCER
-0.681275,-0.392313,-0.851917,-0.669355,-0.903869,-0.971401,-0.431373,-0.816,-0.54558,-0.880366,-0.853062,ULCER
-0.386454,-0.230848,-0.783255,-0.274194,-0.924136,-0.987419,-0.519608,-0.728,-0.404451,-0.782918,-0.6621,NON_ULCER
-0.386454,-0.222361,-0.964019,-0.282258,-0.974733,-0.992697,-0.470588,-0.608,-0.126007,-0.928268,-0.396191,NON_ULCER
0.434263,-0.465269,-0.959882,0.387097,-0.957706,-0.998843,-0.607843,-0.92,-0.982099,-0.807912,-0.66616,NON_ULCER
-0.482072,0.048387,-0.846482,-0.282258,-0.89503,-0.948239,-0.362745,-0.512,-0.023404,-0.711536,-0.836241,NON_ULCER
0.36255,-0.278279,-0.939708,0.459677,-0.900901,-0.996307,-0.568627,-0.688,-0.639121,-0.923311,-0.909195,NON_ULCER
-0.123506,0.052346,-0.844177,0.024194,-0.84312,-0.966716,-0.529412,-0.888,0.26382,-0.749602,-0.857511,NON_ULCER
0.36255,-0.246857,-0.979031,0.403226,-0.950021,-0.992184,-0.568627,-0.488,-0.493759,-0.914439,-0.836072,NON_ULCER
0.187251,-0.558073,-0.994386,0.072581,-0.993666,-0.998843,-0.666667,-0.952,-0.982943,-0.929152,-0.959634,NON_ULCER
0.059761,-0.07003,-0.836895,0.209677,-0.767097,-0.968437,-0.490196,-0.536,0.438582,-0.687922,-0.858446,NON_ULCER
0.74502,-0.647202,-0.972477,0.798387,-0.982233,-0.998643,-0.666667,-0.288,-0.10565,-0.804707,-0.287316,NON_ULCER
0.211155,-0.240942,-0.985387,0.104839,-0.982008,-0.996495,-0.529412,-0.472,-0.393292,-0.969662,-0.826359,NON_ULCER
0.346614,-0.276726,-0.954067,0.491935,-0.97174,-0.998548,-0.568627,-0.232,-0.313359,-0.949914,-0.915446,NON_ULCER
-0.195219,-0.139955,-0.922308,-0.096774,-0.961674,-0.992681,-0.519608,-0.528,-0.476556,-0.943852,-0.761315,NON_ULCER
-0.123506,-0.314284,-0.91984,-0.008065,-0.907775,-0.995325,-0.607843,-0.96,-0.455752,-0.898749,-0.686401,NON_ULCER
0.338645,-0.272547,-0.995112,0.403226,-0.991125,-0.997757,-0.568627,-0.312,-0.4839,-0.950709,-0.927365,NON_ULCER
0.450199,-0.555866,-0.934598,0.467742,-0.927844,-0.997363,-0.676471,-0.656,-0.759138,-0.847102,-0.767887,NON_ULCER
0.14741,-0.266133,-0.972032,0.354839,-0.950097,-0.994265,-0.54902,0.096,0.155421,-0.901908,-0.747482,NON_ULCER
-0.513944,-0.146779,-0.913496,-0.467742,-0.957617,-0.990711,-0.392157,-0.824,-0.123742,-0.94728,-0.754276,NON_ULCER
0.243028,-0.524906,-0.977812,0.491935,-0.969575,-0.998789,-0.647059,-0.92,-0.976884,-0.693472,-0.517979,NON_ULCER
-0.011952,-0.252161,-0.969509,0.104839,-0.982534,-0.998427,-0.519608,0.584,0.716972,-0.965394,-0.845068,NON_ULCER
-0.418327,-0.183544,-0.92186,-0.314516,-0.962421,-0.992944,-0.470588,-0.664,-0.351233,-0.968805,-0.893348,NON_ULCER
-0.10757,-0.297285,-0.950093,-0.040323,-0.963584,-0.99872,-0.529412,-0.16,-0.033221,-0.991938,-0.361369,NON_ULCER
0.442231,-0.347973,-0.884243,0.395161,-0.916403,-0.996995,-0.588235,0.208,0.139448,-0.931566,-0.851217,NON_ULCER
-0.298805,-0.257076,-0.943524,0.032258,-0.964873,-0.990142,-0.490196,-0.504,-0.445013,-0.700475,-0.136051,NON_ULCER
0.800797,-0.654972,-0.983775,0.814516,-0.995934,-0.999539,-0.666667,-0.504,-0.346161,-0.926393,-0.486083,NON_ULCER
-0.219124,-0.339416,-0.983847,-0.096774,-0.980005,-0.99787,-0.54902,-0.432,-0.532851,-0.993171,-0.04491,NON_ULCER
0.593625,-0.593097,-0.949506,0.629032,-0.902716,-0.995641,-0.676471,0.224,0.082935,-0.838649,-0.700714,NON_ULCER
-0.633466,-0.093897,-0.938814,-0.548387,-0.956743,-0.967025,-0.235294,-0.712,-0.099248,-0.912072,-0.825225,NON_ULCER
-0.434263,-0.124742,-0.909868,-0.258065,-0.913477,-0.993437,-0.441176,-0.472,-0.111926,-0.959055,-0.838369,NON_ULCER
-0.537849,-0.21964,-0.941233,-0.354839,-0.932104,-0.989488,-0.460784,-0.672,-0.181132,-0.747439,-0.261802,NON_ULCER
-0.474104,-0.086291,-0.885921,-0.379032,-0.916145,-0.980432,-0.284314,-0.832,-0.478082,-0.962148,-0.323775,NON_ULCER
0.856574,-0.660277,-0.993112,0.927419,-0.992413,-0.999384,-0.666667,0.688,0.00463,-0.738238,-0.391172,NON_ULCER
0.211155,-0.587167,-0.997393,0.225806,-0.992397,-0.998337,-0.666667,-0.824,-0.95544,-0.907588,-0.630231,NON_ULCER
0.219124,-0.558924,-0.967156,0.564516,-0.921384,-0.993804,-0.627451,-0.936,-0.965816,-0.113784,-0.390088,NON_ULCER
0.697211,-0.615278,-0.982068,0.717742,-0.989826,-0.998863,-0.666667,-0.208,-0.481599,-0.948348,-0.729281,NON_ULCER
-0.378486,-0.048255,-0.967602,-0.241935,-0.967885,-0.989346,-0.411765,-0.944,-0.498149,-0.969636,-0.900985,NON_ULCER
-0.187251,-0.618535,-0.9773,0.451613,-0.994615,-0.997615,-0.647059,-0.88,-0.973363,-0.363449,-0.423561,NON_ULCER
-0.513944,-0.137167,-0.944566,-0.298387,-0.969907,-0.990536,-0.421569,-0.496,-0.255468,-0.943642,-0.863944,NON_ULCER
-0.163347,-0.090757,-0.934233,-0.064516,-0.985519,-0.990096,-0.490196,-0.496,-0.500678,-0.916716,-0.802481,NON_ULCER
-0.418327,-0.226207,-0.90564,-0.258065,-0.933828,-0.995146,-0.5,-0.208,0.101519,-0.970735,-0.294636,NON_ULCER
0.290837,-0.376072,-0.805004,0.379032,-0.861333,-0.995186,-0.568627,-0.256,0.346807,-0.852644,-0.799895,NON_ULCER
-0.737052,-0.287976,-0.972599,-0.637097,-0.92188,-0.978661,-0.45098,-0.688,-0.259494,-0.938457,-0.782841,NON_ULCER
-0.163347,-0.233081,-0.941305,-0.064516,-0.979269,-0.995487,-0.529412,-0.672,-0.41859,-0.984919,-0.782473,NON_ULCER
0.498008,-0.623732,-0.985474,0.572581,-0.990593,-0.999277,-0.656863,-0.896,-0.976051,-0.314775,-0.226869,NON_ULCER
0.035857,-0.602827,-0.995773,0.096774,-0.994333,-0.999164,-0.666667,-0.84,-0.974913,-0.826658,-0.662377,NON_ULCER
-0.067729,-0.17016,-0.919686,-0.008065,-0.98028,-0.992658,-0.519608,-0.48,-0.382802,-0.889279,-0.878818,NON_ULCER
-0.354582,-0.137528,-0.89414,-0.258065,-0.979463,-0.985563,-0.431373,-0.616,-0.123737,-0.825528,-0.848948,NON_ULCER
-0.848606,-0.522817,-0.969039,-0.830645,-0.968186,-0.922842,-0.539216,-0.584,0.644685,-0.555595,0.005513,NON_ULCER
0.832669,-0.650934,-0.993429,0.830645,-0.992803,-0.999225,-0.666667,-0.528,-0.460265,-0.312618,0.037932,NON_ULCER
-0.243028,-0.183883,-0.85435,-0.048387,-0.912526,-0.99439,-0.460784,-0.816,-0.618143,-0.888281,-0.89395,NON_ULCER
-0.346614,-0.600105,-0.986828,0.540323,-0.985259,-0.999285,-0.647059,-0.952,-0.975685,-0.760322,-0.680715,NON_ULCER
