@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-6,8-40,42-54,56-77,79-84,86-121,124-129,131-158,160-185'

@attribute color_bgr_b_centroid numeric
@attribute color_lab_a_intensity2 numeric
@attribute color_luv_l_centroid numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_b_intensity1 numeric
@attribute haralick_luv_u_contrast numeric
@attribute haralick_luv_u_energy numeric
@attribute haralick_luv_v_homogeneity numeric
@attribute lbph_bgr_b_entropy numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
0.39759,-0.542857,0.401639,-0.999375,-0.335968,-0.981016,-0.873791,-0.817082,0.003412,-0.89218,NON_ULCER
0.116466,-0.542857,0.180328,-0.998603,-0.359684,-0.979178,-0.870717,-0.809301,0.606402,-0.937667,NON_ULCER
-0.317269,-0.771429,-0.311475,-0.999924,-0.320158,-0.996323,-0.193939,-0.424678,0.239367,-0.959603,NON_ULCER
0.060241,-0.742857,0.090164,-0.996658,-0.320158,-0.960607,-0.771295,-0.649616,0.134459,-0.761174,NON_ULCER
-0.413655,-0.771429,-0.418033,-0.998385,-0.335968,-0.996136,-0.915888,-0.895738,-0.254676,-0.958039,NON_ULCER
-0.51004,-0.742857,-0.52459,-0.987846,-0.335968,-0.98368,-0.718721,-0.645704,0.572281,-0.914187,NON_ULCER
-0.044177,-0.742857,-0.008197,-0.99636,-0.328063,-0.974976,-0.725698,-0.652444,0.053437,-0.654302,NON_ULCER
0.317269,-0.514286,0.344262,-0.999481,-0.343874,-0.990283,-0.841548,-0.825551,0.416109,-0.908636,NON_ULCER
-0.365462,-0.757143,-0.385246,-0.999598,-0.304348,-0.998499,-0.87983,-0.906363,-0.17478,-0.959995,NON_ULCER
0.373494,-0.614286,0.45082,-0.999446,-0.359684,-0.986719,-0.862082,-0.80902,0.586192,0.114176,NON_ULCER
-0.51004,-0.771429,-0.459016,-0.994561,-0.335968,-0.986231,-0.758219,-0.673783,0.409771,-0.964735,NON_ULCER
-0.285141,-0.771429,-0.270492,-0.999997,-0.320158,-0.999925,-0.465267,-0.629115,0.140548,-0.963192,NON_ULCER
-0.325301,-0.657143,-0.07377,-0.995011,-0.470356,-0.906582,-0.733225,-0.55154,0.738722,-0.822502,ULCER
-0.542169,-0.571429,-0.352459,-0.939317,-0.517787,-0.976777,-0.895665,-0.806707,0.411602,-0.928998,ULCER
-0.341365,-0.685714,-0.02459,-0.99152,-0.509881,-0.881709,-0.69895,-0.39334,0.654082,-0.752711,ULCER
-0.196787,-0.714286,0.180328,-0.993089,-0.501976,-0.956893,-0.848139,-0.704592,0.612651,-0.905518,ULCER
-0.702811,-0.6,-0.467213,-0.976738,-0.588933,-0.970512,-0.88268,-0.755676,0.665417,-0.90047,ULCER
-0.036145,-0.714286,0.262295,-0.995861,-0.462451,-0.9716,-0.944235,-0.881992,0.471613,-0.952966,ULCER
0.13253,-0.728571,0.565574,-0.996096,-0.486166,-0.973175,-0.899009,-0.818477,0.389235,-0.874447,ULCER
-0.421687,-0.585714,-0.188525,-0.962691,-0.533597,-0.949615,-0.884367,-0.798613,0.575514,-0.919405,ULCER
-0.606426,-0.571429,-0.155738,-0.968111,-0.754941,-0.921627,-0.897703,-0.750974,0.624963,-0.917827,ULCER
-0.405622,-0.628571,-0.147541,-0.991163,-0.494071,-0.895402,-0.634598,-0.2331,0.780577,-0.807653,ULCER
-0.212851,-0.685714,0.196721,-0.997865,-0.525692,-0.979441,-0.870142,-0.835451,0.141981,-0.865751,ULCER
-0.493976,-0.642857,-0.040984,-0.993627,-0.581028,-0.91176,-0.740143,-0.471297,0.766094,-0.862783,ULCER
-0.373494,-0.685714,0.090164,-0.993496,-0.557312,-0.975651,-0.809495,-0.678965,0.66523,-0.912845,ULCER
-0.405622,-0.557143,-0.139344,-0.992364,-0.509881,-0.96252,-0.932829,-0.869902,0.55554,-0.855001,ULCER
-0.212851,-0.685714,0.098361,-0.998195,-0.478261,-0.997336,-0.963712,-0.97805,0.147687,-0.979749,ULCER
-0.333333,-0.671429,-0.07377,-0.993836,-0.478261,-0.981729,-0.886845,-0.83872,0.597298,-0.923656,ULCER
-0.012048,-0.714286,0.344262,-0.998746,-0.462451,-0.992309,-0.925602,-0.937307,0.225313,-0.863798,ULCER
-0.413655,-0.671429,0.122951,-0.995778,-0.573123,-0.981804,-0.949612,-0.910433,0.557015,-0.92401,ULCER
-0.293173,-0.7,0.204918,-0.994359,-0.557312,-0.956743,-0.828538,-0.680847,0.686693,-0.839401,ULCER
-0.421687,-0.685714,-0.081967,-0.992248,-0.557312,-0.925003,-0.665287,-0.381423,0.677717,-0.864856,ULCER
-0.35743,-0.671429,-0.016393,-0.9767,-0.44664,-0.931644,-0.878089,-0.762017,0.56163,-0.877922,ULCER
-0.493976,-0.642857,-0.098361,-0.987563,-0.612648,-0.970211,-0.964787,-0.938723,0.513316,-0.94988,ULCER
-0.044177,-0.685714,0.360656,-0.998261,-0.486166,-0.981917,-0.944451,-0.912552,0.658827,-0.945746,ULCER
-0.389558,-0.671429,-0.057377,-0.992521,-0.525692,-0.93941,-0.805529,-0.665025,0.666019,-0.908952,ULCER
-0.365462,-0.685714,0.155738,-0.996843,-0.541502,-0.973588,-0.864657,-0.849666,0.272416,-0.856031,ULCER
-0.124498,-0.714286,0.254098,-0.995145,-0.494071,-0.940948,-0.770728,-0.653286,0.749584,-0.913883,ULCER
-0.220884,-0.685714,0.262295,-0.99658,-0.517787,-0.961958,-0.847301,-0.744681,0.39963,-0.855204,ULCER
-0.140562,-0.714286,0.155738,-0.988924,-0.462451,-0.904556,-0.821065,-0.595712,0.722744,-0.842569,ULCER
-0.156627,-0.742857,0.090164,-0.996305,-0.470356,-0.904144,-0.675883,-0.385944,0.749408,-0.878151,ULCER
0.052209,-0.757143,0.377049,-0.999295,-0.454545,-0.996736,-0.964537,-0.957782,0.303674,-0.957157,ULCER
-0.445783,-0.557143,-0.204918,-0.992256,-0.509881,-0.992534,-0.983469,-0.976133,0.280234,-0.96379,ULCER
-0.092369,-0.742857,0.229508,-0.997614,-0.454545,-0.98428,-0.937913,-0.901969,0.479263,-0.950816,ULCER
0.694779,-0.757143,0.598361,-0.999436,-0.288538,-0.993472,-0.892966,-0.89405,-0.016252,-0.826503,NON_ULCER
-0.24498,-0.714286,-0.07377,-0.998138,-0.422925,-0.989608,-0.906828,-0.8713,0.549299,-0.955285,NON_ULCER
0.092369,-0.742857,0.327869,-0.998289,-0.399209,-0.980979,-0.810721,-0.739121,0.278001,-0.927439,NON_ULCER
0.012048,-0.685714,0.286885,-0.999012,-0.407115,-0.975952,-0.774785,-0.616002,0.474667,-0.962766,NON_ULCER
0.783133,-0.771429,0.704918,-0.99976,-0.296443,-0.984618,-0.581176,-0.475772,0.604973,0.204502,NON_ULCER
-0.028112,-0.628571,0.155738,-0.998016,-0.407115,-0.94575,-0.727895,-0.470803,0.672718,-0.946702,NON_ULCER
-0.068273,-0.557143,0.090164,-0.998894,-0.407115,-0.96102,-0.808729,-0.656021,0.74779,-0.958149,NON_ULCER
-0.188755,-0.742857,-0.155738,-0.976113,-0.367589,-0.971787,-0.775423,-0.763138,0.108513,-0.613112,NON_ULCER
-0.172691,-0.585714,0.02459,-0.996849,-0.43083,-0.982855,-0.942091,-0.894863,0.427236,-0.968246,NON_ULCER
0.751004,-0.757143,0.663934,-0.999698,-0.288538,-0.990846,-0.864001,-0.861951,0.232444,-0.849322,NON_ULCER
-0.309237,-0.7,-0.106557,-0.996789,-0.407115,-0.957155,-0.688825,-0.544607,0.844255,-0.79823,NON_ULCER
0.823293,-0.771429,0.737705,-0.999992,-0.296443,-0.997336,-0.616578,-0.725614,0.523914,0.104386,NON_ULCER
0.333333,-0.671429,0.459016,-0.998519,-0.375494,-0.985406,-0.875596,-0.786852,-0.015673,-0.942505,NON_ULCER
0.044177,-0.571429,0.204918,-0.99931,-0.399209,-0.977452,-0.769995,-0.651333,0.678226,-0.972434,NON_ULCER
0.012048,-0.542857,0.163934,-0.998097,-0.407115,-0.97794,-0.892916,-0.779239,0.69423,-0.939786,NON_ULCER
-0.02008,-0.514286,0.139344,-0.998502,-0.407115,-0.97175,-0.805946,-0.651583,0.699982,-0.946027,NON_ULCER
0.518072,-0.714286,0.557377,-0.999427,-0.359684,-0.984355,-0.918713,-0.885582,0.123839,-0.921382,NON_ULCER
0.156627,-0.557143,0.295082,-0.998261,-0.383399,-0.976289,-0.83839,-0.669521,0.434591,-0.960036,NON_ULCER
0.831325,-0.771429,0.745902,-0.999758,-0.296443,-0.998537,-0.604188,-0.614177,0.566472,0.430298,NON_ULCER
-0.196787,-0.7,-0.04918,-0.99889,-0.399209,-0.980491,-0.695635,-0.657921,0.76198,-0.839467,NON_ULCER
0.02008,-0.485714,0.147541,-0.999063,-0.399209,-0.979328,-0.774528,-0.668427,0.624184,-0.967911,NON_ULCER
0.783133,-0.757143,0.688525,-0.999802,-0.288538,-0.99366,-0.861854,-0.851001,0.471485,-0.90524,NON_ULCER
0.076305,-0.471429,0.188525,-0.999402,-0.391304,-0.991671,-0.910986,-0.869019,0.523203,-0.979688,NON_ULCER
0.751004,-0.757143,0.672131,-0.999032,-0.288538,-0.959969,-0.757497,-0.679697,0.464165,-0.720074,NON_ULCER
0.389558,-0.628571,0.467213,-0.998122,-0.359684,-0.931119,-0.798724,-0.544834,0.128048,-0.85378,NON_ULCER
0.309237,-0.557143,0.401639,-0.997088,-0.367589,-0.937046,-0.738785,-0.396897,0.376624,-0.930993,NON_ULCER
0.13253,-0.5,0.262295,-0.999402,-0.391304,-0.97914,-0.478637,-0.358741,0.600034,-0.959246,NON_ULCER
0.751004,-0.757143,0.680328,-0.999994,-0.288538,-0.996586,-0.81312,-0.829926,0.579844,-0.13379,NON_ULCER
-0.638554,-0.714286,-0.655738,-0.980418,-0.304348,-0.988932,-0.913325,-0.900269,-0.006076,-0.844432,NON_ULCER
-0.389558,-0.7,-0.229508,-0.99765,-0.44664,-0.976964,-0.559356,-0.542115,0.712342,-0.927987,NON_ULCER
-0.277108,-0.714286,-0.131148,-0.998628,-0.407115,-0.98867,-0.834036,-0.81822,0.559225,-0.946857,NON_ULCER
-0.100402,-0.657143,0.090164,-0.998523,-0.422925,-0.983342,-0.838303,-0.752364,0.482803,-0.971427,NON_ULCER
-0.710843,-0.842857,-0.655738,-0.976021,-0.478261,-0.958018,-0.555415,-0.550723,0.772322,-0.857321,ULCER
-0.839357,-0.785714,-0.836066,-0.982466,-0.438735,-0.987882,-0.546933,-0.571115,0.710762,-0.923781,ULCER
-0.759036,-0.8,-0.688525,-0.967957,-0.454545,-0.979028,-0.769671,-0.679708,0.754221,-0.944004,ULCER
-0.84739,-0.757143,-0.795082,-0.976035,-0.557312,-0.958994,-0.538759,-0.271348,0.809827,-0.88739,ULCER
-0.863454,-0.785714,-0.860656,-0.95519,-0.501976,-0.970024,-0.817709,-0.734447,0.739135,-0.773691,ULCER
-0.542169,-0.828571,-0.483607,-0.977091,-0.335968,-0.973363,-0.783031,-0.760235,0.74515,-0.720642,ULCER
-0.807229,-0.785714,-0.704918,-0.959705,-0.699605,-0.893301,-0.867377,-0.793913,0.679142,-0.818725,ULCER
-0.670683,-0.671429,-0.532787,-0.953262,-0.486166,-0.849144,-0.863722,-0.769065,0.586347,-0.689468,ULCER
-0.807229,-0.771429,-0.754098,-0.980395,-0.509881,-0.958131,-0.646782,-0.432741,0.784524,-0.888989,ULCER
-0.654618,-0.785714,-0.57377,-0.970271,-0.407115,-0.957531,-0.885118,-0.772726,0.594455,-0.874379,ULCER
-0.349398,-0.814286,0.032787,-0.983821,-0.486166,-0.798233,-0.882374,-0.684786,0.602872,-0.54565,ULCER
-0.662651,-0.842857,-0.565574,-0.954611,-0.375494,-0.978765,-0.919882,-0.915434,0.632847,-0.848737,ULCER
-0.710843,-0.842857,-0.631148,-0.97094,-0.367589,-0.982404,-0.925112,-0.908715,0.54611,-0.91198,ULCER
-0.718876,-0.571429,-0.52459,-0.949191,-0.533597,-0.526121,-0.774365,-0.53917,0.660245,-0.599601,ULCER
-0.783133,-0.8,-0.729508,-0.977971,-0.486166,-0.982367,-0.852673,-0.741583,0.611909,-0.959474,ULCER
-0.807229,-0.728571,-0.745902,-0.982596,-0.478261,-0.98368,-0.861113,-0.759051,0.705967,-0.888688,ULCER
-0.783133,-0.771429,-0.754098,-0.97947,-0.494071,-0.958131,-0.56796,-0.391316,0.832276,-0.851246,ULCER
-0.7751,-0.728571,-0.672131,-0.975436,-0.525692,-0.952016,-0.619723,-0.35321,0.758537,-0.920433,ULCER
-0.807229,-0.742857,-0.786885,-0.965587,-0.509881,-0.973438,-0.679109,-0.500022,0.824892,-0.90107,ULCER
-0.791165,-0.728571,-0.737705,-0.979012,-0.596838,-0.978615,-0.725941,-0.619302,0.76641,-0.889128,ULCER
-0.73494,-0.757143,-0.672131,-0.987198,-0.462451,-0.986306,-0.877595,-0.81727,0.674291,-0.921713,ULCER
-0.767068,-0.728571,-0.672131,-0.990998,-0.533597,-0.979403,-0.854642,-0.795113,0.655377,-0.947332,ULCER
-0.662651,-0.728571,-0.336066,-0.964823,-0.612648,-0.711268,-0.920929,-0.743186,0.53683,-0.87505,ULCER
-0.73494,-0.828571,-0.680328,-0.979205,-0.478261,-0.989758,-0.885916,-0.835426,0.573923,-0.956667,ULCER
-0.815261,-0.8,-0.532787,-0.978006,-0.73913,-0.976552,-0.942312,-0.919299,0.44684,-0.939906,ULCER
-0.718876,-0.771429,-0.614754,-0.987303,-0.501976,-0.987995,-0.800086,-0.718114,0.489428,-0.955441,ULCER
-0.807229,-0.742857,-0.729508,-0.973475,-0.636364,-0.935133,-0.659849,-0.437035,0.801835,-0.844272,ULCER
-0.807229,-0.657143,-0.47541,-0.95242,-0.754941,-0.964059,-0.963832,-0.94852,0.417753,-0.824928,ULCER
-0.13253,-0.771429,0.131148,-0.99438,-0.44664,-0.899792,-0.921611,-0.765745,0.544782,-0.680337,ULCER
-0.751004,-0.814286,-0.713115,-0.985135,-0.541502,-0.985406,-0.687208,-0.654177,0.667724,-0.947486,ULCER
-0.791165,-0.814286,-0.786885,-0.973871,-0.525692,-0.977227,-0.614618,-0.555209,0.827963,-0.905739,ULCER
-0.839357,-0.728571,-0.713115,-0.950344,-0.636364,-0.985143,-0.786802,-0.754858,0.582067,-0.929686,ULCER
-0.823293,-0.728571,-0.647541,-0.963767,-0.628458,-0.966535,-0.644032,-0.536659,0.733655,-0.90528,ULCER
-0.783133,-0.785714,-0.688525,-0.983447,-0.501976,-0.96616,-0.495035,-0.287335,0.645517,-0.922316,ULCER
-0.702811,-0.714286,-0.54918,-0.986056,-0.525692,-0.979366,-0.933253,-0.882175,0.501291,-0.912492,ULCER
-0.84739,-0.728571,-0.754098,-0.982968,-0.596838,-0.990546,-0.92008,-0.89505,0.640126,-0.946697,ULCER
-0.767068,-0.742857,-0.565574,-0.97552,-0.596838,-0.937084,-0.598845,-0.485344,0.738697,-0.87405,ULCER
-0.807229,-0.571429,-0.581967,-0.960022,-0.675889,-0.935883,-0.921244,-0.790361,0.689023,-0.724704,ULCER
-0.807229,-0.8,-0.754098,-0.981585,-0.407115,-0.985068,-0.588682,-0.543271,0.666102,-0.921502,ULCER
-0.726908,-0.842857,-0.647541,-0.995771,-0.438735,-0.996248,-0.834888,-0.876207,0.511915,-0.950362,ULCER
-0.73494,-0.771429,-0.622951,-0.982996,-0.486166,-0.989195,-0.92836,-0.8898,0.535434,-0.962818,ULCER
-0.855422,-0.685714,-0.786885,-0.949149,-0.588933,-0.939785,-0.738394,-0.510311,0.741536,-0.838852,ULCER
-0.799197,-0.785714,-0.729508,-0.981845,-0.533597,-0.991746,-0.839999,-0.833426,0.638836,-0.941106,ULCER
-0.7751,-0.742857,-0.581967,-0.978446,-0.509881,-0.990246,-0.935681,-0.902394,0.405984,-0.965105,ULCER
-0.815261,-0.7,-0.688525,-0.971166,-0.573123,-0.985631,-0.866165,-0.767082,0.681349,-0.967942,ULCER
-0.702811,-0.842857,-0.688525,-0.989205,-0.375494,-0.993059,-0.409232,-0.575459,0.717256,-0.940426,ULCER
-0.767068,-0.814286,-0.713115,-0.973715,-0.43083,-0.964621,-0.82086,-0.693677,0.674365,-0.876913,ULCER
-0.84739,-0.714286,-0.786885,-0.984565,-0.549407,-0.974376,-0.645996,-0.494865,0.677462,-0.944602,ULCER
-0.630522,-0.728571,-0.631148,-0.964293,-0.549407,-0.899342,-0.984947,-0.970804,-0.215628,-0.733749,ULCER
-0.88755,-0.728571,-0.868852,-0.912055,-0.565217,-0.980604,-0.877657,-0.79604,0.67706,-0.917037,ULCER
-0.630522,-0.442857,-0.303279,-0.996337,-0.596838,-0.989458,-0.934377,-0.8948,0.528497,-0.964117,NON_ULCER
-0.373494,-0.457143,-0.098361,-0.989685,-0.501976,-0.970624,-0.950988,-0.895401,0.375563,-0.935514,NON_ULCER
-0.365462,-0.4,-0.122951,-0.998831,-0.509881,-0.987769,-0.60516,-0.597896,0.731402,-0.972961,NON_ULCER
-0.606426,-0.471429,-0.262295,-0.978423,-0.565217,-0.885273,-0.647938,-0.300617,0.753954,-0.184585,NON_ULCER
-0.35743,-0.414286,-0.098361,-0.99739,-0.501976,-0.97734,-0.86018,-0.745083,0.710603,-0.950282,NON_ULCER
-0.413655,-0.571429,-0.081967,-0.982074,-0.533597,-0.912923,-0.940861,-0.761645,0.579936,-0.917505,NON_ULCER
-0.550201,-0.471429,-0.221311,-0.992343,-0.588933,-0.992947,-0.946227,-0.936925,0.153595,-0.539347,NON_ULCER
-0.341365,-0.414286,-0.065574,-0.996222,-0.494071,-0.919001,-0.463326,-0.118693,0.760826,-0.933311,NON_ULCER
-0.590361,-0.342857,-0.270492,-0.993972,-0.596838,-0.962333,-0.86312,-0.698895,0.750503,-0.966178,NON_ULCER
-0.24498,-0.442857,0.008197,-0.997101,-0.478261,-0.996323,-0.985654,-0.978206,0.153769,-0.992479,NON_ULCER
-0.39759,-0.4,-0.098361,-0.997291,-0.525692,-0.987995,-0.877964,-0.834426,0.720784,-0.967591,NON_ULCER
-0.236948,-0.4,0.008197,-0.998664,-0.470356,-0.982742,-0.849704,-0.75027,0.558836,-0.964775,NON_ULCER
-0.389558,-0.442857,-0.139344,-0.997043,-0.501976,-0.970324,-0.799962,-0.682596,0.505694,-0.198715,NON_ULCER
-0.461847,-0.442857,-0.163934,-0.993114,-0.541502,-0.980341,-0.897733,-0.821339,0.434275,-0.752658,NON_ULCER
-0.558233,-0.342857,-0.254098,-0.994906,-0.565217,-0.977865,-0.828515,-0.718489,0.594192,-0.967477,NON_ULCER
-0.453815,-0.542857,-0.204918,-0.994251,-0.470356,-0.943949,-0.864828,-0.704564,0.694591,-0.968375,NON_ULCER
-0.277108,-0.4,-0.040984,-0.997384,-0.486166,-0.956255,-0.838476,-0.678583,0.513366,-0.964353,NON_ULCER
-0.349398,-0.4,-0.090164,-0.992077,-0.501976,-0.949352,-0.927518,-0.818613,0.337277,-0.968727,NON_ULCER
-0.301205,-0.614286,-0.139344,-0.99426,-0.43083,-0.952428,-0.838496,-0.721309,0.533613,-0.936924,NON_ULCER
-0.381526,-0.514286,-0.147541,-0.995537,-0.478261,-0.974788,-0.955174,-0.896113,0.616318,-0.96028,NON_ULCER
-0.373494,-0.4,-0.114754,-0.990581,-0.509881,-0.953179,-0.932497,-0.853407,-0.109691,-0.970906,NON_ULCER
0.204819,-0.9,0.47541,-0.996608,-0.399209,-0.969574,-0.977329,-0.950252,0.419055,-0.901134,NON_ULCER
-0.461847,-0.557143,-0.229508,-0.991554,-0.486166,-0.956293,-0.925556,-0.81677,0.640997,-0.958147,NON_ULCER
-0.253012,-0.471429,-0.032787,-0.994346,-0.454545,-0.976252,-0.921982,-0.80652,0.36679,-0.91833,NON_ULCER
0.02008,-0.528571,0.163934,-0.997135,-0.399209,-0.96072,-0.845735,-0.717208,0.736053,-0.950794,NON_ULCER
-0.204819,-0.828571,0.081967,-0.991011,-0.454545,-0.856309,-0.881567,-0.694281,0.674037,-0.730376,NON_ULCER
-0.389558,-0.657143,-0.098361,-0.993556,-0.44664,-0.914236,-0.796355,-0.591003,0.659519,-0.903741,NON_ULCER
-0.309237,-0.542857,-0.106557,-0.995051,-0.462451,-0.948189,-0.824019,-0.585203,0.40492,-0.886962,NON_ULCER
-0.076305,-0.528571,0.098361,-0.998751,-0.43083,-0.988032,-0.849423,-0.813501,0.567863,-0.940314,NON_ULCER
-0.807229,-0.757143,-0.819672,-0.96589,-0.367589,-0.993997,-0.938982,-0.914206,0.687646,-0.898041,NON_ULCER
-0.518072,-0.514286,-0.286885,-0.994694,-0.509881,-0.897541,-0.761645,-0.575271,0.670809,-0.905909,NON_ULCER
-0.405622,-0.585714,-0.188525,-0.993581,-0.478261,-0.932844,-0.901443,-0.741958,0.736793,-0.94856,NON_ULCER
-0.686747,-0.571429,-0.491803,-0.942501,-0.588933,-0.942111,-0.862969,-0.63619,0.509246,-0.929167,NON_ULCER
-0.301205,-0.728571,-0.02459,-0.984407,-0.501976,-0.9459,-0.950479,-0.842628,0.510438,-0.27728,NON_ULCER
-0.518072,-0.485714,-0.204918,-0.983216,-0.573123,-0.88561,-0.839402,-0.525646,0.719205,-0.918384,NON_ULCER
-0.566265,-0.514286,-0.368852,-0.968081,-0.644269,-0.960607,-0.860984,-0.68952,0.621302,-0.932001,NON_ULCER
-0.493976,-0.471429,-0.237705,-0.993359,-0.525692,-0.977377,-0.862194,-0.745666,0.6691,-0.926438,NON_ULCER
-0.325301,-0.728571,-0.07377,-0.981196,-0.470356,-0.718884,-0.928583,-0.703916,0.572637,-0.799095,NON_ULCER
-0.365462,-0.442857,-0.139344,-0.994916,-0.478261,-0.977115,-0.879165,-0.794909,0.5508,-0.963869,NON_ULCER
-0.582329,-0.485714,-0.303279,-0.982665,-0.557312,-0.887149,-0.893042,-0.618177,0.733582,-0.715904,NON_ULCER
-0.558233,-0.442857,-0.286885,-0.995422,-0.549407,-0.976327,-0.88356,-0.795582,0.604043,-0.54623,NON_ULCER
-0.638554,-0.457143,-0.319672,-0.995657,-0.604743,-0.981279,-0.947257,-0.887769,0.462401,-0.978987,NON_ULCER
-0.582329,-0.457143,-0.221311,-0.997663,-0.588933,-0.985031,-0.669688,-0.698395,0.642072,-0.939223,NON_ULCER
-0.718876,-0.414286,-0.229508,-0.981048,-0.70751,-0.974151,-0.885629,-0.776957,0.465793,-0.92239,NON_ULCER
-0.590361,-0.442857,-0.254098,-0.994821,-0.573123,-0.935921,-0.551321,-0.337741,0.756065,-0.911665,NON_ULCER
-0.453815,-0.471429,-0.114754,-0.991065,-0.549407,-0.963984,-0.885216,-0.805374,0.500735,-0.949287,NON_ULCER
-0.582329,-0.428571,-0.295082,-0.995404,-0.596838,-0.984543,-0.838797,-0.76727,0.775484,-0.153675,NON_ULCER
-0.39759,-0.414286,-0.155738,-0.99778,-0.517787,-0.981241,-0.636163,-0.598677,0.710526,-0.975646,NON_ULCER
-0.614458,-0.457143,-0.286885,-0.993113,-0.667984,-0.984993,-0.833884,-0.81277,0.682651,-0.458765,NON_ULCER
-0.526104,-0.428571,-0.254098,-0.99475,-0.541502,-0.96102,-0.694974,-0.554865,0.659996,-0.884837,NON_ULCER
-0.84739,-0.342857,-0.647541,-0.932858,-0.715415,-0.955205,-0.766624,-0.475116,0.68548,-0.884583,ULCER
-0.662651,-0.3,-0.47541,-0.958653,-0.541502,-0.954117,-0.858252,-0.641239,-0.150186,-0.90587,ULCER
-0.309237,-0.485714,-0.131148,-0.996778,-0.454545,-0.984393,-0.908818,-0.837363,0.384733,-0.969215,ULCER
-0.365462,-0.371429,-0.163934,-0.9905,-0.494071,-0.94515,-0.881202,-0.771372,0.467059,-0.935697,ULCER
-0.180723,-0.514286,-0.02459,-0.997552,-0.43083,-0.974451,-0.751532,-0.631615,0.463,-0.883157,ULCER
-0.502008,-0.342857,-0.278689,-0.993073,-0.509881,-0.939035,-0.723292,-0.474448,0.674854,-0.948064,ULCER
-0.39759,-0.442857,-0.245902,-0.984566,-0.44664,-0.946613,-0.872348,-0.681635,0.441728,-0.861598,ULCER
-0.381526,-0.414286,-0.237705,-0.996447,-0.44664,-0.976064,-0.801107,-0.695208,0.459005,-0.942746,ULCER
-0.84739,-0.314286,-0.57377,-0.958078,-0.73913,-0.980604,-0.917451,-0.787145,0.612725,-0.960028,ULCER
-0.718876,-0.342857,-0.47541,-0.963375,-0.628458,-0.968861,-0.858056,-0.644489,0.356383,-0.903015,ULCER
-0.871486,-0.3,-0.655738,-0.916553,-0.715415,-0.934045,-0.798296,-0.332179,0.699857,-0.859123,ULCER
-0.373494,-0.471429,-0.245902,-0.99041,-0.486166,-0.969499,-0.787498,-0.627771,0.431538,-0.947932,ULCER
-0.863454,-0.285714,-0.614754,-0.965401,-0.72332,-0.97794,-0.760557,-0.661989,0.59557,-0.96907,ULCER
-0.73494,-0.3,-0.54918,-0.96009,-0.628458,-0.98293,-0.935006,-0.811738,-0.033132,-0.935624,ULCER
-0.204819,-0.514286,-0.147541,-0.990378,-0.367589,-0.986156,-0.963232,-0.941034,-0.348884,-0.858377,ULCER
-0.871486,-0.285714,-0.598361,-0.970548,-0.770751,-0.979891,-0.843849,-0.749176,0.577407,-0.985233,ULCER
-0.951807,-0.4,-0.795082,-0.30088,-0.70751,-0.744846,-0.833552,-0.353148,0.325962,-0.853637,ULCER
-0.686747,-0.357143,-0.467213,-0.957871,-0.612648,-0.985143,-0.923907,-0.831301,0.14165,-0.953766,ULCER
-0.220884,-0.442857,-0.106557,-0.994036,-0.391304,-0.975614,-0.854774,-0.777046,0.355755,-0.907553,ULCER
-0.606426,-0.414286,-0.393443,-0.981093,-0.549407,-0.96177,-0.642531,-0.411053,0.47676,-0.907969,ULCER
-0.228916,-0.5,-0.106557,-0.988423,-0.41502,-0.900392,-0.961393,-0.897615,0.371668,-0.942902,ULCER
-0.301205,-0.428571,-0.163934,-0.995769,-0.438735,-0.969911,-0.781199,-0.59724,0.513433,-0.955165,ULCER
-0.220884,-0.514286,-0.090164,-0.998617,-0.41502,-0.983342,-0.63435,-0.604146,0.53717,-0.912716,ULCER
-0.421687,-0.385714,-0.286885,-0.987483,-0.44664,-0.965484,-0.736563,-0.488459,0.506977,-0.920229,ULCER
-0.791165,-0.285714,-0.532787,-0.966515,-0.6917,-0.93956,-0.509022,0.051444,0.555034,-0.926664,ULCER
0.100402,-0.557143,0.098361,-0.993628,-0.328063,-0.923615,-0.884326,-0.757554,0.649447,-0.892124,ULCER
-0.807229,-0.285714,-0.565574,-0.986339,-0.731225,-0.959069,-0.578164,-0.341679,0.609241,-0.954894,ULCER
-0.212851,-0.485714,-0.155738,-0.995066,-0.383399,-0.985106,-0.894744,-0.841582,0.157974,-0.925768,ULCER
-0.277108,-0.485714,-0.147541,-0.997349,-0.422925,-0.958281,-0.741066,-0.457084,0.570716,-0.910164,ULCER
-0.791165,-0.3,-0.532787,-0.982794,-0.644269,-0.97839,-0.720886,-0.549146,0.557637,-0.976032,ULCER
-0.39759,-0.471429,-0.311475,-0.98256,-0.407115,-0.972462,-0.783926,-0.675522,0.226178,-0.841375,ULCER
-0.718876,-0.271429,-0.467213,-0.980546,-0.652174,-0.971787,-0.853135,-0.689927,0.438794,-0.975826,ULCER
-0.004016,-0.514286,0.032787,-0.991168,-0.359684,-0.915624,-0.840716,-0.635454,0.576911,-0.819467,ULCER
-0.518072,-0.371429,-0.336066,-0.992694,-0.509881,-0.967698,-0.866615,-0.688802,0.429636,-0.93491,ULCER
-0.526104,-0.342857,-0.336066,-0.979474,-0.517787,-0.983192,-0.811567,-0.716239,0.422394,-0.930166,ULCER
