@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-6,8-40,42-54,56-77,79-84,86-121,124-129,131-158,160-185'

@attribute color_bgr_b_centroid numeric
@attribute color_lab_a_intensity2 numeric
@attribute color_luv_l_centroid numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_b_intensity1 numeric
@attribute haralick_luv_u_contrast numeric
@attribute haralick_luv_u_energy numeric
@attribute haralick_luv_v_homogeneity numeric
@attribute lbph_bgr_b_entropy numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.116466,-0.5,-0.04918,-0.9994,-0.375494,-0.981354,-0.628883,-0.605802,0.767575,-0.971121,NON_ULCER
-0.036145,-0.571429,0.098361,-0.997668,-0.399209,-0.986006,-0.912476,-0.867032,0.708003,-0.289139,NON_ULCER
-0.060241,-0.442857,-0.016393,-0.99886,-0.367589,-0.992572,-0.807517,-0.841457,0.492481,-0.926971,NON_ULCER
-0.036145,-0.571429,0.139344,-0.999236,-0.407115,-0.990508,-0.877673,-0.863051,0.550025,-0.302646,NON_ULCER
0.365462,-0.485714,0.377049,-0.999021,-0.343874,-0.995761,-0.986242,-0.983607,0.227713,-0.927427,NON_ULCER
-0.076305,-0.5,0.008197,-0.999504,-0.383399,-0.983267,-0.742062,-0.710114,0.606586,-0.978206,NON_ULCER
-0.044177,-0.585714,0.139344,-0.998893,-0.41502,-0.990771,-0.910246,-0.899991,0.660375,-0.975001,NON_ULCER
-0.052209,-0.542857,0.090164,-0.997499,-0.407115,-0.946763,-0.761914,-0.566271,0.837586,-0.861613,NON_ULCER
-0.196787,-0.4,-0.106557,-0.996824,-0.399209,-0.900842,-0.689167,-0.280806,0.763103,-0.904033,NON_ULCER
-0.100402,-0.571429,0.106557,-0.998962,-0.43083,-0.992909,-0.884082,-0.8908,0.538637,-0.123602,NON_ULCER
0.196787,-0.5,0.245902,-0.995099,-0.359684,-0.904819,-0.929,-0.807602,0.802332,-0.863063,NON_ULCER
-0.24498,-0.385714,-0.163934,-0.998615,-0.399209,-0.988295,-0.881694,-0.803582,0.495302,-0.976801,NON_ULCER
0.220884,-0.571429,0.319672,-0.998124,-0.375494,-0.944137,-0.745874,-0.595449,0.814513,-0.920239,NON_ULCER
-0.212851,-0.357143,-0.122951,-0.995524,-0.407115,-0.974939,-0.884276,-0.785301,0.480881,-0.944612,NON_ULCER
-0.100402,-0.457143,-0.02459,-0.998238,-0.383399,-0.950215,-0.81393,-0.660239,0.529732,-0.916297,NON_ULCER
-0.333333,-0.371429,-0.229508,-0.995999,-0.422925,-0.978315,-0.890503,-0.794176,0.616657,-0.960605,NON_ULCER
-0.220884,-0.442857,-0.139344,-0.99876,-0.391304,-0.992384,-0.861647,-0.79502,0.435887,-0.980301,NON_ULCER
-0.148594,-0.471429,-0.065574,-0.998515,-0.391304,-0.969724,-0.7346,-0.475209,0.688519,-0.967079,NON_ULCER
-0.124498,-0.571429,0.139344,-0.999561,-0.438735,-0.997636,-0.888706,-0.918363,0.455702,-0.194418,NON_ULCER
0.028112,-0.557143,0.163934,-0.998585,-0.41502,-0.946763,-0.44609,-0.224075,0.804776,-0.118628,NON_ULCER
0.261044,-0.557143,0.336066,-0.998919,-0.367589,-0.996511,-0.974803,-0.972326,0.345904,-0.965126,NON_ULCER
-0.301205,-0.428571,-0.229508,-0.995793,-0.391304,-0.971112,-0.88406,-0.787332,0.15609,-0.916009,NON_ULCER
-0.815261,-0.471429,-0.762295,-0.932197,-0.533597,-0.963871,-0.895212,-0.794676,0.839847,-0.922885,ULCER
-0.759036,-0.557143,-0.721311,-0.802932,-0.422925,-0.88531,-0.834343,-0.558465,0.891791,-0.691502,ULCER
-0.879518,-0.442857,-0.762295,-0.881153,-0.652174,-0.907783,-0.708847,-0.318817,0.763568,-0.815959,ULCER
-0.895582,-0.471429,-0.778689,-0.892452,-0.644269,-0.965147,-0.830128,-0.661771,0.707861,-0.967623,ULCER
-0.863454,-0.514286,-0.811475,-0.920436,-0.588933,-0.970699,-0.77328,-0.568427,0.702103,-0.887335,ULCER
-0.863454,-0.4,-0.713115,-0.94476,-0.6917,-0.968035,-0.854379,-0.668083,0.614567,-0.947865,ULCER
-0.662651,-0.5,-0.57377,-0.891254,-0.501976,-0.949615,-0.888819,-0.773349,0.78435,-0.864991,ULCER
-0.807229,-0.485714,-0.696721,-0.923104,-0.557312,-0.964659,-0.835852,-0.651146,0.784653,-0.926262,ULCER
-0.879518,-0.485714,-0.786885,-0.92579,-0.70751,-0.954792,-0.832136,-0.665552,0.733946,-0.957011,ULCER
-0.807229,-0.5,-0.754098,-0.942492,-0.573123,-0.983455,-0.912104,-0.820988,0.502926,-0.988715,ULCER
-0.839357,-0.514286,-0.778689,-0.922845,-0.588933,-0.973963,-0.831506,-0.709395,0.543213,-0.951618,ULCER
-0.73494,-0.528571,-0.745902,-0.871267,-0.462451,-0.957118,-0.830988,-0.685864,0.682727,-0.899643,ULCER
-0.39759,-0.585714,-0.344262,-0.973491,-0.391304,-0.960532,-0.88443,-0.79245,0.660169,-0.773668,ULCER
-0.044177,-0.457143,0.016393,-0.878956,-0.367589,-0.928492,-0.94375,-0.875811,0.606313,-0.8424,ULCER
-0.823293,-0.5,-0.778689,-0.944857,-0.557312,-0.981767,-0.937152,-0.878113,0.611607,-0.975212,ULCER
-0.7751,-0.5,-0.672131,-0.970846,-0.612648,-0.982142,-0.886074,-0.765645,0.522689,-0.958408,ULCER
-0.879518,-0.485714,-0.827869,-0.875172,-0.652174,-0.937121,-0.842759,-0.60524,0.857857,-0.836775,ULCER
-0.662651,-0.485714,-0.565574,-0.877222,-0.501976,-0.9187,-0.776678,-0.560705,0.754595,-0.822143,ULCER
-0.959839,-0.728571,-0.97541,-0.67351,-0.494071,-0.991709,-0.963493,-0.939113,0.516578,-0.937676,ULCER
-0.783133,-0.514286,-0.688525,-0.974822,-0.565217,-0.973213,-0.779992,-0.614865,0.668673,-0.931948,ULCER
-0.35743,-0.614286,-0.295082,-0.997691,-0.383399,-0.986606,-0.685977,-0.670708,0.662353,-0.270308,NON_ULCER
-0.461847,-0.528571,-0.393443,-0.994594,-0.399209,-0.960307,-0.786705,-0.672833,0.783965,-0.895862,NON_ULCER
-0.277108,-0.585714,-0.254098,-0.999445,-0.351779,-0.992234,-0.420371,-0.595083,0.759487,-0.96027,NON_ULCER
-0.606426,-0.5,-0.581967,-0.996099,-0.41502,-0.990771,-0.804423,-0.774676,0.52862,-0.988026,NON_ULCER
-0.108434,-0.585714,-0.114754,-0.998473,-0.328063,-0.990771,-0.808756,-0.836909,0.694659,-0.947079,NON_ULCER
-0.614458,-0.557143,-0.565574,-0.996012,-0.41502,-0.985031,-0.599166,-0.573052,0.562108,-0.980334,NON_ULCER
-0.550201,-0.614286,-0.393443,-0.996839,-0.438735,-0.979703,-0.658495,-0.564365,0.306091,-0.90495,NON_ULCER
-0.196787,-0.571429,-0.188525,-0.999011,-0.335968,-0.983042,-0.377261,-0.431767,0.603945,-0.936167,NON_ULCER
-0.188755,-0.6,-0.131148,-0.997626,-0.367589,-0.990921,-0.958382,-0.947487,0.413105,-0.966004,NON_ULCER
-0.726908,-0.528571,-0.672131,-0.980991,-0.509881,-0.986419,-0.881078,-0.842676,0.557998,-0.941065,NON_ULCER
-0.51004,-0.514286,-0.483607,-0.999435,-0.391304,-0.998574,-0.761064,-0.836832,0.393402,-0.980789,NON_ULCER
-0.598394,-0.528571,-0.565574,-0.996481,-0.391304,-0.967022,0.01719,-0.084681,0.65014,-0.964684,NON_ULCER
-0.542169,-0.514286,-0.491803,-0.99898,-0.407115,-0.99546,-0.444832,-0.548709,0.569466,-0.979256,NON_ULCER
-0.646586,-0.571429,-0.565574,-0.99763,-0.478261,-0.987582,-0.635479,-0.658239,0.682357,-0.974971,NON_ULCER
-0.253012,-0.614286,-0.237705,-0.999648,-0.343874,-0.998462,-0.841494,-0.907831,0.47383,-0.702472,NON_ULCER
-0.421687,-0.628571,-0.319672,-0.996756,-0.407115,-0.98957,-0.679489,-0.636614,0.450971,-0.926863,NON_ULCER
-0.156627,-0.571429,-0.172131,-0.992383,-0.320158,-0.947476,-0.604507,-0.477681,0.790158,-0.8968,NON_ULCER
-0.164659,-0.571429,-0.139344,-0.997893,-0.351779,-0.987619,-0.891711,-0.871376,0.561649,-0.942367,NON_ULCER
-0.46988,-0.485714,-0.459016,-0.983764,-0.383399,-0.981204,-0.903852,-0.84169,0.276338,-0.912451,NON_ULCER
-0.485944,-0.542857,-0.442623,-0.996653,-0.399209,-0.984655,-0.736988,-0.660614,0.467864,-0.948342,NON_ULCER
-0.759036,-0.457143,-0.639344,-0.855883,-0.596838,-0.960982,-0.870893,-0.721364,0.661141,-0.948254,ULCER
-0.84739,-0.485714,-0.729508,-0.942019,-0.636364,-0.960945,-0.890966,-0.703114,0.66713,-0.81003,ULCER
-0.726908,-0.485714,-0.581967,-0.926073,-0.588933,-0.97809,-0.852439,-0.71102,0.669464,-0.916575,ULCER
-0.871486,-0.471429,-0.729508,-0.955083,-0.6917,-0.978915,-0.836105,-0.713176,0.57192,-0.960365,ULCER
-0.855422,-0.514286,-0.729508,-0.968994,-0.72332,-0.95648,-0.658484,-0.336773,0.798779,-0.920345,ULCER
-0.807229,-0.6,-0.688525,-0.903412,-0.612648,-0.976777,-0.909519,-0.830988,0.669929,-0.904774,ULCER
-0.895582,-0.457143,-0.754098,-0.918707,-0.699605,-0.965897,-0.907315,-0.739051,0.718436,-0.965017,ULCER
-0.767068,-0.528571,-0.647541,-0.971344,-0.612648,-0.979741,-0.85564,-0.72427,0.643027,-0.903336,ULCER
-0.839357,-0.571429,-0.754098,-0.963933,-0.675889,-0.981654,-0.841534,-0.732083,0.690078,-0.974232,ULCER
-0.807229,-0.5,-0.713115,-0.955585,-0.604743,-0.959519,-0.749699,-0.473991,0.839232,-0.93759,ULCER
-0.871486,-0.614286,-0.811475,-0.964213,-0.604743,-0.97809,-0.778007,-0.624708,0.543815,-0.894532,ULCER
-0.405622,-0.628571,-0.221311,-0.971173,-0.454545,-0.981279,-0.960981,-0.920938,0.60413,-0.862162,ULCER
-0.831325,-0.657143,-0.811475,-0.867267,-0.573123,-0.977565,-0.833184,-0.736408,0.836758,-0.918274,ULCER
-0.831325,-0.414286,-0.680328,-0.952444,-0.675889,-0.967585,-0.864365,-0.708426,0.698468,-0.975499,ULCER
-0.919679,-0.557143,-0.811475,-0.938483,-0.70751,-0.962033,-0.957364,-0.891363,0.392149,-0.977204,ULCER
-0.879518,-0.557143,-0.852459,-0.889832,-0.588933,-0.958919,-0.914354,-0.77877,0.460705,-0.972622,ULCER
-0.799197,-0.657143,-0.754098,-0.956803,-0.486166,-0.961958,-0.943624,-0.854676,0.366525,-0.971849,ULCER
-0.638554,-0.6,-0.467213,-0.942653,-0.541502,-0.922189,-0.887288,-0.673208,0.752082,-0.865655,ULCER
-0.751004,-0.5,-0.606557,-0.761969,-0.628458,-0.951941,-0.809871,-0.602115,0.739637,-0.789156,ULCER
-0.7751,-0.6,-0.639344,-0.921404,-0.604743,-0.932132,-0.662668,-0.286242,0.851142,-0.802086,ULCER
-0.799197,-0.614286,-0.696721,-0.906327,-0.604743,-0.981804,-0.873135,-0.777957,0.653764,-0.912418,ULCER
-0.855422,-0.585714,-0.770492,-0.926206,-0.612648,-0.950965,-0.809064,-0.633146,0.788427,-0.895906,ULCER
-0.694779,-0.5,-0.532787,-0.978498,-0.549407,-0.996511,-0.976698,-0.961675,0.394351,-0.973098,ULCER
-0.807229,-0.6,-0.655738,-0.9887,-0.565217,-0.976177,-0.554983,-0.426335,0.659939,-0.918721,ULCER
-0.823293,-0.457143,-0.655738,-0.949132,-0.636364,-0.876043,-0.315849,0.250911,0.893326,-0.725006,ULCER
-0.7751,-0.542857,-0.622951,-0.830749,-0.612648,-0.968561,-0.826242,-0.717801,0.785932,-0.876823,ULCER
-0.726908,-0.6,-0.590164,-0.929505,-0.565217,-0.96811,-0.667142,-0.516928,0.759101,-0.857081,ULCER
-0.365462,-0.514286,-0.229508,-0.998528,-0.438735,-0.998049,-0.996532,-0.9948,-0.089769,-0.981162,ULCER
-0.88755,-0.414286,-0.713115,-0.779907,-0.778656,-0.930668,-0.803518,-0.594083,0.885064,-0.938617,ULCER
-0.807229,-0.528571,-0.672131,-0.932445,-0.628458,-0.972725,-0.835739,-0.655989,0.755045,-0.790373,ULCER
-0.7751,-0.471429,-0.622951,-0.927423,-0.636364,-0.948827,-0.829925,-0.641114,0.825074,-0.874791,ULCER
-0.863454,-0.428571,-0.713115,-0.945146,-0.747036,-0.983005,-0.936212,-0.86655,0.740667,-0.948098,ULCER
-0.823293,-0.557143,-0.704918,-0.977891,-0.620553,-0.970587,-0.7018,-0.515678,0.683979,-0.860313,ULCER
-0.526104,-0.528571,-0.393443,-0.954834,-0.454545,-0.931869,-0.651721,-0.351773,0.779203,-0.666552,ULCER
-0.815261,-0.571429,-0.680328,-0.982941,-0.612648,-0.991859,-0.97593,-0.942613,0.076608,-0.964428,ULCER
-0.871486,-0.442857,-0.704918,-0.958618,-0.762846,-0.966985,-0.836445,-0.646989,0.823144,-0.956322,ULCER
-0.863454,-0.557143,-0.795082,-0.9135,-0.565217,-0.898554,-0.795531,-0.428116,0.583434,-0.910635,ULCER
-0.823293,-0.528571,-0.688525,-0.961104,-0.652174,-0.971675,-0.883839,-0.739083,0.859997,-0.875961,ULCER
-0.598394,-0.5,-0.483607,-0.975238,-0.470356,-0.970924,-0.836294,-0.658146,0.706997,-0.920034,ULCER
-0.751004,-0.485714,-0.598361,-0.742599,-0.604743,-0.938922,-0.847956,-0.596271,0.686795,-0.861913,ULCER
-0.919679,-0.571429,-0.877049,-0.936327,-0.683794,-0.984768,-0.870991,-0.806551,0.692662,-0.958731,ULCER
-0.855422,-0.471429,-0.696721,-0.947898,-0.72332,-0.951528,-0.586619,-0.249836,0.751107,-0.907164,ULCER
-0.485944,-0.585714,-0.385246,-0.970379,-0.438735,-0.928267,-0.734875,-0.439647,0.725321,-0.772979,ULCER
-0.791165,-0.557143,-0.647541,-0.95957,-0.612648,-0.983755,-0.897773,-0.795426,0.679679,-0.879726,ULCER
-0.88755,-0.585714,-0.827869,-0.889268,-0.667984,-0.906245,-0.720846,-0.343116,0.917515,-0.808052,ULCER
-0.678715,-0.6,-0.581967,-0.985696,-0.494071,-0.990396,-0.91608,-0.860894,0.520433,-0.965003,ULCER
-0.236948,-0.685714,0.114754,-0.997822,-0.486166,-0.989945,-0.910637,-0.837426,0.361646,-0.189883,NON_ULCER
0.012048,-0.842857,0.467213,-0.999331,-0.478261,-0.995948,-0.97409,-0.951675,0.400599,-0.441331,NON_ULCER
-0.574297,-0.528571,-0.377049,-0.991969,-0.517787,-0.978015,-0.863087,-0.735989,0.479857,-0.900737,NON_ULCER
-0.092369,-0.771429,0.303279,-0.99796,-0.470356,-0.937834,-0.675665,-0.333929,0.809869,-0.879689,NON_ULCER
-0.341365,-0.557143,-0.090164,-0.995936,-0.494071,-0.95588,-0.796477,-0.636553,0.637655,-0.864889,NON_ULCER
-0.261044,-0.657143,0.04918,-0.997478,-0.486166,-0.959782,-0.565422,-0.388085,0.798336,-0.824655,NON_ULCER
-0.373494,-0.557143,-0.065574,-0.996316,-0.517787,-0.94515,-0.90381,-0.737551,0.737248,-0.834917,NON_ULCER
-0.100402,-0.785714,0.303279,-0.997328,-0.486166,-0.910634,-0.771212,-0.404064,0.830377,-0.305168,NON_ULCER
-0.630522,-0.471429,-0.5,-0.980787,-0.494071,-0.987019,-0.950916,-0.894113,-0.107155,-0.926966,NON_ULCER
-0.148594,-0.685714,0.204918,-0.997186,-0.494071,-0.959632,-0.910658,-0.806333,0.688868,-0.954668,NON_ULCER
-0.453815,-0.542857,-0.303279,-0.981326,-0.454545,-0.958168,-0.882504,-0.708408,0.69291,-0.872696,NON_ULCER
-0.381526,-0.528571,-0.139344,-0.995767,-0.494071,-0.974601,-0.819409,-0.74477,0.745128,-0.908033,NON_ULCER
-0.084337,-0.714286,0.254098,-0.99825,-0.478261,-0.953179,-0.837285,-0.705064,0.493564,-0.858108,NON_ULCER
-0.317269,-0.642857,0.032787,-0.996427,-0.501976,-0.930143,-0.795692,-0.512628,0.732581,-0.074924,NON_ULCER
-0.076305,-0.857143,0.352459,-0.999293,-0.486166,-0.978465,-0.833797,-0.714176,0.759557,-0.905276,NON_ULCER
-0.598394,-0.457143,-0.418033,-0.985435,-0.549407,-0.976777,-0.837862,-0.700333,0.467637,-0.78378,NON_ULCER
-0.365462,-0.542857,-0.155738,-0.980929,-0.486166,-0.965747,-0.945908,-0.872394,0.561042,-0.937761,NON_ULCER
-0.526104,-0.542857,-0.286885,-0.989749,-0.501976,-0.954079,-0.833819,-0.643364,0.820599,-0.874566,NON_ULCER
-0.421687,-0.514286,-0.221311,-0.993318,-0.478261,-0.965672,-0.831849,-0.681774,0.656255,-0.898832,NON_ULCER
-0.02008,-0.785714,0.336066,-0.998173,-0.454545,-0.982555,-0.82101,-0.726801,0.769932,-0.922692,NON_ULCER
-0.188755,-0.685714,0.04918,-0.9954,-0.478261,-0.953629,-0.921536,-0.809227,0.526577,-0.871948,NON_ULCER
0.036145,-0.885714,0.47541,-0.999627,-0.470356,-0.985443,-0.462238,-0.494334,0.768898,0.155599,NON_ULCER
0.148594,-0.7,0.442623,-0.998513,-0.438735,-0.987769,-0.909527,-0.874613,0.564936,-0.842498,NON_ULCER
-0.052209,-0.828571,0.368852,-0.998404,-0.486166,-0.969198,-0.872264,-0.713801,0.835505,-0.939846,NON_ULCER
-0.445783,-0.485714,-0.147541,-0.992613,-0.517787,-0.968073,-0.766453,-0.612052,0.774706,-0.812655,NON_ULCER
-0.220884,-0.585714,0.04918,-0.993342,-0.470356,-0.877169,-0.717529,-0.482658,0.71096,-0.728326,NON_ULCER
-0.365462,-0.5,-0.188525,-0.98227,-0.462451,-0.964471,-0.681518,-0.582615,0.626112,-0.894134,NON_ULCER
0.012048,-0.828571,0.467213,-0.999113,-0.462451,-0.986606,-0.91358,-0.848269,0.667814,-0.953544,NON_ULCER
-0.325301,-0.514286,-0.04918,-0.993972,-0.478261,-0.98897,-0.934113,-0.868082,0.464363,-0.852921,NON_ULCER
0.220884,-0.914286,0.655738,-0.999811,-0.454545,-0.997186,-0.964193,-0.959019,0.385418,-0.958157,NON_ULCER
-0.502008,-0.485714,-0.311475,-0.971023,-0.549407,-0.969574,-0.751739,-0.591333,0.699343,-0.893586,NON_ULCER
-0.068273,-0.828571,0.295082,-0.998865,-0.454545,-0.928717,-0.378998,0.06585,0.817964,-0.869115,NON_ULCER
-0.13253,-0.728571,0.254098,-0.998044,-0.478261,-0.985631,-0.944813,-0.886082,0.495225,0.011975,NON_ULCER
-0.301205,-0.6,-0.008197,-0.997739,-0.486166,-0.984881,-0.915601,-0.854301,0.628575,-0.902666,NON_ULCER
-0.421687,-0.514286,-0.229508,-0.992974,-0.470356,-0.965484,-0.63705,-0.54826,0.675525,-0.805465,NON_ULCER
-0.526104,-0.514286,-0.336066,-0.987635,-0.486166,-0.979666,-0.867595,-0.806042,0.084099,-0.682,NON_ULCER
-0.269076,-0.657143,0.057377,-0.997316,-0.486166,-0.96706,-0.931446,-0.860427,0.604801,-0.927101,NON_ULCER
-0.196787,-0.657143,0.139344,-0.997907,-0.486166,-0.972312,-0.745476,-0.592034,0.680896,-0.874865,NON_ULCER
-0.188755,-0.614286,0.07377,-0.996161,-0.454545,-0.95618,-0.812451,-0.677523,0.614051,-0.841428,NON_ULCER
-0.196787,-0.685714,0.122951,-0.99665,-0.509881,-0.961357,-0.934346,-0.819895,0.666562,-0.492309,NON_ULCER
-0.13253,-0.742857,0.237705,-0.999173,-0.478261,-0.989795,-0.862763,-0.792395,0.352393,0.038408,NON_ULCER
-0.044177,-0.642857,0.295082,-0.998049,-0.478261,-0.981204,-0.944259,-0.895457,0.609463,-0.941376,NON_ULCER
-0.381526,-0.6,-0.139344,-0.994502,-0.486166,-0.933445,-0.701656,-0.418085,0.730473,-0.808863,NON_ULCER
-0.445783,-0.514286,-0.278689,-0.986635,-0.470356,-0.964546,-0.718524,-0.508053,0.657763,-0.807542,NON_ULCER
-0.269076,-0.628571,0.02459,-0.997312,-0.478261,-0.949915,-0.796885,-0.636864,0.724698,-0.833547,NON_ULCER
-0.518072,-0.528571,-0.377049,-0.993951,-0.462451,-0.983643,-0.970069,-0.932738,0.473039,-0.945114,NON_ULCER
-0.686747,-0.285714,-0.491803,-0.98197,-0.573123,-0.881971,-0.72718,-0.453147,0.823041,-0.907934,ULCER
-0.670683,-0.242857,-0.409836,-0.991304,-0.596838,-0.973288,-0.723781,-0.605083,0.80242,-0.965472,ULCER
-0.606426,-0.271429,-0.377049,-0.980314,-0.557312,-0.875631,-0.671481,-0.328866,0.792455,-0.925697,ULCER
-0.566265,-0.571429,-0.434426,-0.883165,-0.478261,-0.890863,-0.967156,-0.859065,0.425487,-0.923846,ULCER
-0.686747,-0.3,-0.47541,-0.978964,-0.660079,-0.979628,-0.899124,-0.799113,0.414981,-0.92221,ULCER
-0.662651,-0.328571,-0.508197,-0.9662,-0.565217,-0.92823,-0.825527,-0.527553,0.776874,-0.941942,ULCER
-0.751004,-0.342857,-0.565574,-0.921278,-0.628458,-0.932732,-0.843646,-0.50499,0.716199,-0.91192,ULCER
-0.156627,-0.542857,0.057377,-0.99074,-0.44664,-0.666848,-0.927136,-0.730452,0.483185,-0.824242,ULCER
-0.783133,-0.4,-0.655738,-0.890319,-0.652174,-0.680617,-0.936852,-0.649927,0.665003,-0.822281,ULCER
-0.654618,-0.342857,-0.401639,-0.974614,-0.549407,-0.921327,-0.962221,-0.856426,0.524779,-0.919876,ULCER
-0.767068,-0.4,-0.672131,-0.918638,-0.636364,-0.878107,-0.902188,-0.578709,0.687708,-0.797961,ULCER
-0.542169,-0.314286,-0.336066,-0.983541,-0.517787,-0.902568,-0.82031,-0.57544,0.641282,-0.878138,ULCER
-0.269076,-0.442857,-0.040984,-0.986959,-0.470356,-0.83455,-0.946649,-0.784303,0.411401,-0.802941,ULCER
-0.767068,-0.328571,-0.590164,-0.9615,-0.588933,-0.946125,-0.87206,-0.70327,0.803414,-0.843454,ULCER
-0.574297,-0.3,-0.377049,-0.990242,-0.533597,-0.934795,-0.546531,-0.173818,0.773525,-0.941799,ULCER
-0.718876,-0.4,-0.540984,-0.967631,-0.612648,-0.996774,-0.991176,-0.986563,0.348374,-0.948105,ULCER
-0.670683,-0.328571,-0.467213,-0.897364,-0.573123,-0.738581,-0.921701,-0.722952,0.794932,-0.853868,ULCER
-0.783133,-0.385714,-0.614754,-0.972277,-0.636364,-0.988782,-0.990316,-0.967425,0.222746,-0.958244,ULCER
-0.277108,-0.471429,0.040984,-0.975547,-0.44664,-0.864751,-0.978647,-0.927575,0.570758,-0.908631,ULCER
-0.614458,-0.328571,-0.434426,-0.986951,-0.541502,-0.96631,-0.83761,-0.656677,0.624094,-0.926753,ULCER
-0.742972,-0.328571,-0.540984,-0.841383,-0.620553,-0.843554,-0.869593,-0.60534,0.783821,-0.899673,ULCER
-0.35743,-0.542857,-0.237705,-0.962721,-0.41502,-0.736067,-0.909521,-0.67071,0.70954,-0.822601,ULCER
-0.534137,-0.342857,-0.377049,-0.99119,-0.517787,-0.950815,-0.855185,-0.702739,0.751712,-0.951655,ULCER
-0.823293,-0.285714,-0.57377,-0.887658,-0.652174,-0.922002,-0.933412,-0.793046,0.616198,-0.903189,ULCER
-0.630522,-0.328571,-0.45082,-0.958084,-0.549407,-0.856084,-0.773093,-0.452173,0.851774,-0.890099,ULCER
-0.381526,-0.442857,-0.172131,-0.929762,-0.438735,-0.674426,-0.95109,-0.75496,0.539003,-0.762498,ULCER
-0.646586,-0.257143,-0.45082,-0.9792,-0.612648,-0.987657,-0.95694,-0.917831,0.659479,-0.955361,ULCER
-0.759036,-0.342857,-0.598361,-0.933366,-0.604743,-0.755801,-0.812508,-0.492777,0.772135,-0.856757,ULCER
-0.566265,-0.257143,-0.344262,-0.959083,-0.549407,-0.791217,-0.697891,-0.215326,0.843438,-0.872304,ULCER
-0.654618,-0.285714,-0.459016,-0.852959,-0.565217,-0.724362,-0.825874,-0.520279,0.842086,-0.861172,ULCER
-0.718876,-0.385714,-0.598361,-0.929556,-0.573123,-0.848393,-0.803844,-0.522499,0.852315,-0.855195,ULCER
-0.550201,-0.414286,-0.393443,-0.953055,-0.509881,-0.859949,-0.890523,-0.705236,0.744453,-0.919691,ULCER
-0.606426,-0.3,-0.418033,-0.976788,-0.517787,-0.891088,-0.851648,-0.637978,0.793139,-0.883189,ULCER
-0.51004,-0.271429,-0.303279,-0.953927,-0.525692,-0.891876,-0.97754,-0.929642,0.648378,-0.927925,ULCER
-0.742972,-0.242857,-0.47541,-0.894287,-0.644269,-0.857698,-0.932722,-0.83698,0.751113,-0.941507,ULCER
-0.702811,-0.314286,-0.532787,-0.751544,-0.588933,-0.726838,-0.843635,-0.550142,0.866872,-0.84683,ULCER
-0.630522,-0.328571,-0.45082,-0.979186,-0.541502,-0.825545,-0.863244,-0.608866,0.857237,-0.836749,ULCER
-0.550201,-0.314286,-0.336066,-0.981241,-0.517787,-0.92324,-0.83663,-0.654396,0.758265,-0.893786,ULCER
-0.477912,-0.271429,-0.262295,-0.973341,-0.517787,-0.935996,-0.899806,-0.727003,0.693523,-0.968085,ULCER
-0.630522,-0.342857,-0.540984,-0.946065,-0.517787,-0.754901,-0.886528,-0.590748,0.918092,-0.862958,ULCER
-0.574297,-0.357143,-0.45082,-0.98953,-0.486166,-0.989345,-0.983149,-0.970081,0.340996,-0.97951,ULCER
-0.485944,-0.3,-0.278689,-0.967536,-0.509881,-0.936484,-0.973936,-0.938996,0.610822,-0.973849,ULCER
-0.582329,-0.271429,-0.344262,-0.974527,-0.573123,-0.850982,-0.821557,-0.504185,0.835919,-0.931167,ULCER
-0.718876,-0.257143,-0.467213,-0.879135,-0.699605,-0.87837,-0.811511,-0.511485,0.76589,-0.918662,ULCER
-0.485944,-0.342857,-0.393443,-0.991915,-0.454545,-0.986381,-0.963375,-0.948612,0.597678,-0.976535,ULCER
-0.453815,-0.4,-0.303279,-0.961466,-0.462451,-0.893301,-0.925502,-0.795626,0.56991,-0.939768,ULCER
-0.614458,-0.257143,-0.360656,-0.967855,-0.573123,-0.953516,-0.938917,-0.848644,0.638763,-0.941695,ULCER
-0.678715,-0.271429,-0.52459,-0.924118,-0.620553,-0.896265,-0.791456,-0.493753,0.859831,-0.924823,ULCER
-0.686747,-0.257143,-0.459016,-0.974708,-0.581028,-0.894089,-0.924043,-0.813988,0.759608,-0.919587,ULCER
-0.574297,-0.4,-0.47541,-0.928435,-0.557312,-0.847981,-0.920329,-0.789116,0.70616,-0.905359,ULCER
-0.574297,-0.3,-0.401639,-0.978271,-0.604743,-0.969574,-0.939896,-0.877207,0.697623,-0.930904,ULCER
-0.39759,-0.457143,-0.180328,-0.951321,-0.509881,-0.742445,-0.944633,-0.7938,0.800878,-0.82819,ULCER
-0.518072,-0.342857,-0.377049,-0.979445,-0.509881,-0.766118,-0.827451,-0.525804,0.885442,-0.875676,ULCER
-0.606426,-0.314286,-0.409836,-0.978053,-0.533597,-0.986419,-0.96709,-0.927488,0.088042,-0.929128,ULCER
-0.614458,-0.257143,-0.360656,-0.974427,-0.557312,-0.862237,-0.756651,-0.465128,0.815074,-0.935874,ULCER
-0.614458,-0.285714,-0.393443,-0.952271,-0.628458,-0.896303,-0.799299,-0.474678,0.814564,-0.924635,ULCER
-0.590361,-0.328571,-0.344262,-0.980152,-0.533597,-0.948752,-0.930135,-0.809676,0.536687,-0.95857,ULCER
