@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-14,16-24,26,28-37,40-46,48-76,78-88,90-131,133-185'

@attribute color_bgr_r_intensity1 numeric
@attribute color_lab_l_mean numeric
@attribute color_lab_b_mean numeric
@attribute color_lab_a_intensity1 numeric
@attribute color_lab_b_intensity1 numeric
@attribute color_lab_a_frequency2 numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_g_intensity2 numeric
@attribute haralick_bgr_bg_contrast numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
0.057377,-0.170368,0.049091,-0.442857,-0.546667,-0.609756,-0.983918,0.326316,-0.90757,-0.852485,ULCER
0.139344,0.336253,-0.105644,-0.871429,-0.626667,-0.731707,-0.984671,0.768421,-0.884414,-0.859417,ULCER
0.057377,-0.004628,-0.133649,-0.685714,-0.613333,-0.512195,-0.976451,0.6,-0.819269,-0.871408,ULCER
-0.04918,-0.12385,-0.123968,-0.6,-0.613333,-0.715447,-0.971638,0.515789,-0.927689,-0.895247,ULCER
-0.090164,-0.324112,0.007952,-0.385714,-0.56,-0.406504,-0.977232,0.2,-0.917829,-0.916778,ULCER
0.139344,-0.075134,0.035641,-0.571429,-0.533333,-0.739837,-0.970002,0.452632,-0.859974,-0.872197,ULCER
0.295082,0.463716,0.006916,-0.885714,-0.56,-0.682927,-0.981381,0.789474,-0.940468,-0.929367,ULCER
0.336066,0.258781,0.021602,-0.742857,-0.56,-0.821138,-0.981271,0.642105,-0.86562,-0.937998,ULCER
0.07377,0.292202,-0.062366,-0.8,-0.586667,-0.699187,-0.987185,0.726316,-0.75633,-0.804094,ULCER
0.344262,0.498874,0.04063,-0.914286,-0.533333,-0.601626,-0.992872,0.810526,-0.906622,-0.884625,ULCER
0.377049,0.675419,0.105584,-1,-0.533333,-0.552846,-0.991974,0.873684,-0.902295,-0.918992,ULCER
-0.155738,-0.226325,-0.082777,-0.6,-0.586667,-0.731707,-0.942634,0.515789,-0.818233,-0.860907,ULCER
0,-0.281307,0.166407,-0.371429,-0.506667,-0.512195,-0.964875,0.263158,-0.920998,-0.918207,ULCER
0.155738,0.057324,0.047638,-0.557143,-0.546667,-0.853659,-0.965758,0.557895,-0.907423,-0.908146,ULCER
0.122951,0.093621,-0.105813,-0.757143,-0.64,-0.861789,-0.963386,0.6,-0.872231,-0.903053,ULCER
0.090164,-0.140915,0.052074,-0.414286,-0.533333,-0.292683,-0.979511,0.305263,-0.765131,-0.9018,ULCER
0.237705,0.189039,-0.035366,-0.757143,-0.613333,-0.292683,-0.985862,0.621053,-0.895203,-0.842611,ULCER
0.237705,0.311703,-0.036065,-0.742857,-0.586667,-0.699187,-0.979629,0.663158,-0.870376,-0.946061,ULCER
-0.008197,-0.051951,0.012467,-0.714286,-0.573333,-0.756098,-0.971103,0.663158,-0.866282,-0.866823,ULCER
-0.098361,-0.250221,-0.029472,-0.585714,-0.573333,-0.739837,-0.928697,0.410526,-0.798198,-0.805427,ULCER
0.114754,0.073556,-0.022051,-0.642857,-0.586667,-0.617886,-0.984858,0.578947,-0.810246,-0.954697,ULCER
0.106557,-0.097312,0.047945,-0.471429,-0.533333,-0.414634,-0.98626,0.389474,-0.911677,-0.847634,ULCER
-0.040984,-0.218756,0.09277,-0.414286,-0.6,0.097561,-0.97713,0.305263,-0.899413,-0.870923,ULCER
0.114754,-0.015943,-0.085482,-0.628571,-0.6,-0.528455,-0.986241,0.557895,-0.86225,-0.844396,ULCER
-0.032787,-0.283448,-0.142387,-0.414286,-0.626667,-0.552846,-0.967963,0.178947,-0.792505,-0.830037,ULCER
0.795082,0.680721,-0.354265,-0.628571,-0.72,-0.617886,-0.994862,0.578947,-0.947398,-0.888967,NON_ULCER
-0.483607,-0.429518,-0.379037,-0.728571,-0.72,-0.00813,-0.990722,0.578947,-0.967582,-0.860508,NON_ULCER
0.319672,0.24227,-0.325497,-0.528571,-0.706667,-0.300813,-0.996086,0.452632,-0.939688,-0.826937,NON_ULCER
0.540984,0.454665,-0.355865,-0.557143,-0.72,-0.626016,-0.995805,0.515789,-0.94283,-0.878586,NON_ULCER
0.786885,0.768175,-0.251097,-0.7,-0.68,0.04065,-0.998506,0.642105,-0.937014,0.502125,NON_ULCER
-0.409836,-0.356597,-0.305192,-0.742857,-0.693333,-0.886179,-0.999368,0.621053,-0.998354,-0.985479,NON_ULCER
0.139344,0.235407,-0.520115,-0.728571,-0.8,-0.536585,-0.987312,0.621053,-0.906268,-0.822285,NON_ULCER
-0.459016,-0.412569,-0.335646,-0.742857,-0.706667,0.292683,-0.998218,0.6,-0.998283,-0.97824,NON_ULCER
-0.344262,-0.297544,-0.457117,-0.714286,-0.76,-0.406504,-0.995587,0.557895,-0.920109,-0.814259,NON_ULCER
0.319672,0.245883,-0.381742,-0.6,-0.72,-0.512195,-0.990534,0.473684,-0.933104,-0.880502,NON_ULCER
0.92623,0.95555,-0.308354,-0.728571,-0.693333,-0.504065,-0.997853,0.663158,-0.84638,-0.894992,NON_ULCER
-0.065574,0.021803,-0.467907,-0.728571,-0.773333,-0.569106,-0.994117,0.578947,-0.929036,-0.709608,NON_ULCER
0.729508,0.702416,-0.368366,-0.657143,-0.733333,-0.674797,-0.995991,0.6,-0.893804,-0.858918,NON_ULCER
-0.5,-0.458018,-0.352973,-0.742857,-0.72,0.341463,-0.998607,0.578947,-0.991711,-0.94378,NON_ULCER
0.631148,0.586389,-0.242543,-0.671429,-0.68,-0.536585,-0.997628,0.6,-0.967567,0.331468,NON_ULCER
-0.508197,-0.435073,-0.310105,-0.742857,-0.693333,0.105691,-0.995286,0.6,-0.996793,-0.981528,NON_ULCER
0.491803,0.391818,-0.368131,-0.571429,-0.72,-0.463415,-0.995178,0.515789,-0.954181,-0.903181,NON_ULCER
0.647541,0.611315,-0.354942,-0.628571,-0.72,-0.398374,-0.998382,0.578947,-0.950687,-0.884303,NON_ULCER
0.581967,0.637754,-0.487205,-0.742857,-0.773333,-0.544715,-0.994922,0.621053,-0.823762,-0.884,NON_ULCER
0.57377,0.551546,-0.307658,-0.628571,-0.693333,-0.463415,-0.998924,0.578947,-0.972763,-0.949968,NON_ULCER
-0.565574,-0.508512,-0.339588,-0.728571,-0.72,-0.252033,-0.995115,0.578947,-0.985148,-0.955976,NON_ULCER
0.52459,0.482722,-0.23386,-0.642857,-0.666667,-0.227642,-0.999498,0.6,-0.984937,0.134324,NON_ULCER
0.540984,0.523855,-0.417305,-0.657143,-0.76,-0.252033,-0.996424,0.578947,-0.920935,-0.9449,NON_ULCER
0.540984,0.465121,-0.318264,-0.6,-0.706667,-0.341463,-0.998102,0.557895,-0.981492,-0.937957,NON_ULCER
0.516393,0.573435,-0.511155,-0.714286,-0.786667,-0.463415,-0.996522,0.621053,-0.868146,-0.9006,NON_ULCER
-0.172131,-0.131999,-0.464605,-0.714286,-0.76,-0.471545,-0.996456,0.578947,-0.928753,-0.792217,NON_ULCER
0.221311,0.124331,-0.249625,-0.514286,-0.68,-0.406504,-0.988392,0.452632,-0.961799,-0.905163,NON_ULCER
-0.540984,-0.559833,-0.301331,-0.742857,-0.693333,-0.333333,-0.99906,0.578947,-0.995472,-0.992153,NON_ULCER
-0.311475,-0.21293,-0.283294,-0.785714,-0.693333,-0.552846,-0.999809,0.663158,-0.997854,-0.985803,NON_ULCER
0.352459,0.233088,-0.220061,-0.542857,-0.666667,-0.365854,-0.993292,0.494737,-0.955499,-0.960566,NON_ULCER
-0.360656,-0.241236,-0.338037,-0.785714,-0.706667,-0.186992,-0.998999,0.663158,-0.992793,-0.922032,NON_ULCER
-0.614754,-0.529252,-0.357258,-0.771429,-0.72,-0.170732,-0.985151,0.6,-0.963413,-0.844409,NON_ULCER
-0.52459,-0.427946,-0.347534,-0.771429,-0.72,-0.731707,-0.999704,0.642105,-0.996125,-0.945313,NON_ULCER
0.434426,0.315101,-0.15558,-0.585714,-0.626667,-0.317073,-0.996804,0.536842,-0.987692,0.321273,NON_ULCER
0.393443,0.15148,-0.260071,-0.485714,-0.666667,0.03252,-0.998491,0.431579,-0.968482,-0.894516,NON_ULCER
-0.344262,-0.254998,-0.43905,-0.714286,-0.76,-0.414634,-0.993129,0.578947,-0.900858,-0.733301,NON_ULCER
-0.286885,-0.220099,-0.287546,-0.771429,-0.693333,0.056911,-0.999491,0.663158,-0.997603,-0.983602,NON_ULCER
-0.5,-0.427901,-0.328272,-0.757143,-0.706667,0.065041,-0.996334,0.621053,-0.994861,-0.934367,NON_ULCER
-0.565574,-0.499395,-0.362636,-0.757143,-0.72,-0.292683,-0.992157,0.621053,-0.973956,-0.884596,NON_ULCER
0.377049,0.263032,-0.239911,-0.514286,-0.666667,-0.252033,-0.99739,0.473684,-0.972778,-0.910455,NON_ULCER
-0.42623,-0.310322,-0.32476,-0.757143,-0.706667,-0.284553,-0.996761,0.642105,-0.995143,-0.93993,NON_ULCER
0.516393,0.434212,-0.185116,-0.614286,-0.64,-0.439024,-0.996121,0.557895,-0.977609,0.364412,NON_ULCER
0.122951,0.163999,-0.352495,-0.742857,-0.706667,-0.463415,-0.990799,0.642105,-0.927365,-0.852286,NON_ULCER
-0.098361,-0.067184,-0.274731,-0.728571,-0.68,-0.747967,-0.996888,0.621053,-0.939939,-0.83452,NON_ULCER
-0.336066,-0.239437,-0.28342,-0.771429,-0.693333,0.02439,-0.999955,0.663158,-0.99764,-0.961569,NON_ULCER
0.540984,0.368553,-0.318616,-0.514286,-0.706667,-0.349593,-0.998016,0.473684,-0.970768,-0.875143,NON_ULCER
-0.540984,-0.456938,-0.32826,-0.771429,-0.68,-0.528455,-0.967505,0.684211,-0.957504,-0.7852,NON_ULCER
-0.5,-0.429317,-0.281084,-0.757143,-0.666667,-0.398374,-0.993096,0.642105,-0.993354,-0.943692,NON_ULCER
0.803279,0.576189,-0.270317,-0.628571,-0.693333,-0.674797,-0.992436,0.557895,-0.945677,0.317693,NON_ULCER
0.385246,0.287293,-0.342874,-0.528571,-0.746667,-0.268293,-0.996543,0.473684,-0.937639,-0.870792,NON_ULCER
-0.368852,-0.290843,-0.275792,-0.771429,-0.68,0.146341,-0.998989,0.663158,-0.996092,-0.963756,NON_ULCER
-0.409836,-0.313098,-0.384137,-0.728571,-0.72,-0.536585,-0.988841,0.557895,-0.921654,-0.775693,NON_ULCER
-0.52459,-0.488244,-0.292198,-0.714286,-0.693333,-0.146341,-0.987407,0.557895,-0.984153,-0.949902,NON_ULCER
0.581967,0.419491,-0.345195,-0.542857,-0.72,-0.552846,-0.995814,0.515789,-0.955397,-0.859772,NON_ULCER
0.754098,0.700621,-0.295463,-0.657143,-0.693333,-0.585366,-0.996008,0.6,-0.950618,-0.345909,NON_ULCER
0.860656,0.887377,-0.226487,-0.728571,-0.666667,-0.455285,-0.998582,0.663158,-0.955299,0.859657,NON_ULCER
-0.434426,-0.372412,-0.296046,-0.771429,-0.693333,-0.00813,-0.996148,0.642105,-0.995802,-0.96517,NON_ULCER
0.295082,0.221902,-0.285912,-0.557143,-0.72,-0.642276,-0.9976,0.473684,-0.965384,-0.908891,NON_ULCER
-0.377049,-0.296926,-0.288771,-0.771429,-0.693333,-0.317073,-0.999918,0.642105,-0.998012,-0.960665,NON_ULCER
0.032787,0.158828,-0.424036,-0.757143,-0.773333,-0.439024,-0.981537,0.663158,-0.870705,-0.699119,NON_ULCER
0.090164,0.050052,0.302768,-0.685714,-0.453333,-0.414634,-0.995582,0.684211,-0.893347,-0.783354,ULCER
-0.286885,-0.3856,0.245786,-0.571429,-0.52,-0.642276,-0.97747,0.557895,-0.926814,-0.897481,ULCER
-0.344262,-0.412657,0.262795,-0.614286,-0.426667,-0.536585,-0.991227,0.557895,-0.923608,-0.884055,ULCER
0.114754,-0.000183,0.549478,-0.671429,-0.32,0,-0.995699,0.705263,-0.931382,-0.908276,ULCER
0.032787,-0.07715,0.212008,-0.657143,-0.48,-0.146341,-0.980528,0.621053,-0.832945,-0.84445,ULCER
-0.081967,-0.326791,0.175172,-0.585714,-0.506667,-0.804878,-0.950712,0.515789,-0.815403,-0.91842,ULCER
0.180328,0.193314,0.314949,-0.742857,-0.426667,-0.390244,-0.994327,0.726316,-0.886232,-0.905782,ULCER
0.368852,0.328932,0.665586,-0.685714,-0.28,-0.268293,-0.994718,0.747368,-0.932794,-0.833205,ULCER
0.237705,0.128889,0.335909,-0.728571,-0.426667,-0.300813,-0.995999,0.726316,-0.882131,-0.922767,ULCER
-0.065574,-0.084815,0.364672,-0.642857,-0.413333,-0.674797,-0.990842,0.642105,-0.918935,-0.921438,ULCER
0.221311,0.052652,0.30377,-0.657143,-0.4,-0.439024,-0.977496,0.621053,-0.902943,-0.937527,ULCER
0.245902,0.156676,0.290296,-0.7,-0.426667,-0.186992,-0.996358,0.684211,-0.833272,-0.817123,ULCER
0.295082,0.285856,0.335581,-0.757143,-0.44,-0.585366,-0.998025,0.726316,-0.899199,-0.916839,ULCER
0.188525,0.096279,0.495066,-0.685714,-0.453333,-0.292683,-0.997023,0.726316,-0.919973,-0.808641,ULCER
0.459016,0.389126,0.183343,-0.742857,-0.52,-0.813008,-0.997371,0.705263,-0.923365,-0.936249,ULCER
0.07377,-0.046552,0.425061,-0.685714,-0.373333,-0.373984,-0.994146,0.684211,-0.872047,-0.894861,ULCER
0.344262,0.307482,0.552872,-0.714286,-0.4,-0.585366,-0.993329,0.747368,-0.956049,-0.910866,ULCER
-0.016393,-0.138752,0.39315,-0.685714,-0.386667,-0.121951,-0.99365,0.684211,-0.90398,-0.873875,ULCER
0.377049,0.336102,0.478341,-0.7,-0.373333,-0.512195,-0.996328,0.726316,-0.937263,-0.812845,ULCER
0.106557,-0.033043,0.515651,-0.657143,-0.32,-0.00813,-0.993231,0.705263,-0.900437,-0.878632,ULCER
0.336066,0.205282,0.71405,-0.7,-0.24,-0.235772,-0.997052,0.747368,-0.899046,-0.803437,ULCER
0.147541,0.150303,0.27168,-0.7,-0.466667,-0.577236,-0.997968,0.684211,-0.8407,-0.889906,ULCER
0.057377,-0.079292,0.531409,-0.671429,-0.44,-0.552846,-0.993655,0.705263,-0.916574,-0.930472,ULCER
0.270492,0.108971,0.335738,-0.642857,-0.426667,-0.634146,-0.986658,0.684211,-0.890417,-0.874569,ULCER
0.139344,-0.010277,0.673036,-0.642857,-0.266667,-0.439024,-0.990528,0.684211,-0.864402,-0.856855,ULCER
0.278689,0.204105,0.522194,-0.685714,-0.346667,-0.560976,-0.998013,0.705263,-0.945149,-0.84618,ULCER
0.04918,-0.122042,0.249453,-0.642857,-0.453333,-0.414634,-0.980147,0.6,-0.707504,-0.723412,ULCER
-0.065574,-0.192241,0.210815,-0.614286,-0.48,-0.406504,-0.992343,0.578947,-0.844601,-0.867813,ULCER
0.090164,-0.012469,0.420108,-0.671429,-0.373333,0.162602,-0.993236,0.684211,-0.793807,-0.873621,ULCER
0.311475,0.289693,0.241423,-0.742857,-0.466667,-0.211382,-0.994908,0.705263,-0.846202,-0.848009,ULCER
0.557377,0.475117,0.380277,-0.742857,-0.48,-0.113821,-0.996794,0.726316,-0.938136,-0.895294,ULCER
0.42623,0.361043,0.406075,-0.728571,-0.4,-0.577236,-0.996047,0.726316,-0.94229,-0.824651,ULCER
-0.016393,-0.092007,0.255947,-0.642857,-0.48,-0.170732,-0.994988,0.642105,-0.836594,-0.862665,ULCER
0.221311,0.113983,0.629427,-0.685714,-0.293333,-0.252033,-0.996414,0.726316,-0.920357,-0.894042,ULCER
0.401639,0.39206,0.017961,-0.728571,-0.56,-0.495935,-0.992393,0.621053,-0.97788,-0.928991,NON_ULCER
0.081967,-0.005064,0.01057,-0.728571,-0.56,-0.634146,-0.993792,0.663158,-0.899966,-0.890975,NON_ULCER
0.090164,0.215349,-0.490786,-0.728571,-0.786667,-0.723577,-0.998826,0.621053,-0.83986,-0.608639,NON_ULCER
0.491803,0.713223,-0.525194,-0.771429,-0.786667,0.105691,-0.998971,0.663158,-0.987567,0.139973,NON_ULCER
0.278689,0.111789,-0.040219,-0.542857,-0.586667,-0.268293,-0.997348,0.494737,-0.969567,-0.954419,NON_ULCER
-0.147541,-0.149349,-0.164373,-0.7,-0.586667,-0.398374,-0.998016,0.621053,-0.831735,-0.813232,NON_ULCER
0.491803,0.592102,-0.503545,-0.757143,-0.8,-0.528455,-0.998162,0.642105,-0.825977,-0.673027,NON_ULCER
0.254098,0.195322,0.01897,-0.657143,-0.546667,-0.056911,-0.996441,0.6,-0.969114,-0.96125,NON_ULCER
0.5,0.590711,-0.565559,-0.757143,-0.813333,-0.276423,-0.998557,0.642105,-0.963065,-0.773778,NON_ULCER
0.655738,0.652151,-0.176412,-0.7,-0.64,-0.658537,-0.994406,0.642105,-0.937398,-0.829353,NON_ULCER
-0.188525,-0.246737,0.044016,-0.7,-0.546667,-0.02439,-0.997666,0.642105,-0.955862,-0.951255,NON_ULCER
0.180328,0.037116,-0.026865,-0.542857,-0.586667,-0.154472,-0.989451,0.473684,-0.946364,-0.944295,NON_ULCER
0.295082,0.273606,0.132182,-0.7,-0.533333,-0.357724,-0.989748,0.663158,-0.964566,-0.949327,NON_ULCER
0.565574,0.701299,-0.534487,-0.757143,-0.8,-0.495935,-0.999839,0.663158,-0.992599,0.378154,NON_ULCER
0.557377,0.746822,-0.52596,-0.771429,-0.786667,-0.02439,-0.99896,0.663158,-0.990594,0.244066,NON_ULCER
0.204918,0.028645,-0.119177,-0.514286,-0.64,0.170732,-0.997735,0.452632,-0.973583,-0.949576,NON_ULCER
0.459016,0.257654,-0.093859,-0.5,-0.6,-0.056911,-0.998159,0.473684,-0.98906,-0.952587,NON_ULCER
-0.188525,-0.202432,0.00926,-0.685714,-0.56,-0.382114,-0.996185,0.621053,-0.916212,-0.922499,NON_ULCER
-0.344262,-0.376874,-0.19971,-0.7,-0.573333,-0.373984,-0.994076,0.578947,-0.86715,-0.778697,NON_ULCER
0.52459,0.418739,-0.169758,-0.614286,-0.64,-0.471545,-0.994911,0.536842,-0.979204,-0.93021,NON_ULCER
0.303279,0.170932,-0.086752,-0.5,-0.6,0.130081,-0.998281,0.452632,-0.98848,-0.96598,NON_ULCER
0.590164,0.68676,-0.528189,-0.757143,-0.8,-0.097561,-0.998337,0.663158,-0.942558,-0.658896,NON_ULCER
-0.016393,-0.002698,-0.095063,-0.7,-0.68,-0.01626,-0.996826,0.621053,-0.776305,-0.600063,NON_ULCER
0.622951,0.754293,-0.531746,-0.757143,-0.8,-0.504065,-0.999678,0.663158,-0.993874,0.448184,NON_ULCER
0.47541,0.296952,-0.121619,-0.528571,-0.613333,-0.414634,-0.996252,0.494737,-0.986326,-0.958048,NON_ULCER
0.565574,0.519259,-0.169194,-0.685714,-0.653333,-0.634146,-0.993312,0.6,-0.970305,-0.889874,NON_ULCER
0.377049,0.196623,-0.098139,-0.485714,-0.613333,0.02439,-0.997722,0.452632,-0.980177,-0.963221,NON_ULCER
0.336066,0.132344,-0.033062,-0.514286,-0.586667,-0.170732,-0.99799,0.473684,-0.975932,-0.959171,NON_ULCER
0.418033,0.448784,-0.463084,-0.742857,-0.76,-0.626016,-0.998863,0.642105,-0.822827,-0.581152,NON_ULCER
0.631148,0.727055,-0.532674,-0.757143,-0.8,-0.390244,-0.999606,0.663158,-0.992125,0.354202,NON_ULCER
-0.139344,-0.101094,-0.061516,-0.7,-0.586667,-0.178862,-0.99657,0.621053,-0.845576,-0.737369,NON_ULCER
0.409836,0.313163,-0.063379,-0.628571,-0.6,-0.617886,-0.993395,0.578947,-0.983626,-0.962377,NON_ULCER
0.327869,0.169422,-0.028051,-0.542857,-0.573333,-0.471545,-0.994513,0.494737,-0.950757,-0.918271,NON_ULCER
0.336066,0.216797,-0.0074,-0.585714,-0.586667,-0.447154,-0.990115,0.536842,-0.964668,-0.956694,NON_ULCER
-0.508197,-0.623333,0.151424,-0.728571,-0.546667,-0.373984,-0.93115,0.852632,-0.93948,-0.872244,ULCER
-0.565574,-0.6512,0.040236,-0.742857,-0.56,-0.512195,-0.958378,0.684211,-0.971193,-0.93143,ULCER
-0.754098,-0.734513,-0.05039,-0.8,-0.613333,-0.146341,-0.929134,0.747368,-0.947365,-0.745059,ULCER
-0.696721,-0.648606,0.031605,-0.757143,-0.546667,-0.146341,-0.979608,0.705263,-0.936406,-0.93128,ULCER
-0.631148,-0.671711,0.036053,-0.742857,-0.533333,-0.276423,-0.985352,0.663158,-0.982927,-0.899759,ULCER
-0.754098,-0.778031,-0.084858,-0.742857,-0.6,-0.398374,-0.940675,0.684211,-0.984584,-0.907617,ULCER
-0.680328,-0.741691,0.001851,-0.728571,-0.573333,-0.203252,-0.954558,0.621053,-0.980882,-0.833066,ULCER
-0.696721,-0.688128,0.010392,-0.771429,-0.56,-0.585366,-0.92905,0.663158,-0.882738,-0.680592,ULCER
-0.557377,-0.585018,0.136562,-0.714286,-0.506667,-0.658537,-0.954521,0.663158,-0.961741,-0.782068,ULCER
0.368852,0.186297,0.45839,-0.814286,-0.386667,-0.853659,-0.937076,0.747368,-0.660515,-0.76049,ULCER
-0.360656,-0.352882,0.383044,-0.771429,-0.493333,-0.772358,-0.965843,0.873684,-0.731559,-0.695327,ULCER
-0.614754,-0.557825,0.012135,-0.785714,-0.626667,-0.691057,-0.938901,0.810526,-0.821321,-0.781705,ULCER
-0.360656,-0.283023,0.06593,-0.828571,-0.666667,-0.97561,-0.955225,0.852632,-0.632088,-0.554915,ULCER
-0.606557,-0.541686,-0.058584,-0.842857,-0.64,-0.97561,-0.960289,0.852632,-0.866243,-0.683328,ULCER
-0.5,-0.408923,0.022049,-0.8,-0.626667,-0.98374,-0.980817,0.768421,-0.676939,-0.812103,ULCER
0.221311,0.027594,0.409017,-0.628571,-0.413333,-0.878049,-0.946499,0.663158,-0.710991,-0.840475,ULCER
-0.663934,-0.629037,-0.006356,-0.814286,-0.573333,-0.894309,-0.971634,0.810526,-0.981718,-0.885726,ULCER
-0.52459,-0.453213,0.242101,-0.771429,-0.453333,-0.99187,-0.959656,0.915789,-0.815939,-0.847499,ULCER
-0.704918,-0.699669,-0.003029,-0.771429,-0.573333,-0.406504,-0.947588,0.705263,-0.962377,-0.872922,ULCER
-0.516393,-0.531722,0.123069,-0.828571,-0.52,-0.455285,-0.96665,0.831579,-0.845902,-0.818865,ULCER
-0.803279,-0.670873,-0.075493,-0.842857,-0.613333,-0.219512,-0.971123,0.852632,-0.924948,-0.849153,ULCER
-0.721311,-0.713223,-0.025691,-0.785714,-0.56,-0.723577,-0.959966,0.831579,-0.907591,-0.944465,ULCER
-0.729508,-0.777952,-0.054373,-0.757143,-0.586667,-0.398374,-0.967135,0.705263,-0.968982,-0.90484,ULCER
-0.704918,-0.672544,0.088316,-0.785714,-0.533333,-0.577236,-0.940354,0.768421,-0.915537,-0.878656,ULCER
-0.42623,-0.521715,0.179868,-0.728571,-0.493333,-0.829268,-0.967051,0.705263,-0.851665,-0.683147,ULCER
-0.663934,-0.758546,0.006999,-0.742857,-0.573333,-0.341463,-0.940263,0.621053,-0.97434,-0.928566,ULCER
-0.754098,-0.824502,-0.070856,-0.785714,-0.6,-0.365854,-0.870879,0.705263,-0.94915,-0.685357,ULCER
-0.778689,-0.794347,-0.087234,-0.8,-0.613333,-0.487805,-0.977027,0.747368,-0.983711,-0.912874,ULCER
-0.704918,-0.710444,-0.04211,-0.8,-0.586667,-0.398374,-0.949745,0.789474,-0.974453,-0.920884,ULCER
-0.827869,-0.72142,-0.151419,-0.842857,-0.626667,0.292683,-0.982787,0.852632,-0.965729,-0.912154,ULCER
-0.713115,-0.777142,0.023964,-0.728571,-0.56,-0.227642,-0.958249,0.6,-0.990309,-0.941178,ULCER
-0.672131,-0.74185,0.061545,-0.7,-0.533333,-0.373984,-0.922792,0.557895,-0.973619,-0.921563,ULCER
-0.737705,-0.762875,0.004581,-0.742857,-0.573333,-0.406504,-0.974421,0.705263,-0.977108,-0.890959,ULCER
-0.795082,-0.82817,-0.033804,-0.7,-0.6,-0.601626,-0.89584,0.473684,-0.968515,-0.820419,ULCER
-0.672131,-0.626986,0.038054,-0.771429,-0.546667,-0.495935,-0.959391,0.747368,-0.973447,-0.916067,ULCER
-0.803279,-0.766256,-0.107208,-0.814286,-0.626667,-0.186992,-0.967542,0.852632,-0.988244,-0.9363,ULCER
-0.688525,-0.685804,0.012012,-0.8,-0.546667,-0.300813,-0.980559,0.789474,-0.98848,-0.935244,ULCER
-0.434426,-0.621395,0.282749,-0.671429,-0.48,-0.642276,-0.821769,0.663158,-0.864478,-0.625173,ULCER
-0.590164,-0.637341,0.049171,-0.828571,-0.52,-0.544715,-0.915715,0.873684,-0.947024,-0.796167,ULCER
-0.57377,-0.576823,0.188902,-0.728571,-0.506667,-0.130081,-0.988366,0.726316,-0.931059,-0.942318,ULCER
-0.811475,-0.766904,-0.129631,-0.8,-0.626667,-0.260163,-0.963687,0.831579,-0.968358,-0.898864,ULCER
-0.680328,-0.699944,0.095457,-0.742857,-0.506667,-0.414634,-0.965625,0.684211,-0.96753,-0.893663,ULCER
-0.688525,-0.629487,-0.017806,-0.842857,-0.56,-0.349593,-0.968768,0.873684,-0.979405,-0.943822,ULCER
-0.483607,-0.515248,0.282562,-0.757143,-0.453333,-0.349593,-0.918212,0.747368,-0.882559,-0.902253,ULCER
-0.336066,-0.37252,0.580454,-0.642857,-0.306667,-0.886179,-0.90005,0.957895,-0.863603,-0.869586,ULCER
-0.713115,-0.683807,-0.042374,-0.828571,-0.6,-0.495935,-0.950018,0.852632,-0.963445,-0.850368,ULCER
-0.704918,-0.661087,-0.017248,-0.8,-0.56,-0.260163,-0.982869,0.810526,-0.977332,-0.924169,ULCER
-0.540984,-0.605481,0.249306,-0.742857,-0.466667,-0.414634,-0.958004,0.768421,-0.968817,-0.918605,ULCER
-0.639344,-0.709433,0.018555,-0.742857,-0.56,-0.560976,-0.945739,0.768421,-0.952697,-0.915808,ULCER
-0.07377,-0.27895,0.367191,-0.485714,-0.4,-0.617886,-0.97165,0.431579,-0.972984,-0.915049,NON_ULCER
0.057377,-0.011472,0.26325,-0.814286,-0.453333,-0.804878,-0.946794,0.810526,-0.642658,-0.130872,NON_ULCER
0.090164,-0.179179,0.286011,-0.514286,-0.506667,-0.235772,-0.986823,0.452632,-0.937194,-0.904986,NON_ULCER
-0.02459,-0.131479,0.276365,-0.757143,-0.453333,-0.902439,-0.937374,0.684211,-0.95127,-0.901194,NON_ULCER
-0.139344,-0.343665,0.40686,-0.528571,-0.44,-0.739837,-0.985693,0.452632,-0.972744,-0.918888,NON_ULCER
-0.590164,-0.54066,0.242962,-0.757143,-0.453333,-0.780488,-0.980238,0.789474,-0.7799,-0.581584,NON_ULCER
-0.04918,-0.155703,0.14795,-0.657143,-0.506667,-0.682927,-0.974882,0.6,-0.913239,-0.926742,NON_ULCER
-0.319672,-0.439798,0.256545,-0.5,-0.493333,-0.569106,-0.981038,0.347368,-0.964945,-0.923486,NON_ULCER
-0.836066,-0.803782,-0.12445,-0.814286,-0.64,-0.691057,-0.924407,0.747368,-0.984948,-0.725376,NON_ULCER
-0.016393,-0.199417,0.15834,-0.571429,-0.493333,-0.780488,-0.990576,0.473684,-0.972453,-0.908291,NON_ULCER
-0.131148,-0.255397,0.224429,-0.514286,-0.48,-0.560976,-0.960473,0.452632,-0.949727,-0.918832,NON_ULCER
-0.02459,0.029754,0.206907,-0.871429,-0.453333,-0.845528,-0.965779,0.831579,-0.582377,-0.730705,NON_ULCER
0.303279,0.100157,-0.001062,-0.528571,-0.573333,-0.162602,-0.998058,0.473684,-0.936194,-0.923369,NON_ULCER
0.213115,-0.080621,0.32759,-0.4,-0.426667,-0.252033,-0.99245,0.347368,-0.976977,-0.957976,NON_ULCER
