@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-14,16-24,26,28-37,40-46,48-76,78-88,90-131,133-185'

@attribute color_bgr_r_intensity1 numeric
@attribute color_lab_l_mean numeric
@attribute color_lab_b_mean numeric
@attribute color_lab_a_intensity1 numeric
@attribute color_lab_b_intensity1 numeric
@attribute color_lab_a_frequency2 numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_g_intensity2 numeric
@attribute haralick_bgr_bg_contrast numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.442623,-0.466919,0.160159,-0.671429,-0.56,-0.333333,-0.987098,0.6,-0.956267,-0.885969,NON_ULCER
-0.131148,-0.3351,0.116086,-0.528571,-0.52,-0.788618,-0.982428,0.431579,-0.966714,-0.956638,NON_ULCER
-0.377049,-0.489496,0.247057,-0.557143,-0.466667,-0.455285,-0.977846,0.410526,-0.948313,-0.86247,NON_ULCER
-0.07377,-0.149809,0.146776,-0.614286,-0.506667,-0.479675,-0.996847,0.557895,-0.971102,-0.208505,NON_ULCER
-0.508197,-0.593787,0.070729,-0.685714,-0.56,-0.349593,-0.952142,0.452632,-0.921613,-0.813273,NON_ULCER
-0.02459,-0.160449,0.123836,-0.6,-0.52,-0.471545,-0.993912,0.536842,-0.945182,-0.957669,NON_ULCER
-0.663934,-0.745109,0.070493,-0.7,-0.56,-0.804878,-0.778101,0.6,-0.949407,-0.903737,NON_ULCER
-0.303279,-0.368276,0.271356,-0.642857,-0.44,0.178862,-0.994535,0.6,-0.955208,-0.89112,NON_ULCER
0,-0.162775,0.004167,-0.571429,-0.56,-0.447154,-0.993016,0.473684,-0.876515,-0.915765,NON_ULCER
-0.598361,-0.616802,-0.024054,-0.685714,-0.573333,-0.317073,-0.967636,0.557895,-0.895457,-0.947434,NON_ULCER
0.032787,-0.131193,0.084436,-0.514286,-0.533333,0.073171,-0.990544,0.452632,-0.908422,-0.895574,NON_ULCER
-0.02459,-0.183683,0.021175,-0.6,-0.56,-0.430894,-0.995411,0.515789,-0.969067,-0.944539,NON_ULCER
-0.336066,-0.299181,-0.139217,-0.685714,-0.72,-0.650407,-0.989101,0.578947,-0.684092,-0.56394,NON_ULCER
-0.254098,-0.387416,0.295616,-0.642857,-0.466667,-0.056911,-0.98973,0.6,-0.952195,-0.878603,NON_ULCER
-0.483607,-0.53255,-0.002154,-0.714286,-0.56,-0.203252,-0.992757,0.621053,-0.933134,-0.95414,NON_ULCER
-0.065574,-0.125977,-0.018606,-0.657143,-0.573333,-0.585366,-0.994193,0.578947,-0.96465,-0.982378,NON_ULCER
-0.090164,-0.215052,-0.05167,-0.528571,-0.693333,-0.731707,-0.974273,0.473684,-0.710889,-0.911594,NON_ULCER
-0.295082,-0.305653,-0.164807,-0.657143,-0.706667,-0.772358,-0.983334,0.515789,-0.72044,-0.944627,NON_ULCER
-0.467213,-0.625367,0.121536,-0.657143,-0.506667,-0.544715,-0.930755,0.452632,-0.888452,-0.920626,NON_ULCER
-0.352459,-0.571287,0.361233,-0.514286,-0.413333,-0.593496,-0.885105,0.326316,-0.92497,-0.901589,NON_ULCER
0.303279,0.343223,-0.43317,-0.742857,-0.746667,-0.682927,-0.997457,0.642105,-0.552167,-0.550565,NON_ULCER
0.754098,0.737006,-0.423397,-0.757143,-0.733333,0.560976,-0.998982,0.663158,-0.947526,0.56542,NON_ULCER
-0.360656,-0.4822,0.225577,-0.6,-0.48,-0.585366,-0.984814,0.515789,-0.941746,-0.902539,NON_ULCER
0.032787,-0.197076,0.005261,-0.528571,-0.626667,-0.382114,-0.983129,0.452632,-0.828512,-0.932212,NON_ULCER
0.368852,0.329329,-0.42589,-0.757143,-0.76,-0.780488,-0.996141,0.642105,-0.503074,-0.888389,NON_ULCER
0.557377,0.670497,-0.397648,-0.771429,-0.733333,0.02439,-0.997803,0.663158,-0.932333,-0.933033,NON_ULCER
0.655738,0.708691,-0.395612,-0.771429,-0.746667,-0.349593,-0.998321,0.663158,-0.954984,-0.905989,NON_ULCER
-0.434426,-0.474803,0.102813,-0.685714,-0.52,-0.560976,-0.987185,0.578947,-0.966989,-0.956228,NON_ULCER
-0.016393,-0.097048,-0.036647,-0.657143,-0.586667,-0.276423,-0.996254,0.578947,-0.963865,-0.944783,NON_ULCER
0.196721,0.270923,-0.486263,-0.742857,-0.773333,-0.739837,-0.997706,0.621053,-0.599739,-0.907711,NON_ULCER
-0.319672,-0.562672,0.380129,-0.5,-0.4,-0.666667,-0.934333,0.389474,-0.937759,-0.950135,NON_ULCER
-0.131148,-0.183151,0.028555,-0.642857,-0.56,-0.268293,-0.978369,0.557895,-0.950314,-0.938816,NON_ULCER
0.47541,0.569884,-0.459538,-0.757143,-0.76,-0.317073,-0.998874,0.642105,-0.940585,-0.901049,NON_ULCER
0.016393,-0.238162,0.158626,-0.442857,-0.466667,-0.910569,-0.938776,0.431579,-0.890329,-0.911958,NON_ULCER
-0.057377,-0.31266,0.44677,-0.528571,-0.373333,-0.430894,-0.99222,0.494737,-0.965703,-0.936561,NON_ULCER
-0.286885,-0.312867,0.013685,-0.542857,-0.56,-0.585366,-0.953316,0.431579,-0.93975,-0.925783,NON_ULCER
0.07377,0.169884,-0.446112,-0.742857,-0.76,-0.731707,-0.996066,0.621053,-0.576978,-0.903433,NON_ULCER
-0.196721,-0.370138,0.329935,-0.542857,-0.426667,-0.276423,-0.994993,0.452632,-0.948082,-0.90752,NON_ULCER
-0.311475,-0.404123,0.176502,-0.6,-0.506667,-0.252033,-0.9895,0.494737,-0.938418,-0.951672,NON_ULCER
-0.319672,-0.497068,0.24954,-0.557143,-0.48,-0.00813,-0.992582,0.431579,-0.953293,-0.90998,NON_ULCER
-0.065574,-0.237102,0.41284,-0.528571,-0.386667,-0.178862,-0.994456,0.494737,-0.932571,-0.925101,NON_ULCER
-0.090164,-0.232564,0.107725,-0.557143,-0.533333,-0.260163,-0.991005,0.473684,-0.943987,-0.129318,NON_ULCER
0.008197,-0.164197,0.304717,-0.528571,-0.44,-0.227642,-0.991859,0.494737,-0.951865,-0.868073,NON_ULCER
-0.04918,-0.219156,0.023599,-0.585714,-0.56,-0.414634,-0.989277,0.494737,-0.881113,-0.860929,NON_ULCER
-0.090164,-0.235901,0.161346,-0.571429,-0.506667,0.056911,-0.993038,0.494737,-0.958311,-0.242824,NON_ULCER
0.032787,-0.073575,0.144813,-0.542857,-0.533333,-0.642276,-0.991004,0.494737,-0.960664,-0.885577,NON_ULCER
-0.057377,-0.172157,0.082736,-0.585714,-0.533333,-0.178862,-0.997572,0.494737,-0.926231,-0.94105,NON_ULCER
-0.434426,-0.503474,-0.025464,-0.585714,-0.573333,-0.626016,-0.974639,0.347368,-0.903565,-0.779453,ULCER
-0.155738,-0.247896,-0.03521,-0.557143,-0.586667,-0.292683,-0.98671,0.431579,-0.906222,-0.857178,ULCER
-0.278689,-0.405136,-0.054348,-0.6,-0.586667,-0.390244,-0.976112,0.621053,-0.799597,-0.830525,ULCER
-0.532787,-0.529768,-0.043346,-0.7,-0.586667,-0.853659,-0.935971,0.6,-0.87278,-0.919314,ULCER
-0.52459,-0.545044,-0.114818,-0.714286,-0.613333,-0.853659,-0.928955,0.557895,-0.88651,-0.84917,ULCER
-0.311475,-0.39751,0.025706,-0.642857,-0.56,-0.430894,-0.947431,0.326316,-0.943566,-0.901347,ULCER
-0.213115,-0.285288,-0.101533,-0.728571,-0.626667,-0.699187,-0.9596,0.621053,-0.94878,-0.858782,ULCER
-0.04918,-0.290249,0.028229,-0.571429,-0.56,-0.495935,-0.968124,0.452632,-0.800189,-0.829736,ULCER
-0.327869,-0.331706,-0.077792,-0.757143,-0.6,-0.390244,-0.971341,0.663158,-0.866033,-0.822376,ULCER
-0.213115,-0.314006,-0.049625,-0.571429,-0.586667,-0.479675,-0.987551,0.431579,-0.956726,-0.873736,ULCER
-0.245902,-0.461554,0.000736,-0.528571,-0.56,-0.495935,-0.94955,0.326316,-0.843185,-0.910571,ULCER
-0.270492,-0.256341,-0.050709,-0.728571,-0.586667,-0.658537,-0.964697,0.642105,-0.950197,-0.887946,ULCER
-0.295082,-0.396167,-0.075889,-0.685714,-0.586667,-0.528455,-0.931569,0.494737,-0.873809,-0.888232,ULCER
-0.295082,-0.352813,-0.05039,-0.7,-0.586667,-0.853659,-0.95124,0.6,-0.962614,-0.932265,ULCER
-0.032787,-0.253725,-0.031068,-0.442857,-0.573333,-0.479675,-0.956868,0.305263,-0.836396,-0.89805,ULCER
-0.032787,-0.249081,0.0241,-0.457143,-0.546667,-0.544715,-0.964743,0.410526,-0.726239,-0.924345,ULCER
-0.016393,-0.069153,-0.137246,-0.614286,-0.64,-0.585366,-0.968872,0.557895,-0.803781,-0.81654,ULCER
-0.377049,-0.5048,-0.051453,-0.614286,-0.6,-0.739837,-0.966919,0.473684,-0.909338,-0.902031,ULCER
-0.106557,-0.317339,-0.100347,-0.457143,-0.613333,-0.756098,-0.944719,0.368421,-0.896917,-0.920014,ULCER
-0.245902,-0.446203,-0.003343,-0.471429,-0.533333,-0.479675,-0.964224,0.242105,-0.860245,-0.947844,ULCER
-0.114754,-0.335996,0.075938,-0.442857,-0.546667,-0.560976,-0.975676,0.221053,-0.890983,-0.933292,ULCER
-0.368852,-0.51506,-0.044209,-0.585714,-0.586667,-0.471545,-0.962797,0.368421,-0.904131,-0.927154,ULCER
-0.057377,-0.06083,-0.0252,-0.814286,-0.586667,-0.715447,-0.988432,0.747368,-0.886621,-0.85212,ULCER
-0.081967,-0.198878,-0.023998,-0.485714,-0.64,-0.463415,-0.959291,0.473684,-0.202021,-0.870083,ULCER
-0.196721,-0.222256,-0.100732,-0.571429,-0.613333,-0.788618,-0.934737,0.473684,-0.900006,-0.832011,ULCER
-0.032787,-0.052724,-0.003963,-0.757143,-0.56,-0.804878,-0.994086,0.705263,-0.960915,-0.920021,ULCER
-0.065574,-0.111075,-0.001493,-0.642857,-0.573333,-0.715447,-0.973002,0.557895,-0.879949,-0.890398,ULCER
-0.065574,-0.179008,-0.087636,-0.6,-0.586667,-0.520325,-0.973179,0.473684,-0.834363,-0.824268,ULCER
-0.106557,-0.282329,-0.062028,-0.471429,-0.573333,-0.821138,-0.957675,0.284211,-0.829753,-0.916797,ULCER
0.188525,0.024645,-0.028529,-0.514286,-0.573333,-0.439024,-0.987106,0.452632,-0.79373,-0.854493,ULCER
0.057377,-0.183194,-0.101622,-0.5,-0.6,-0.772358,-0.98829,0.389474,-0.872755,-0.960294,ULCER
0.122951,0.166942,-0.140195,-0.714286,-0.64,-0.430894,-0.981649,0.642105,-0.774413,-0.822682,ULCER
-0.07377,-0.198348,-0.006343,-0.542857,-0.573333,-0.325203,-0.981474,0.431579,-0.861008,-0.917739,ULCER
-0.163934,-0.389485,-0.327345,-0.585714,-0.706667,-0.569106,-0.967626,0.389474,-0.823859,-0.860392,ULCER
-0.262295,-0.357993,-0.061936,-0.657143,-0.586667,-0.471545,-0.956718,0.536842,-0.623035,-0.801132,ULCER
-0.016393,-0.021882,-0.09093,-0.714286,-0.6,-0.552846,-0.987275,0.621053,-0.792925,-0.891234,ULCER
-0.196721,-0.268833,-0.051282,-0.457143,-0.573333,-0.349593,-0.928871,0.284211,0.113669,-0.685149,ULCER
0.098361,-0.024465,-0.136272,-0.5,-0.64,-0.593496,-0.983176,0.410526,-0.201605,-0.834229,ULCER
0.090164,0.112834,-0.020537,-0.785714,-0.573333,-0.430894,-0.993079,0.705263,-0.914528,-0.867439,ULCER
0.098361,-0.127732,0.046382,-0.485714,-0.546667,-0.512195,-0.972936,0.389474,-0.790077,-0.889889,ULCER
0.098361,-0.221153,0.037117,-0.457143,-0.546667,-0.560976,-0.972676,0.368421,-0.884419,-0.850922,ULCER
-0.04918,-0.09107,-0.01106,-0.757143,-0.573333,-0.926829,-0.978334,0.705263,-0.772101,-0.758349,ULCER
0.090164,0.031264,-0.037026,-0.728571,-0.56,-0.577236,-0.989749,0.663158,-0.924603,-0.900565,ULCER
-0.344262,-0.405562,-0.083667,-0.6,-0.6,-0.455285,-0.974185,0.452632,-0.876215,-0.871599,ULCER
-0.122951,-0.321409,-0.04994,-0.657143,-0.573333,-0.715447,-0.890665,0.305263,-0.767757,-0.913119,ULCER
-0.098361,-0.253399,-0.110666,-0.6,-0.613333,-0.723577,-0.976576,0.515789,-0.901096,-0.830832,ULCER
-0.081967,-0.115823,-0.069663,-0.628571,-0.6,-0.739837,-0.984971,0.557895,-0.90615,-0.935485,ULCER
-0.401639,-0.49423,-0.079425,-0.685714,-0.6,-0.674797,-0.965009,0.557895,-0.868789,-0.858068,ULCER
-0.081967,-0.218967,-0.027065,-0.642857,-0.573333,-0.764228,-0.943711,0.578947,-0.861585,-0.886168,ULCER
0.032787,-0.038306,-0.428025,-0.6,-0.733333,-0.764228,-0.987795,0.473684,-0.878889,-0.923728,ULCER
0.032787,0.076317,-0.120259,-0.771429,-0.613333,-0.699187,-0.987435,0.684211,-0.886636,-0.936726,ULCER
-0.254098,-0.265262,-0.015705,-0.628571,-0.573333,-0.788618,-0.973566,0.536842,-0.907644,-0.84541,ULCER
-0.213115,-0.361564,0.008084,-0.542857,-0.546667,-0.764228,-0.973877,0.410526,-0.903515,-0.944451,ULCER
0.07377,-0.051018,-0.018039,-0.642857,-0.573333,-0.325203,-0.987887,0.578947,-0.851911,-0.843258,ULCER
-0.016393,-0.162124,-0.002154,-0.614286,-0.56,-0.325203,-0.986664,0.536842,-0.870438,-0.85989,ULCER
-0.295082,-0.400658,-0.083509,-0.7,-0.573333,-0.96748,-0.936762,0.6,-0.856399,-0.900187,ULCER
-0.303279,-0.36539,-0.041922,-0.771429,-0.573333,-0.796748,-0.961825,0.705263,-0.855248,-0.782898,ULCER
-0.377049,-0.438982,-0.041012,-0.642857,-0.573333,-0.674797,-0.981928,0.473684,-0.834461,-0.846116,ULCER
-0.106557,-0.174566,-0.060338,-0.742857,-0.586667,-0.780488,-0.971006,0.663158,-0.909807,-0.849046,ULCER
-0.262295,-0.27796,-0.081294,-0.642857,-0.586667,-0.723577,-0.974337,0.536842,-0.707485,-0.898099,ULCER
-0.418033,-0.525916,-0.059308,-0.685714,-0.573333,-0.764228,-0.932026,0.494737,-0.778506,-0.753798,ULCER
-0.098361,-0.095829,-0.116104,-0.8,-0.626667,-0.894309,-0.984542,0.663158,-0.972415,-0.961191,ULCER
-0.139344,-0.192384,-0.032029,-0.7,-0.573333,-0.723577,-0.98681,0.621053,-0.84926,-0.793512,ULCER
-0.393443,-0.448009,-0.020773,-0.7,-0.573333,-0.674797,-0.937476,0.6,-0.894036,-0.880139,ULCER
-0.040984,-0.059711,-0.008066,-0.771429,-0.573333,0.341463,-0.993462,0.705263,-0.899445,-0.870413,ULCER
-0.188525,-0.177222,-0.024093,-0.771429,-0.573333,-0.593496,-0.996281,0.705263,-0.9494,-0.865494,ULCER
0.106557,0.066789,-0.000456,-0.685714,-0.56,-0.861789,-0.978359,0.642105,-0.732562,-0.7993,ULCER
-0.155738,-0.179497,-0.069358,-0.7,-0.6,-0.723577,-0.97806,0.6,-0.887334,-0.887651,ULCER
-0.131148,-0.328605,-0.06173,-0.571429,-0.586667,-0.739837,-0.925284,0.621053,-0.874303,-0.824865,ULCER
0.032787,-0.097698,-0.004302,-0.585714,-0.56,-0.105691,-0.99211,0.494737,-0.868794,-0.828502,ULCER
-0.057377,-0.171347,0.018083,-0.628571,-0.56,-0.878049,-0.992062,0.515789,-0.950969,-0.900731,ULCER
-0.590164,-0.651714,-0.063856,-0.742857,-0.6,-0.934959,-0.907605,0.663158,-0.763824,-0.742239,ULCER
-0.254098,-0.363605,-0.001723,-0.614286,-0.573333,-0.528455,-0.972905,0.473684,-0.922334,-0.842071,ULCER
-0.090164,-0.212327,-0.012576,-0.585714,-0.573333,-0.674797,-0.954934,0.473684,-0.691763,-0.80339,ULCER
-0.07377,-0.200414,0.00275,-0.7,-0.666667,-0.552846,-0.982762,0.473684,-0.869466,-0.885496,ULCER
-0.303279,-0.389855,-0.051429,-0.628571,-0.6,-0.943089,-0.932138,0.473684,-0.86206,-0.82607,ULCER
-0.418033,-0.317065,-0.108025,-0.8,-0.626667,-0.666667,-0.9607,0.663158,-0.776535,-0.835481,ULCER
-0.254098,-0.322307,-0.023228,-0.742857,-0.573333,-0.422764,-0.995231,0.684211,-0.914042,-0.690652,ULCER
-0.147541,-0.147689,-0.00172,-0.757143,-0.573333,-0.00813,-0.994203,0.684211,-0.864438,-0.791999,ULCER
-0.278689,-0.408857,-0.06143,-0.542857,-0.573333,-0.772358,-0.945631,0.473684,-0.904558,-0.833883,ULCER
-0.098361,-0.281324,0.049825,-0.5,-0.533333,-0.739837,-0.967745,0.389474,-0.939705,-0.837322,ULCER
-0.07377,-0.138408,-0.195917,-0.6,-0.653333,-0.081301,-0.997906,0.494737,-0.908109,-0.786158,NON_ULCER
0.057377,0.011366,-0.108645,-0.642857,-0.613333,-0.528455,-0.995379,0.557895,-0.971397,-0.906896,NON_ULCER
0.229508,0.139604,-0.176952,-0.657143,-0.64,-0.479675,-0.99458,0.578947,-0.959256,-0.925743,NON_ULCER
0.081967,0.050543,-0.192137,-0.657143,-0.653333,-0.422764,-0.995893,0.557895,-0.956602,-0.949645,NON_ULCER
0.040984,-0.129889,-0.148353,-0.571429,-0.626667,-0.422764,-0.993151,0.473684,-0.890636,-0.300858,NON_ULCER
0.081967,0.152529,-0.185427,-0.642857,-0.64,-0.439024,-0.992794,0.557895,-0.961938,-0.947018,NON_ULCER
0.106557,0.080633,-0.188928,-0.628571,-0.653333,-0.162602,-0.998913,0.557895,-0.969627,-0.950232,NON_ULCER
0.204918,0.180358,-0.249451,-0.614286,-0.68,-0.593496,-0.995538,0.557895,-0.778912,-0.859508,NON_ULCER
0.081967,0.010181,-0.175262,-0.614286,-0.64,-0.455285,-0.995958,0.536842,-0.976073,-0.953702,NON_ULCER
0.07377,-0.001641,-0.171296,-0.6,-0.64,-0.113821,-0.998048,0.515789,-0.798754,-0.863366,NON_ULCER
-0.065574,-0.103079,-0.180368,-0.628571,-0.64,-0.308943,-0.997154,0.515789,-0.970464,-0.953325,NON_ULCER
0.090164,-0.033326,-0.196756,-0.628571,-0.653333,-0.731707,-0.997778,0.536842,-0.886804,-0.933939,NON_ULCER
-0.155738,-0.231415,-0.202201,-0.6,-0.653333,-0.308943,-0.99352,0.473684,-0.969944,-0.954174,NON_ULCER
-0.245902,-0.306804,-0.277257,-0.6,-0.68,-0.04065,-0.994756,0.431579,-0.968829,-0.907368,NON_ULCER
-0.155738,-0.274673,-0.222493,-0.585714,-0.653333,-0.349593,-0.997293,0.431579,-0.972768,-0.963498,NON_ULCER
-0.016393,-0.010993,-0.236034,-0.642857,-0.653333,-0.666667,-0.997227,0.536842,-0.799007,-0.926925,NON_ULCER
-0.155738,-0.262203,-0.182839,-0.585714,-0.653333,-0.308943,-0.996716,0.431579,-0.981295,-0.961982,NON_ULCER
-0.278689,-0.354538,-0.176326,-0.585714,-0.64,-0.219512,-0.995648,0.410526,-0.982492,-0.966605,NON_ULCER
-0.319672,-0.422856,-0.157193,-0.585714,-0.64,-0.325203,-0.991503,0.389474,-0.982516,-0.926809,NON_ULCER
-0.327869,-0.475231,-0.104617,-0.614286,-0.6,-0.447154,-0.994843,0.410526,-0.980562,-0.607755,NON_ULCER
-0.639344,-0.715925,-0.201904,-0.657143,-0.653333,-0.325203,-0.983977,0.368421,-0.961464,-0.625259,NON_ULCER
0.188525,0.101295,-0.215798,-0.614286,-0.666667,-0.325203,-0.99695,0.536842,-0.813013,-0.872396,NON_ULCER
-0.032787,-0.15636,-0.296676,-0.585714,-0.693333,-0.609756,-0.988139,0.452632,-0.955784,-0.95071,NON_ULCER
-0.008197,-0.067349,-0.231116,-0.628571,-0.653333,0.544715,-0.996384,0.515789,-0.956644,-0.937275,NON_ULCER
-0.565574,-0.631404,-0.243402,-0.671429,-0.68,-0.504065,-0.988728,0.410526,-0.962882,-0.831446,NON_ULCER
-0.098361,-0.182114,-0.141683,-0.585714,-0.626667,0.235772,-0.994496,0.473684,-0.777942,-0.86296,NON_ULCER
0.180328,0.050403,-0.161166,-0.614286,-0.64,-0.479675,-0.995363,0.536842,-0.862429,0.007663,NON_ULCER
0.07377,0.004351,-0.076141,-0.6,-0.6,-0.219512,-0.99468,0.536842,-0.898428,-0.911892,NON_ULCER
0.040984,-0.013411,-0.170319,-0.685714,-0.653333,-0.422764,-0.993721,0.6,-0.915388,-0.920797,NON_ULCER
0.147541,0.033785,-0.183075,-0.6,-0.653333,-0.03252,-0.997301,0.515789,-0.715673,-0.863941,NON_ULCER
0.155738,0.034127,-0.118866,-0.614286,-0.626667,0.317073,-0.99676,0.536842,-0.887566,-0.920251,NON_ULCER
-0.07377,-0.116582,-0.178908,-0.585714,-0.653333,-0.349593,-0.995829,0.473684,-0.85134,-0.895207,NON_ULCER
-0.032787,-0.183232,-0.162795,-0.585714,-0.64,0.154472,-0.994498,0.473684,-0.836019,-0.925146,NON_ULCER
0.040984,0.079672,-0.084789,-0.642857,-0.6,-0.284553,-0.997308,0.578947,-0.907778,-0.912606,NON_ULCER
-0.934426,-0.919058,-0.228917,-0.814286,-0.666667,-0.447154,-0.750012,0.705263,-0.977736,-0.825443,NON_ULCER
0.016393,-0.038281,-0.118117,-0.614286,-0.626667,-0.455285,-0.994262,0.515789,-0.905628,-0.859115,NON_ULCER
0.122951,0.096907,-0.376069,-0.628571,-0.706667,-0.634146,-0.989341,0.515789,-0.936268,-0.863822,NON_ULCER
0.213115,0.169708,-0.09842,-0.657143,-0.6,-0.252033,-0.996799,0.578947,-0.864263,0.05799,NON_ULCER
-0.008197,-0.049248,-0.109998,-0.6,-0.613333,-0.073171,-0.994784,0.515789,-0.878448,-0.912261,NON_ULCER
0.139344,0.054256,-0.096389,-0.628571,-0.613333,-0.276423,-0.996094,0.557895,-0.939781,-0.952079,NON_ULCER
0.07377,-0.006066,-0.080521,-0.628571,-0.6,-0.650407,-0.995759,0.536842,-0.884384,-0.969121,NON_ULCER
0.155738,0.039785,-0.091516,-0.642857,-0.6,-0.227642,-0.997969,0.578947,-0.939517,-0.916712,NON_ULCER
0.065574,0.019144,-0.128752,-0.614286,-0.626667,-0.056911,-0.996771,0.536842,-0.847852,-0.937256,NON_ULCER
0.229508,0.190713,-0.028914,-0.657143,-0.573333,-0.284553,-0.998201,0.6,-0.900965,-0.039429,NON_ULCER
-0.032787,-0.101233,-0.169787,-0.6,-0.626667,-0.097561,-0.995538,0.494737,-0.756686,-0.917667,NON_ULCER
0.196721,0.101336,-0.060103,-0.642857,-0.6,-0.504065,-0.996909,0.578947,-0.952818,-0.943107,NON_ULCER
-0.5,-0.56311,-0.163879,-0.642857,-0.64,-0.422764,-0.98203,0.431579,-0.980178,-0.556776,NON_ULCER
0.07377,0.104931,-0.065564,-0.657143,-0.6,-0.300813,-0.996707,0.6,-0.943577,-0.96001,NON_ULCER
0.163934,0.10943,-0.047971,-0.657143,-0.586667,0.097561,-0.998226,0.6,-0.948864,-0.947138,NON_ULCER
0.122951,0.247191,-0.436008,-0.671429,-0.76,-0.829268,-0.995985,0.557895,-0.875196,-0.873631,NON_ULCER
0.032787,-0.040733,-0.060575,-0.628571,-0.586667,-0.349593,-0.997108,0.557895,-0.91882,-0.890667,NON_ULCER
0.262295,0.24679,-0.014991,-0.657143,-0.586667,-0.073171,-0.997346,0.621053,-0.944375,-0.929714,NON_ULCER
0.213115,0.150957,-0.056163,-0.671429,-0.586667,-0.406504,-0.997619,0.621053,-0.954218,-0.917719,NON_ULCER
0.196721,0.107836,-0.052542,-0.642857,-0.586667,-0.349593,-0.997619,0.578947,-0.944795,-0.926578,NON_ULCER
0.07377,-0.049865,-0.128121,-0.614286,-0.613333,0.235772,-0.996973,0.515789,-0.870592,-0.916832,NON_ULCER
-0.098361,-0.120925,-0.189515,-0.6,-0.666667,-0.284553,-0.991721,0.494737,-0.864589,-0.898956,NON_ULCER
0.254098,0.20677,-0.04505,-0.685714,-0.586667,-0.569106,-0.997575,0.621053,-0.9601,0.096753,NON_ULCER
-0.057377,-0.15847,-0.23841,-0.628571,-0.666667,-0.162602,-0.994325,0.515789,-0.890171,-0.859754,NON_ULCER
0.098361,0.055257,-0.10234,-0.628571,-0.613333,-0.642276,-0.993517,0.557895,-0.957158,-0.932768,NON_ULCER
0.254098,0.217641,-0.04746,-0.671429,-0.586667,-0.382114,-0.998801,0.6,-0.904497,-0.909281,NON_ULCER
0.229508,0.134539,-0.04211,-0.657143,-0.586667,-0.390244,-0.998219,0.6,-0.929339,-0.937758,NON_ULCER
0.02459,-0.104857,-0.196489,-0.6,-0.653333,-0.097561,-0.996099,0.494737,-0.876987,-0.894975,NON_ULCER
0.172131,0.18034,-0.02079,-0.671429,-0.586667,-0.162602,-0.998197,0.621053,-0.936311,-0.935649,NON_ULCER
-0.057377,-0.07799,-0.239966,-0.628571,-0.68,-0.227642,-0.996981,0.536842,-0.91833,-0.886883,NON_ULCER
0.295082,0.187955,-0.014852,-0.657143,-0.573333,-0.154472,-0.998243,0.6,-0.934442,-0.925698,NON_ULCER
0.081967,-0.051404,-0.094977,-0.628571,-0.613333,-0.569106,-0.994764,0.536842,-0.913341,-0.89377,NON_ULCER
0.254098,0.228298,-0.049021,-0.671429,-0.586667,-0.186992,-0.99768,0.6,-0.961659,-0.944678,NON_ULCER
0.188525,0.139034,-0.040293,-0.657143,-0.586667,-0.479675,-0.99621,0.6,-0.924431,-0.924202,NON_ULCER
0.090164,0.052836,-0.081461,-0.628571,-0.613333,-0.406504,-0.996534,0.557895,-0.933765,-0.897426,NON_ULCER
0.245902,0.208816,-0.06626,-0.685714,-0.6,-0.219512,-0.998518,0.621053,-0.962077,-0.943995,NON_ULCER
0.213115,0.134751,-0.06684,-0.642857,-0.6,-0.439024,-0.99882,0.578947,-0.970992,-0.951374,NON_ULCER
0.147541,0.162108,-0.071787,-0.657143,-0.6,-0.235772,-0.998535,0.6,-0.94022,-0.216643,NON_ULCER
0.016393,-0.033832,-0.116994,-0.628571,-0.626667,-0.04065,-0.997178,0.536842,-0.882768,-0.887799,NON_ULCER
-0.270492,-0.368111,-0.208743,-0.571429,-0.693333,-0.121951,-0.996037,0.389474,-0.981182,-0.3073,NON_ULCER
-0.155738,-0.172164,-0.266471,-0.628571,-0.693333,-0.666667,-0.98623,0.515789,-0.915121,-0.896337,NON_ULCER
-0.295082,-0.352618,-0.225487,-0.614286,-0.666667,-0.560976,-0.996947,0.452632,-0.968985,-0.915587,NON_ULCER
0.008197,-0.044385,-0.21148,-0.6,-0.653333,-0.170732,-0.995535,0.515789,-0.841235,-0.819527,NON_ULCER
0.131148,0.079744,-0.167004,-0.614286,-0.64,-0.284553,-0.994103,0.536842,-0.678711,-0.889546,NON_ULCER
-0.098361,-0.20773,-0.225967,-0.628571,-0.666667,-0.707317,-0.998271,0.494737,-0.979351,-0.896282,NON_ULCER
-0.147541,-0.268874,-0.169351,-0.571429,-0.64,0.00813,-0.994471,0.431579,-0.9752,-0.28218,NON_ULCER
0,-0.115077,-0.151456,-0.6,-0.64,-0.357724,-0.995027,0.494737,-0.853759,-0.913233,NON_ULCER
0.180328,0.117806,-0.448781,-0.571429,-0.773333,-0.292683,-0.992097,0.473684,-0.95088,-0.929849,ULCER
0.02459,-0.049896,-0.475155,-0.557143,-0.773333,-0.211382,-0.988672,0.431579,-0.971218,-0.978363,ULCER
0.213115,0.228492,-0.466931,-0.728571,-0.773333,-0.796748,-0.975079,0.621053,-0.741815,-0.757767,ULCER
-0.57377,-0.567905,-0.345135,-0.571429,-0.68,-0.878049,-0.674127,0.305263,-0.115969,-0.941238,ULCER
