@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-8,10-41,43-72,75-77,79-103,105-130,132-146,148-158,160-185'

@attribute color_bgr_r_centroid numeric
@attribute color_lab_b_intensity2 numeric
@attribute color_norm_b_mean numeric
@attribute color_norm_g_mean numeric
@attribute color_norm_r_variance numeric
@attribute haralick_bgr_g_entropy numeric
@attribute haralick_luv_v_correlation numeric
@attribute haralick_lab_ab_contrast numeric
@attribute lbph_bgr_b_entropy numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
0.606695,-0.786667,0.411693,0.699337,-0.99979,0.021821,-0.351674,-0.974078,0.634655,0.195155,NON_ULCER
0.221757,-0.586667,0.170879,0.494307,-0.998762,0.301001,-0.356974,-0.961008,0.734666,-0.943385,NON_ULCER
0.213389,-0.533333,0.142575,0.539266,-0.996434,0.39158,-0.294872,-0.914339,0.687979,-0.945969,NON_ULCER
0.020921,-0.64,0.269921,0.622306,-0.995762,0.674367,-0.326443,-0.848692,0.510927,-0.711194,NON_ULCER
0.297071,-0.56,0.176006,0.609972,-0.997604,0.253102,-0.29028,-0.933576,0.657076,-0.964853,NON_ULCER
0.740586,-0.786667,0.412174,0.705299,-0.999759,0.151783,-0.424458,-0.978693,0.609897,0.317612,NON_ULCER
0.171548,-0.546667,0.147701,0.639363,-0.997639,0.458835,-0.274734,-0.951002,0.611773,-0.953742,NON_ULCER
0.330544,-0.613333,0.189321,0.483178,-0.99956,0.148264,-0.291572,-0.973344,0.600808,-0.93586,NON_ULCER
0.34728,-0.6,0.183076,0.480515,-0.999154,0.288893,-0.346523,-0.980245,0.669726,-0.960113,NON_ULCER
0.573222,-0.653333,0.26983,0.606862,-0.996776,0.474132,-0.399008,-0.945524,0.287607,-0.888414,NON_ULCER
0.029289,-0.573333,0.132226,0.706405,-0.99103,0.492384,-0.204826,-0.909595,0.653884,-0.932629,NON_ULCER
-0.179916,-0.546667,0.09388,0.658963,-0.997289,0.368687,-0.317744,-0.930471,0.743724,-0.938821,NON_ULCER
-0.07113,-0.706667,0.260233,0.656736,-0.979172,0.768766,-0.225701,-0.836701,0.411281,-0.532045,NON_ULCER
0.514644,-0.813333,0.4331,0.677425,-0.99983,0.505287,-0.528852,-0.965365,0.168083,-0.69585,NON_ULCER
0.598326,-0.8,0.415152,0.691459,-0.999869,-0.041443,-0.381438,-0.986543,0.609317,0.611571,NON_ULCER
0.205021,-0.626667,0.200614,0.4777,-0.999145,0.331835,-0.355452,-0.955401,0.707917,-0.938407,NON_ULCER
0.012552,-0.586667,0.22316,0.661189,-0.995285,0.483618,-0.171939,-0.874011,0.503322,-0.633589,NON_ULCER
0.121339,-0.586667,0.169236,0.523007,-0.997972,0.294571,-0.269604,-0.934698,0.80936,-0.949797,NON_ULCER
0.539749,-0.8,0.401203,0.672093,-0.996849,0.609623,-0.496437,-0.893334,0.07756,-0.603999,NON_ULCER
0.07113,-0.546667,0.119429,0.577861,-0.997489,0.504222,-0.290236,-0.920464,0.690267,-0.941785,NON_ULCER
0.631799,-0.786667,0.413593,0.702531,-0.999809,0.316973,-0.523634,-0.980073,0.456561,0.413085,NON_ULCER
0.054393,-0.533333,0.100825,0.649976,-0.995237,0.469719,-0.261454,-0.895836,0.59337,-0.970557,NON_ULCER
0.456067,-0.613333,0.192003,0.485045,-0.999253,0.123879,-0.368809,-0.965235,0.696639,-0.962269,NON_ULCER
0.481172,-0.613333,0.221166,0.543982,-0.997068,0.298349,-0.380365,-0.959671,0.351628,-0.952858,NON_ULCER
0.48954,-0.613333,0.206024,0.519615,-0.998052,0.169295,-0.392417,-0.973646,0.440158,-0.961397,NON_ULCER
-0.020921,-0.586667,0.176749,0.679106,-0.997879,0.599316,-0.211711,-0.931506,0.824357,-0.858146,NON_ULCER
0.615063,-0.8,0.421339,0.687754,-0.999812,0.05006,-0.415572,-0.955833,0.559627,-0.674476,NON_ULCER
0.640167,-0.786667,0.412625,0.689709,-0.999917,0.056737,-0.414542,-0.976364,0.646338,0.279674,NON_ULCER
0.364017,-0.586667,0.160952,0.504997,-0.998856,0.234723,-0.397739,-0.948888,0.683175,-0.952885,NON_ULCER
0.430962,-0.6,0.181777,0.489582,-0.999045,0.123215,-0.296844,-0.944489,0.617385,-0.933716,NON_ULCER
0.456067,-0.6,0.233797,0.618174,-0.986678,0.5713,-0.410457,-0.946042,0.366384,-0.922818,NON_ULCER
0.447699,-0.6,0.221574,0.652755,-0.994103,0.540106,-0.345011,-0.93418,0.205458,-0.916147,NON_ULCER
-0.656904,-0.573333,0.100517,0.884199,-0.971871,0.415306,-0.871427,-0.974552,0.401815,-0.980215,ULCER
-0.682008,-0.6,0.032902,0.804431,-0.971189,0.124086,-0.234266,-0.825832,0.643318,-0.856716,ULCER
-0.682008,-0.546667,-0.083801,0.755323,-0.98531,0.578839,-0.587696,-0.909207,0.749727,-0.939407,ULCER
-0.790795,-0.626667,0.098547,0.848768,-0.955819,0.301037,-0.266665,-0.843991,0.861444,-0.889963,ULCER
-0.589958,-0.533333,-0.027191,0.798638,-0.928616,0.523301,-0.633438,-0.915288,0.630965,-0.94137,ULCER
-0.748954,-0.6,0.032434,0.731142,-0.953751,-0.010904,-0.230464,-0.872113,0.791507,-0.903436,ULCER
-0.640167,-0.56,0.036694,0.813902,-0.955428,0.104704,-0.279585,-0.905842,0.694617,-0.944407,ULCER
-0.690377,-0.6,0.025881,0.831985,-0.952904,0.067214,-0.262826,-0.847096,0.809703,-0.742618,ULCER
-0.690377,-0.56,-0.115423,0.6543,-0.980034,0.070149,-0.235717,-0.858914,0.741206,-0.802052,ULCER
-0.732218,-0.586667,-0.015837,0.670685,-0.964004,0.1905,-0.27452,-0.851021,0.793159,-0.897581,ULCER
-0.682008,-0.573333,0.003383,0.765866,-0.990379,0.530415,-0.511805,-0.926373,0.663413,-0.935151,ULCER
-0.606695,-0.546667,-0.099667,0.699098,-0.987804,-0.099166,-0.235122,-0.914426,0.711031,-0.930664,ULCER
-0.606695,-0.56,-0.071484,0.714412,-0.954261,-0.050415,-0.245147,-0.884147,0.745769,-0.919037,ULCER
-0.67364,-0.56,-0.043059,0.748573,-0.980439,0.541628,-0.494405,-0.89273,0.579542,-0.584683,ULCER
-0.564854,-0.426667,-0.016356,0.827013,-0.940347,0.730285,-0.35914,-0.751041,0.712144,-0.734176,ULCER
-0.464435,-0.373333,-0.11282,0.796861,-0.911336,0.774194,-0.48842,-0.494749,0.515432,-0.813905,ULCER
-0.548117,-0.373333,-0.002307,0.818812,-0.890087,0.762311,-0.346128,-0.69251,0.639278,-0.749384,ULCER
-0.740586,-0.573333,-0.106245,0.725545,-0.962286,0.271526,-0.222037,-0.844249,0.724011,-0.925674,ULCER
-0.723849,-0.573333,-0.028448,0.759367,-0.971712,0.263949,-0.266131,-0.854429,0.674633,-0.893967,ULCER
-0.539749,-0.493333,-0.120955,0.86035,-0.905839,0.638095,-0.2705,-0.78615,0.74797,-0.655904,ULCER
-0.623431,-0.586667,0.12169,0.875725,-0.951641,0.788699,-0.39044,-0.73534,0.659738,-0.545001,ULCER
-0.807531,-0.56,-0.069227,0.797826,-0.943709,0.571136,-0.303037,-0.645237,0.776327,-0.724619,ULCER
-0.715481,-0.56,-0.183766,0.68673,-0.960831,0.255135,-0.264145,-0.850935,0.708266,-0.927264,ULCER
-0.707113,-0.56,-0.17217,0.650465,-0.986689,-0.193023,-0.232021,-0.914814,0.641805,-0.96056,ULCER
-0.740586,-0.573333,-0.017908,0.790708,-0.974842,0.182894,-0.222414,-0.85982,0.802658,-0.909352,ULCER
-0.774059,-0.573333,0.028406,0.819573,-0.969796,0.240483,-0.251669,-0.881516,0.605556,-0.85307,ULCER
-0.807531,-0.626667,0.200193,0.918689,-0.980866,0.294966,-0.265142,-0.895361,0.746896,-0.909647,ULCER
-0.698745,-0.613333,0.105913,0.917228,-0.956964,0.318966,-0.245296,-0.791412,0.842771,-0.849002,ULCER
-0.790795,-0.6,-0.122849,0.658467,-0.885615,0.351424,-0.271884,-0.733658,0.685797,-0.707296,ULCER
-0.690377,-0.533333,-0.19776,0.604369,-0.981089,0.063259,-0.237461,-0.888201,0.685374,-0.924437,ULCER
-0.740586,-0.573333,-0.074028,0.727281,-0.986155,0.167878,-0.204967,-0.870689,0.743417,-0.924492,ULCER
-0.573222,-0.56,0.004253,0.801419,-0.978599,0.615987,-0.939204,-0.970066,0.341282,-0.962609,ULCER
-0.67364,-0.6,0.046013,0.832468,-0.968204,0.218356,-0.233496,-0.864047,0.67992,-0.903455,ULCER
-0.8159,-0.613333,0.026812,0.834209,-0.980503,0.092192,-0.254601,-0.875434,0.686936,-0.912254,ULCER
-0.799163,-0.626667,0.181875,0.864085,-0.969435,0.11307,-0.235755,-0.879402,0.662522,-0.925483,ULCER
-0.690377,-0.613333,0.115482,0.891933,-0.924358,0.165875,-0.252691,-0.840885,0.803551,-0.732304,ULCER
-0.539749,-0.533333,-0.279694,0.543203,-0.923069,0.403363,-0.258039,-0.795898,0.742582,-0.654151,ULCER
-0.523013,-0.506667,-0.138022,0.768337,-0.985061,0.541047,-0.599822,-0.936984,0.618026,-0.938058,ULCER
-0.631799,-0.573333,-0.140977,0.729332,-0.973842,0.248282,-0.266715,-0.86698,0.716345,-0.822897,ULCER
-0.790795,-0.6,0.119881,0.876585,-0.972362,0.290732,-0.263599,-0.855464,0.759937,-0.871891,ULCER
-0.690377,-0.546667,-0.073297,0.808569,-0.989785,0.135109,-0.312295,-0.906489,0.650984,-0.928657,ULCER
-0.665272,-0.56,0.008218,0.840907,-0.974422,0.071284,-0.236884,-0.901702,0.554467,-0.951872,ULCER
-0.698745,-0.586667,0.075976,0.897701,-0.96231,0.069264,-0.270793,-0.812332,0.628913,-0.805241,ULCER
-0.48954,-0.413333,-0.390252,0.71132,-0.888378,0.599624,-0.51671,-0.796761,0.72536,-0.851836,ULCER
-0.497908,-0.36,-0.260639,0.851366,-0.984763,0.271295,0.137774,-0.785848,0.781417,-0.902414,ULCER
-0.573222,-0.48,-0.294266,0.800435,-0.979802,0.276798,-0.261818,-0.881731,0.695297,-0.913392,ULCER
-0.606695,-0.506667,-0.215541,0.73168,-0.961186,0.305169,-0.251872,-0.852617,0.713221,-0.884539,ULCER
-0.648536,-0.533333,-0.071197,0.74147,-0.953402,0.630693,-0.711237,-0.8992,0.598513,-0.811284,ULCER
-0.648536,-0.56,-0.006911,0.81405,-0.98615,0.14823,-0.285877,-0.93707,0.706546,-0.922963,ULCER
0.046025,-0.386667,-0.222109,0.407839,-0.996725,0.048334,-0.279426,-0.929953,0.671541,-0.954237,NON_ULCER
0.012552,-0.426667,-0.191266,0.355247,-0.996589,0.407357,-0.805398,-0.967306,0.565368,-0.294645,NON_ULCER
0.046025,-0.373333,-0.148922,0.476676,-0.990246,0.303169,-0.215498,-0.920852,0.708082,-0.907375,NON_ULCER
-0.037657,-0.32,-0.364722,0.478756,-0.994299,0.513293,-0.71919,-0.943712,0.615388,-0.97484,NON_ULCER
0.046025,-0.4,-0.177339,0.455865,-0.98311,0.449199,-0.304328,-0.897949,0.659965,-0.918186,NON_ULCER
-0.029289,-0.426667,-0.173657,0.446037,-0.980422,0.183278,-0.187685,-0.886562,0.733545,-0.520012,NON_ULCER
0.079498,-0.453333,0.020153,0.751392,-0.97238,0.708682,-0.150642,-0.784339,0.733809,-0.087016,NON_ULCER
0.096234,-0.546667,0.074834,0.49835,-0.986367,0.60861,-0.444098,-0.913735,0.32097,-0.901613,NON_ULCER
-0.221757,-0.4,-0.200264,0.430836,-0.919445,0.503947,-0.134686,-0.88846,0.423652,-0.895793,NON_ULCER
0.020921,-0.493333,0.028009,0.578632,-0.988592,0.518668,-0.418621,-0.873105,0.700307,-0.930495,NON_ULCER
-0.046025,-0.426667,-0.17416,0.465653,-0.98014,0.263458,-0.125677,-0.827514,0.678624,-0.902001,NON_ULCER
-0.062762,-0.453333,0.034422,0.80977,-0.968993,0.77362,-0.709675,-0.810132,0.501681,-0.807494,NON_ULCER
-0.497908,-0.44,-0.142512,0.870067,-0.954944,0.757468,-0.838156,-0.915892,-0.193315,-0.502289,NON_ULCER
0.372385,-0.586667,0.148366,0.509472,-0.995568,0.523114,-0.473842,-0.941254,0.748944,-0.920147,NON_ULCER
0.046025,-0.52,0.053032,0.497682,-0.995296,0.208311,-0.373637,-0.918954,0.603576,-0.894931,NON_ULCER
0.221757,-0.44,-0.086804,0.337282,-0.993536,0.030565,-0.12662,-0.935431,0.622972,-0.96914,NON_ULCER
0.171548,-0.426667,-0.10012,0.357918,-0.993596,0.23116,-0.519897,-0.95346,0.599661,-0.967372,NON_ULCER
0.146444,-0.466667,-0.035396,0.425392,-0.989448,0.192379,-0.156887,-0.913175,0.563911,0.303767,NON_ULCER
0.288703,-0.44,-0.034604,0.393305,-0.990687,0.328205,-0.194875,-0.923397,0.661867,-0.952534,NON_ULCER
0.355649,-0.493333,0.002964,0.40618,-0.996457,0.213235,-0.14607,-0.943669,0.698686,-0.950201,NON_ULCER
0.297071,-0.44,-0.069759,0.375243,-0.984658,0.295525,-0.133453,-0.911234,0.697778,-0.906939,NON_ULCER
-0.062762,-0.48,0.085982,0.812066,-0.979094,0.731797,-0.706961,-0.801074,0.544527,-0.765402,NON_ULCER
-0.807531,-0.52,0.008708,0.786715,-0.863289,0.184646,-0.35013,-0.758891,0.788794,-0.659412,NON_ULCER
0.481172,-0.6,0.201254,0.542282,-0.998991,0.637257,-0.852051,-0.963812,0.623697,-0.973461,NON_ULCER
0.263598,-0.546667,0.101563,0.466441,-0.986963,0.529758,-0.426748,-0.931722,0.496797,-0.875372,NON_ULCER
0.112971,-0.493333,0.038761,0.507492,-0.977203,0.237789,-0.389395,-0.907136,0.6568,-0.918026,NON_ULCER
0.087866,-0.48,-0.006583,0.445074,-0.989595,0.165884,-0.32182,-0.9284,0.61105,-0.920545,NON_ULCER
0.146444,-0.373333,-0.209853,0.280368,-0.992388,-0.497525,0.808207,-0.874873,0.75524,-0.941969,NON_ULCER
0.112971,-0.346667,-0.235315,0.415602,-0.986118,0.557598,-0.677741,-0.918092,0.581966,-0.740514,NON_ULCER
0.288703,-0.466667,-0.031513,0.391972,-0.997476,0.182971,-0.167122,-0.949923,0.725294,-0.958164,NON_ULCER
0.221757,-0.466667,-0.037727,0.379732,-0.985632,0.435263,-0.195241,-0.919084,0.68535,-0.899781,NON_ULCER
0.146444,-0.4,-0.108458,0.534161,-0.959244,0.640082,0.132459,-0.748582,0.601741,-0.879592,NON_ULCER
-0.012552,-0.346667,-0.25376,0.463564,-0.988256,0.394012,-0.414787,-0.92853,0.746442,-0.21897,NON_ULCER
0.205021,-0.453333,-0.044166,0.381272,-0.998155,0.023992,-0.184798,-0.971231,0.723566,-0.968606,NON_ULCER
0.179916,-0.453333,-0.070479,0.349343,-0.995667,0.098298,-0.147315,-0.961052,0.672634,-0.946191,NON_ULCER
-0.004184,-0.373333,-0.222427,0.419484,-0.99138,0.401725,-0.380995,-0.919041,0.604063,-0.916983,NON_ULCER
0.062762,-0.373333,-0.183592,0.416289,-0.99021,0.255868,-0.43669,-0.94561,0.703374,0.090971,NON_ULCER
0.171548,-0.44,-0.060797,0.371347,-0.99521,0.015387,-0.273598,-0.958464,0.665162,-0.971279,NON_ULCER
0.146444,-0.453333,-0.106504,0.344723,-0.995994,0.059841,-0.355939,-0.923699,0.697168,-0.96761,NON_ULCER
0.112971,-0.413333,-0.0922,0.562126,-0.963003,0.638346,-0.69976,-0.859044,0.558741,-0.872941,NON_ULCER
0.16318,-0.4,-0.173485,0.332201,-0.968104,0.445137,-0.156329,-0.812461,0.65672,-0.876356,NON_ULCER
0.096234,-0.426667,-0.14778,0.368929,-0.987851,0.427302,-0.288594,-0.924605,0.657218,-0.92184,NON_ULCER
0.062762,-0.373333,-0.222452,0.419704,-0.988974,0.153344,-0.174502,-0.913002,0.655645,-0.769003,NON_ULCER
0.213389,-0.453333,-0.076796,0.45123,-0.972626,0.397879,-0.31685,-0.833553,0.408629,-0.902806,NON_ULCER
0.104603,-0.373333,-0.146168,0.453015,-0.982616,0.408223,-0.524613,-0.921068,0.669912,-0.890471,NON_ULCER
0.046025,-0.373333,-0.220891,0.284997,-0.970806,0.450389,-0.363413,-0.904678,0.649166,-0.911271,NON_ULCER
0.012552,-0.373333,-0.264485,0.40451,-0.996608,0.305346,-0.599533,-0.955229,0.74819,-0.08627,NON_ULCER
0.154812,-0.373333,-0.10873,0.467024,-0.992195,0.255724,-0.25229,-0.873795,0.674407,-0.946539,NON_ULCER
0.112971,-0.293333,-0.397594,0.420149,-0.982096,0.323215,-0.301267,-0.885225,0.545183,-0.900277,NON_ULCER
-0.171548,-0.373333,-0.466048,-0.268526,-0.95947,-0.289219,-0.245749,-0.948155,0.351006,-0.978429,ULCER
0.121339,-0.586667,0.14757,0.44232,-0.998882,0.129497,-0.364734,-0.960146,0.517781,-0.905475,ULCER
0.046025,-0.52,0.055369,0.332879,-0.997512,0.525424,-0.857055,-0.978304,0.526604,-0.976519,ULCER
0.029289,-0.506667,-0.045648,0.362361,-0.977135,0.400284,-0.401952,-0.937544,0.112844,-0.935301,ULCER
-0.188285,-0.4,-0.399394,-0.001861,-0.829355,0.370254,-0.246797,-0.933663,0.395148,-0.938982,ULCER
-0.297071,-0.426667,-0.487576,-0.270363,-0.973256,0.385885,-0.701707,-0.967521,0.637659,-0.920627,ULCER
-0.288703,-0.426667,-0.473957,-0.320318,-0.940265,0.190548,-0.645726,-0.956781,0.632725,-0.942418,ULCER
0.121339,-0.533333,0.09157,0.401838,-0.993669,0.33765,-0.389291,-0.940909,0.498127,-0.963891,ULCER
0.338912,-0.68,0.25532,0.482506,-0.995212,0.553277,-0.61355,-0.934137,0.44813,-0.934245,ULCER
0.096234,-0.6,0.128622,0.428967,-0.971425,0.605808,-0.404866,-0.912269,0.184399,-0.859579,ULCER
-0.171548,-0.413333,-0.296539,0.053423,-0.858334,0.38209,-0.12052,-0.910026,0.314715,-0.880237,ULCER
-0.330544,-0.44,-0.352304,-0.217744,-0.924263,0.476365,-0.710271,-0.942677,0.553579,-0.912297,ULCER
0.246862,-0.693333,0.310235,0.471252,-0.987068,0.708615,-0.515423,-0.889366,0.467265,-0.874785,ULCER
-0.456067,-0.546667,-0.163118,-0.067913,-0.881382,0.676364,-0.811784,-0.920421,0.225747,-0.924258,ULCER
0.213389,-0.56,0.121665,0.472345,-0.99728,0.459346,-0.340652,-0.937329,0.48785,-0.88507,ULCER
0.037657,-0.466667,-0.07084,0.103859,-0.868157,0.701279,-0.638937,-0.925079,-0.138819,-0.810433,ULCER
0.121339,-0.6,0.245589,0.46689,-0.959763,0.661249,-0.520088,-0.815955,0.571459,-0.858906,ULCER
0.087866,-0.68,0.257938,0.418524,-0.980345,0.593529,-0.398036,-0.927581,0.361671,-0.856575,ULCER
-0.054393,-0.626667,0.118663,0.274834,-0.965825,0.418118,-0.125732,-0.902478,0.272979,-0.850114,ULCER
-0.020921,-0.573333,0.046228,0.174725,-0.969815,0.420263,-0.278077,-0.922836,0.417468,-0.906426,ULCER
-0.506276,-0.466667,-0.603962,-0.449829,-0.451265,0.274694,0.199147,-0.836011,0.318775,-0.876136,ULCER
0.313808,-0.6,0.164296,0.465707,-0.996273,0.223196,-0.36457,-0.954495,0.566655,-0.955049,ULCER
0.087866,-0.72,0.187638,0.407542,-0.965075,0.659661,-0.595346,-0.913779,0.310818,-0.792008,ULCER
0.154812,-0.533333,0.055974,0.324556,-0.978363,0.577074,-0.66518,-0.874356,0.163405,-0.930031,ULCER
0.16318,-0.64,0.169106,0.384788,-0.988709,0.550019,-0.535002,-0.943324,0.253978,-0.880973,ULCER
0.012552,-0.573333,0.074164,0.250664,-0.989106,0.287691,-0.322411,-0.946689,0.451094,-0.921452,ULCER
-0.221757,-0.493333,-0.245956,-0.150021,-0.766512,0.388017,-0.231157,-0.902176,-0.021142,-0.883484,ULCER
0.087866,-0.48,-0.052567,0.248845,-0.980769,0.150554,-0.219588,-0.89713,0.461628,-0.951671,ULCER
0.129707,-0.44,-0.028212,0.260279,-0.991216,0.163498,-0.245496,-0.926934,0.667676,-0.901568,ULCER
0.020921,-0.546667,0.034545,0.235052,-0.992754,0.141752,-0.329459,-0.951347,0.658525,-0.924736,ULCER
0.029289,-0.413333,-0.110599,0.069849,-0.841562,0.488978,-0.248314,-0.906877,0.269702,-0.911368,ULCER
-0.112971,-0.36,-0.328013,-0.152785,-0.894542,0.197355,-0.215334,-0.914382,0.456533,-0.956189,ULCER
-0.171548,-0.373333,-0.465696,-0.275881,-0.969016,0.050082,-0.242557,-0.944403,0.6686,-0.940303,ULCER
0.079498,-0.506667,-0.008836,0.224399,-0.985292,0.117679,-0.250245,-0.9328,0.617947,-0.940276,ULCER
0.154812,-0.56,0.07388,0.332506,-0.993119,0.454642,-0.527876,-0.956436,0.567234,-0.892674,ULCER
0.020921,-0.506667,-0.045147,0.174545,-0.935237,0.515561,-0.257414,-0.924605,0.306565,-0.917112,ULCER
-0.138075,-0.373333,-0.399081,-0.160363,-0.919873,0.140455,-0.22908,-0.928573,0.362177,-0.960529,ULCER
-0.087866,-0.346667,-0.493439,-0.22384,-0.973035,0.042075,-0.468545,-0.959413,0.378827,-0.970517,ULCER
-0.213389,-0.36,-0.483524,-0.202821,-0.981672,-0.201415,-0.256822,-0.944187,0.52607,-0.936252,ULCER
0.087866,-0.586667,0.141073,0.39788,-0.995038,0.187716,-0.295852,-0.939658,0.579908,-0.881933,ULCER
0.154812,-0.56,0.073356,0.316058,-0.994109,0.498672,-0.829105,-0.977097,0.334485,-0.97772,ULCER
0.087866,-0.506667,-0.026001,0.1923,-0.97737,0.317051,-0.263871,-0.948673,0.564693,-0.937778,ULCER
-0.087866,-0.466667,-0.191706,0.064652,-0.833242,0.377158,-0.20435,-0.927797,0.380579,-0.918122,ULCER
-0.171548,-0.36,-0.519405,-0.23707,-0.977008,-0.205291,-0.224537,-0.952727,0.499504,-0.965183,ULCER
-0.16318,-0.373333,-0.469141,-0.201773,-0.976731,-0.243434,-0.23153,-0.949406,0.393324,-0.984629,ULCER
-0.288703,-0.413333,-0.524616,-0.348283,-0.916421,0.458917,-0.607827,-0.956393,0.555629,-0.886481,ULCER
0.062762,-0.586667,0.119158,0.399103,-0.997116,-0.073491,-0.323346,-0.953892,0.516758,-0.934282,ULCER
0.096234,-0.573333,0.057558,0.247999,-0.98397,0.425546,-0.394597,-0.94781,0.421915,-0.95816,ULCER
0.037657,-0.506667,-0.020665,0.226192,-0.974767,0.243074,-0.208211,-0.929953,0.296122,-0.900761,ULCER
-0.213389,-0.4,-0.307075,0.017374,-0.727608,0.432774,-0.3343,-0.933533,0.410013,-0.942907,ULCER
0.062762,-0.52,0.026161,0.188776,-0.975106,0.314238,-0.261284,-0.944489,0.492412,-0.948253,NON_ULCER
0.087866,-0.533333,0.016405,0.280728,-0.992131,0.139816,-0.290138,-0.947292,0.480901,-0.944871,NON_ULCER
0.313808,-0.533333,0.079281,0.447754,-0.990535,0.340119,-0.321625,-0.956825,0.435309,-0.942056,NON_ULCER
0.230126,-0.546667,0.056669,0.358087,-0.995971,0.058401,-0.334649,-0.946387,0.533187,-0.015826,NON_ULCER
0.405858,-0.4,0.04193,0.588956,-0.993021,0.42518,-0.376148,-0.951261,0.692691,-0.929141,NON_ULCER
0.34728,-0.52,0.084,0.518492,-0.995726,0.398357,-0.330073,-0.949535,0.366264,-0.936128,NON_ULCER
0.129707,-0.52,0.058689,0.485716,-0.99233,0.46122,-0.309693,-0.9529,0.189762,-0.848156,NON_ULCER
0.087866,-0.52,0.034431,0.2071,-0.981257,0.211762,-0.245039,-0.925985,0.629597,-0.958718,NON_ULCER
0.146444,-0.52,0.074702,0.34137,-0.996693,0.487241,-0.738249,-0.971446,0.340301,-0.929452,NON_ULCER
0.34728,-0.546667,0.105689,0.441933,-0.987867,0.424518,-0.32648,-0.954107,0.422429,-0.934806,NON_ULCER
0.271967,-0.453333,0.002741,0.462435,-0.99544,0.144428,-0.37859,-0.952684,0.265796,0.119759,NON_ULCER
0.464435,-0.466667,0.066127,0.592567,-0.993973,0.542117,-0.635429,-0.955703,0.569818,-0.907508,NON_ULCER
0.372385,-0.466667,0.019297,0.581755,-0.995003,0.565289,-0.312183,-0.936423,0.660557,-0.843673,NON_ULCER
0.129707,-0.48,0.034476,0.537081,-0.988849,0.536977,-0.302909,-0.952598,0.416535,-0.892553,NON_ULCER
-0.004184,-0.573333,0.062648,0.178824,-0.987762,0.565005,-0.421074,-0.933274,0.587506,-0.916104,NON_ULCER
0.129707,-0.653333,0.14476,0.348628,-0.975883,0.63966,-0.294774,-0.871423,0.651029,-0.779217,NON_ULCER
0.271967,-0.586667,0.145107,0.433305,-0.993275,0.440945,-0.36068,-0.942505,0.219088,-0.934326,NON_ULCER
0.422594,-0.68,0.248522,0.441278,-0.997389,0.208809,-0.424443,-0.945093,0.603672,-0.950418,NON_ULCER
0.389121,-0.586667,0.144285,0.504911,-0.996315,0.367385,-0.484791,-0.957946,0.436662,0.211863,NON_ULCER
0.372385,-0.426667,-0.006424,0.608704,-0.991575,0.602598,-0.342065,-0.939399,0.553499,-0.893465,NON_ULCER
0.338912,-0.466667,0.058063,0.575869,-0.99387,0.231154,-0.307798,-0.950484,0.493346,-0.930879,NON_ULCER
0.129707,-0.466667,0.005444,0.519648,-0.997217,0.358135,-0.2783,-0.953331,0.60745,-0.904148,NON_ULCER
0.138075,-0.533333,0.049041,0.271315,-0.995789,0.080701,-0.28169,-0.93129,0.706769,-0.957203,NON_ULCER
0.171548,-0.546667,0.098035,0.344459,-0.989286,0.712705,-0.829933,-0.961655,-0.267607,-0.933937,NON_ULCER
0.523013,-0.48,0.086567,0.578069,-0.998047,0.292369,-0.145938,-0.926805,0.664802,-0.918027,NON_ULCER
0.230126,-0.306667,-0.297471,0.405848,-0.990786,0.364647,-0.321501,-0.93129,0.625282,-0.86945,NON_ULCER
0.07113,-0.32,-0.430191,0.255585,-0.907427,0.562996,-0.132942,-0.92275,0.486054,-0.828566,NON_ULCER
0.087866,-0.613333,0.184313,0.374866,-0.978549,0.694369,-0.912878,-0.963208,0.492429,-0.794729,NON_ULCER
0.062762,-0.466667,0.02843,0.171492,-0.900215,0.582333,-0.441477,-0.884794,0.40934,-0.888803,NON_ULCER
0.271967,-0.573333,0.085654,0.322022,-0.989874,0.257575,-0.237503,-0.93996,0.436435,0.049136,NON_ULCER
0.556485,-0.506667,0.095742,0.534349,-0.987943,0.557745,-0.400884,-0.933274,0.464181,-0.900674,NON_ULCER
0.481172,-0.426667,-0.032389,0.495364,-0.974855,0.670993,-0.016363,-0.872415,0.373694,-0.781936,NON_ULCER
-0.079498,-0.32,-0.463431,0.224095,-0.917517,0.664713,-0.666248,-0.947292,0.440429,-0.857697,NON_ULCER
0.104603,-0.506667,-0.019562,0.234438,-0.994115,0.220254,-0.285771,-0.931075,0.620004,-0.871322,NON_ULCER
0.221757,-0.546667,0.04693,0.28222,-0.994922,0.415372,-0.642375,-0.964847,0.290168,0.342011,NON_ULCER
0.531381,-0.48,0.114105,0.600383,-0.990989,0.520388,-0.185537,-0.925381,0.426749,-0.928401,NON_ULCER
0.447699,-0.4,-0.044903,0.52501,-0.983244,0.419909,0.339582,-0.905368,0.555188,-0.824906,NON_ULCER
0.138075,-0.346667,-0.272767,0.35121,-0.901346,0.718651,-0.755689,-0.940089,0.238328,-0.819112,NON_ULCER
-0.104603,-0.373333,-0.345304,0.131055,-0.983009,0.506842,-0.545589,-0.91697,0.614157,-0.860653,NON_ULCER
0.079498,-0.52,0.032226,0.31641,-0.99331,0.382233,-0.493576,-0.93349,0.677708,-0.910155,NON_ULCER
