@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-8,10-41,43-72,75-77,79-103,105-130,132-146,148-158,160-185'

@attribute color_bgr_r_centroid numeric
@attribute color_lab_b_intensity2 numeric
@attribute color_norm_b_mean numeric
@attribute color_norm_g_mean numeric
@attribute color_norm_r_variance numeric
@attribute haralick_bgr_g_entropy numeric
@attribute haralick_luv_v_correlation numeric
@attribute haralick_lab_ab_contrast numeric
@attribute lbph_bgr_b_entropy numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.037657,-0.533333,-0.010694,0.377375,-0.972937,0.689054,-0.321513,-0.839074,0.720035,-0.760884,ULCER
-0.046025,-0.506667,-0.018371,0.179061,-0.961348,0.594945,-0.381241,-0.842524,0.817438,-0.914722,ULCER
-0.280335,-0.546667,-0.048734,0.285098,-0.946996,0.704494,-0.807345,-0.880912,0.759979,-0.80789,ULCER
-0.631799,-0.72,0.214897,0.184538,-0.697341,0.452768,0.006617,-0.5431,0.802302,-0.807403,ULCER
-0.824268,-0.746667,0.595946,0.086961,-0.84261,0.338506,-0.166707,-0.729733,0.818363,-0.881075,ULCER
-0.380753,-0.586667,0.360907,0.376777,-0.929836,0.693149,-0.427832,-0.532274,0.775834,-0.794364,ULCER
-0.213389,-0.706667,0.474504,0.363052,-0.962959,0.786061,-0.486328,-0.753801,0.858461,-0.784646,ULCER
-0.205021,-0.773333,0.447285,0.350742,-0.966007,0.745272,-0.497267,-0.814661,0.845311,-0.882416,ULCER
0.439331,-0.666667,0.289084,0.618574,-0.99923,0.413231,-0.436569,-0.957989,0.862162,-0.957631,NON_ULCER
0.497908,-0.653333,0.277033,0.637796,-0.999304,0.269744,-0.346958,-0.958119,0.932686,-0.975096,NON_ULCER
0.606695,-0.653333,0.271192,0.620858,-0.999543,0.210965,-0.299775,-0.966831,0.959899,-0.960714,NON_ULCER
0.589958,-0.613333,0.231059,0.573586,-0.992588,0.564131,-0.268107,-0.884664,0.87429,-0.961954,NON_ULCER
0.598326,-0.626667,0.231082,0.565444,-0.9947,0.619857,-0.414329,-0.911838,0.894139,-0.931369,NON_ULCER
0.456067,-0.653333,0.225949,0.438076,-0.99882,0.654386,-0.815984,-0.947508,0.659987,-0.948571,NON_ULCER
-0.305439,-0.706667,0.243636,0.16746,-0.990065,0.208747,-0.153074,-0.828118,0.687445,-0.921221,NON_ULCER
0.263598,-0.666667,0.250538,0.284596,-0.983505,0.731137,-0.306686,-0.723565,0.926544,-0.925346,NON_ULCER
-0.012552,-0.68,0.22119,0.292244,-0.993776,0.337752,-0.256209,-0.902694,0.749419,-0.064548,NON_ULCER
0.430962,-0.653333,0.226262,0.432546,-0.997309,0.657254,-0.703576,-0.922966,0.775218,-0.927631,NON_ULCER
0.221757,-0.68,0.274309,0.468337,-0.989459,0.528866,-0.427716,-0.929306,0.674944,-0.922667,NON_ULCER
0.514644,-0.64,0.244038,0.531434,-0.996475,0.587824,-0.365848,-0.886433,0.858156,-0.947306,NON_ULCER
0.598326,-0.653333,0.2443,0.501263,-0.996772,0.538215,-0.338063,-0.882465,0.764282,-0.952826,NON_ULCER
0.67364,-0.653333,0.261267,0.555446,-0.994977,0.557688,-0.327329,-0.898208,0.779922,-0.91233,NON_ULCER
0.67364,-0.653333,0.25828,0.564519,-0.997215,0.395393,-0.312843,-0.897475,0.882463,-0.973002,NON_ULCER
0.715481,-0.653333,0.268499,0.589393,-0.999092,0.45108,-0.338537,-0.923181,0.900109,-0.943651,NON_ULCER
0.690377,-0.64,0.263362,0.578135,-0.998508,0.464252,-0.306313,-0.897173,0.887529,-0.960157,NON_ULCER
0.665272,-0.653333,0.262618,0.574926,-0.999261,0.407959,-0.324194,-0.919515,0.912067,0.491546,NON_ULCER
0.447699,-0.653333,0.275458,0.610786,-0.998868,0.286337,-0.320016,-0.959067,0.843186,-0.956577,NON_ULCER
0.514644,-0.653333,0.27495,0.609844,-0.999404,0.285585,-0.295605,-0.951088,0.792738,-0.952209,NON_ULCER
0.573222,-0.653333,0.246864,0.58469,-0.995021,0.422638,-0.290039,-0.902694,0.817706,-0.943381,NON_ULCER
0.430962,-0.64,0.215546,0.454066,-0.997628,0.640333,-0.748566,-0.917488,0.563616,-0.888473,NON_ULCER
0.414226,-0.64,0.194957,0.287618,-0.980896,0.654937,-0.246054,-0.85404,0.809281,-0.897423,NON_ULCER
0.389121,-0.653333,0.193801,0.262506,-0.974819,0.669075,-0.233201,-0.828506,0.876712,-0.929977,NON_ULCER
-0.171548,-0.693333,0.228217,0.118784,-0.997073,0.20784,-0.469637,-0.915892,0.611579,-0.339118,NON_ULCER
-0.029289,-0.666667,0.197646,0.117233,-0.996022,0.243625,-0.45341,-0.942548,0.692914,-0.387277,NON_ULCER
0.087866,-0.693333,0.278438,0.415089,-0.988827,0.535137,-0.439426,-0.927322,0.71547,-0.935073,NON_ULCER
0.464435,-0.653333,0.215353,0.350569,-0.988875,0.689036,-0.421294,-0.870905,0.630233,-0.942048,NON_ULCER
0.648536,-0.653333,0.25368,0.540107,-0.996573,0.560526,-0.249002,-0.884104,0.863471,-0.93758,NON_ULCER
0.548117,-0.653333,0.257738,0.535058,-0.996239,0.584614,-0.288007,-0.895232,0.76817,-0.941823,NON_ULCER
0.598326,-0.653333,0.261781,0.554906,-0.999265,0.346981,-0.322608,-0.932714,0.882042,0.376521,NON_ULCER
0.456067,-0.653333,0.263955,0.575523,-0.998514,0.216051,-0.291861,-0.948586,0.781756,-0.931327,NON_ULCER
0.497908,-0.653333,0.274691,0.601775,-0.998699,0.252485,-0.319176,-0.939356,0.764345,-0.972539,NON_ULCER
0.523013,-0.653333,0.25349,0.558133,-0.997717,0.466891,-0.304837,-0.908258,0.707904,-0.9223,NON_ULCER
0.34728,-0.653333,0.196402,0.278673,-0.980389,0.680738,-0.409613,-0.860855,0.68064,-0.893356,NON_ULCER
-0.079498,-0.653333,0.24085,0.056885,-0.977538,0.399656,-0.413446,-0.909379,0.607944,-0.806272,NON_ULCER
0.087866,-0.666667,0.212346,0.14466,-0.995961,0.298938,-0.449949,-0.958032,0.486771,-0.10939,NON_ULCER
0.138075,-0.72,0.314722,0.487384,-0.997271,0.330555,-0.481327,-0.932886,0.915206,-0.979301,NON_ULCER
0.104603,-0.693333,0.278314,0.391656,-0.977863,0.576605,-0.57991,-0.92771,0.39221,-0.944673,NON_ULCER
0.046025,-0.706667,0.242285,0.195675,-0.996066,0.193914,-0.328979,-0.92426,0.766991,-0.933965,NON_ULCER
0.221757,-0.653333,0.207595,0.275367,-0.987438,0.658915,-0.299615,-0.884837,0.525081,-0.907066,NON_ULCER
0.514644,-0.666667,0.240184,0.453529,-0.997019,0.668998,-0.774001,-0.951864,0.488551,-0.933213,NON_ULCER
0.497908,-0.666667,0.262535,0.525787,-0.998924,0.419264,-0.376721,-0.948845,0.590316,0.32837,NON_ULCER
0.372385,-0.653333,0.253735,0.53895,-0.998613,0.442147,-0.616967,-0.955186,0.838233,-0.942806,NON_ULCER
0.439331,-0.653333,0.254534,0.543807,-0.998539,0.246408,-0.284673,-0.921887,0.798671,-0.954515,NON_ULCER
0.34728,-0.653333,0.236896,0.44718,-0.997308,0.542414,-0.373286,-0.908732,0.675167,-0.918664,NON_ULCER
0.104603,-0.666667,0.23465,0.2101,-0.999204,0.57215,-0.936227,-0.985809,0.484768,0.028566,NON_ULCER
0.205021,-0.733333,0.344726,0.548869,-0.999049,0.384316,-0.476709,-0.955703,0.797768,-0.971554,NON_ULCER
0.171548,-0.72,0.310984,0.487001,-0.982974,0.517335,-0.462622,-0.931808,0.753659,-0.956643,NON_ULCER
0.096234,-0.72,0.311966,0.440718,-0.982065,0.613296,-0.445894,-0.908732,0.674675,-0.917827,NON_ULCER
-0.012552,-0.706667,0.257691,0.175877,-0.995652,0.208675,-0.320292,-0.926934,0.732047,-0.966098,NON_ULCER
0.179916,-0.653333,0.226823,0.301487,-0.991344,0.654849,-0.439327,-0.896784,0.425696,-0.83343,NON_ULCER
0.414226,-0.666667,0.253353,0.450062,-0.998522,0.53416,-0.651221,-0.951174,0.555414,-0.262533,NON_ULCER
0.297071,-0.653333,0.252405,0.514907,-0.998437,0.276136,-0.395273,-0.948888,0.861517,-0.954657,NON_ULCER
0.338912,-0.666667,0.249057,0.45313,-0.996763,0.454012,-0.377163,-0.940391,0.762075,-0.947163,NON_ULCER
-0.046025,-0.666667,0.224685,0.039027,-0.985377,0.302452,-0.407708,-0.92633,0.683822,-0.845562,NON_ULCER
-0.037657,-0.706667,0.237079,0.091432,-0.992891,0.340814,-0.408949,-0.90774,0.648612,-0.635673,NON_ULCER
0.171548,-0.72,0.337354,0.563523,-0.99901,0.35092,-0.482065,-0.946904,0.921611,-0.979236,NON_ULCER
0.179916,-0.733333,0.350254,0.562553,-0.998708,0.259627,-0.469827,-0.952856,0.870985,-0.982509,NON_ULCER
0.154812,-0.733333,0.326765,0.47703,-0.981264,0.530554,-0.474172,-0.93418,0.727008,-0.985093,NON_ULCER
0.179916,-0.72,0.313479,0.43454,-0.980409,0.518767,-0.442448,-0.913735,0.540564,-0.981138,NON_ULCER
0.020921,-0.706667,0.264778,0.213199,-0.992203,0.254042,-0.428145,-0.945179,0.564657,-0.979933,NON_ULCER
0.079498,-0.68,0.234675,0.146247,-0.994251,0.265769,-0.435265,-0.925209,0.825092,-0.955799,NON_ULCER
0.305439,-0.666667,0.239076,0.41679,-0.997818,0.497742,-0.57755,-0.951347,0.62375,0.09752,NON_ULCER
0.305439,-0.666667,0.25986,0.496738,-0.993075,0.47785,-0.420323,-0.9306,0.772845,-0.9778,NON_ULCER
0.146444,-0.693333,0.244256,0.28076,-0.993583,0.452285,-0.343861,-0.921154,0.602863,-0.916325,NON_ULCER
0.037657,-0.666667,0.202843,0.155105,-0.98907,0.440488,-0.399232,-0.922534,0.670643,-0.854931,NON_ULCER
0.087866,-0.666667,0.227061,0.325657,-0.992796,0.582739,-0.780243,-0.944963,0.512398,0.086318,NON_ULCER
0.171548,-0.72,0.33889,0.589679,-0.998447,0.516241,-0.564347,-0.931506,0.848228,-0.984678,NON_ULCER
0.179916,-0.746667,0.347355,0.589039,-0.997343,0.356675,-0.501686,-0.934094,0.868693,-0.9714,NON_ULCER
0.196653,-0.733333,0.353542,0.55884,-0.998607,0.358317,-0.478293,-0.959499,0.861372,-0.962629,NON_ULCER
0.205021,-0.72,0.313691,0.472069,-0.976625,0.567231,-0.488634,-0.922491,0.611997,-0.971217,NON_ULCER
0.205021,-0.72,0.307328,0.423952,-0.991246,0.530838,-0.569542,-0.932757,0.583489,-0.950184,NON_ULCER
0.096234,-0.72,0.296997,0.361939,-0.988485,0.621778,-0.577123,-0.911148,0.631547,-0.941327,NON_ULCER
0.087866,-0.68,0.242919,0.276779,-0.995466,0.5039,-0.793151,-0.959801,0.345612,-0.979156,NON_ULCER
0.16318,-0.64,0.207019,0.379086,-0.998014,0.416974,-0.588725,-0.976967,0.632928,0.213961,NON_ULCER
0.079498,-0.68,0.232611,0.163494,-0.996335,0.236117,-0.414892,-0.925769,0.823976,-0.97004,NON_ULCER
0.213389,-0.666667,0.252133,0.43842,-0.991571,0.493576,-0.384793,-0.933404,0.718426,-0.945958,NON_ULCER
0.054393,-0.666667,0.221217,0.170408,-0.996426,0.408765,-0.547533,-0.907999,0.756886,-0.954744,NON_ULCER
-0.029289,-0.666667,0.224634,0.275333,-0.962018,0.737573,-0.677333,-0.699627,0.632948,-0.973068,NON_ULCER
0.112971,-0.68,0.260244,0.422291,-0.982178,0.748518,-0.752189,-0.729,0.778627,-0.238534,NON_ULCER
-0.121339,-0.706667,0.282178,0.12916,-0.992976,0.362987,-0.307439,-0.908991,0.744951,-0.872655,NON_ULCER
-0.104603,-0.706667,0.251238,0.204009,-0.996851,0.390763,-0.339607,-0.947465,0.693555,-0.883524,NON_ULCER
0.096234,-0.653333,0.221449,0.314306,-0.998089,0.55685,-0.777817,-0.958981,0.622945,-0.720959,NON_ULCER
0.263598,-0.666667,0.24172,0.464744,-0.993798,0.481287,-0.400182,-0.927063,0.735487,-0.944597,NON_ULCER
-0.112971,-0.706667,0.262659,0.146161,-0.99035,0.32804,-0.402962,-0.913002,0.79571,-0.885579,NON_ULCER
0.062762,-0.653333,0.210191,0.359809,-0.998298,0.581847,-0.9187,-0.986456,0.221132,-0.140018,NON_ULCER
0.154812,-0.666667,0.248324,0.431313,-0.985537,0.641432,-0.417126,-0.922276,0.506088,-0.926939,NON_ULCER
-0.67364,-0.64,0.137162,0.584995,-0.957797,0.464883,-0.32395,-0.876901,0.704693,-0.8873,ULCER
-0.874477,-0.64,0.083956,0.524198,-0.931138,0.157991,-0.314355,-0.848476,0.730717,-0.885124,ULCER
-0.690377,-0.6,0.156915,0.590899,-0.859493,0.713113,-0.60885,-0.871552,0.727156,-0.819173,ULCER
-0.874477,-0.653333,0.195435,0.482194,-0.775687,0.361964,-0.321373,-0.716319,0.862662,-0.858712,ULCER
-0.841004,-0.653333,0.110748,0.601377,-0.920236,-0.005604,-0.356188,-0.869525,0.68096,-0.910664,ULCER
-0.790795,-0.64,0.110886,0.58782,-0.965933,0.578526,-0.383665,-0.883155,0.84566,-0.875694,ULCER
-0.665272,-0.64,0.136843,0.598982,-0.994878,0.361363,-0.332933,-0.900321,0.872099,-0.953721,ULCER
-0.723849,-0.653333,0.27386,0.598089,-0.961302,0.768581,-0.620097,-0.908128,0.800656,-0.875568,ULCER
-0.48954,-0.733333,0.372821,0.633733,-0.990697,0.822048,-0.477324,-0.895749,0.770202,-0.790116,ULCER
-0.548117,-0.626667,0.2618,0.662999,-0.983683,0.662501,-0.335603,-0.882206,0.830393,-0.916506,ULCER
-0.556485,-0.653333,0.20952,0.634701,-0.977929,0.55605,-0.435144,-0.910199,0.902109,-0.875245,ULCER
-0.740586,-0.56,-0.161614,0.395049,-0.969227,0.342104,-0.295186,-0.748496,0.753207,-0.776472,ULCER
-0.832636,-0.64,0.047005,0.499515,-0.971407,-0.093617,-0.348919,-0.86987,0.647435,-0.966236,ULCER
-0.690377,-0.64,0.059952,0.541637,-0.940538,0.496081,-0.335468,-0.855464,0.804262,-0.848585,ULCER
-0.715481,-0.653333,0.21296,0.592445,-0.967237,0.501271,-0.356089,-0.871682,0.930616,-0.899163,ULCER
-0.707113,-0.626667,0.11533,0.491767,-0.949768,0.653111,-0.420972,-0.841661,0.936071,-0.867477,ULCER
-0.615063,-0.64,0.203713,0.584988,-0.979585,0.764701,-0.486238,-0.888805,0.803456,-0.927536,ULCER
-0.514644,-0.64,0.223975,0.602354,-0.985572,0.662127,-0.438682,-0.869439,0.804178,-0.818158,ULCER
0.029289,-0.52,-0.002795,0.561717,-0.979714,0.783628,-0.706664,-0.871121,0.446759,-0.50743,ULCER
-0.849372,-0.64,0.02982,0.483527,-0.961757,0.260203,-0.333771,-0.846018,0.797081,-0.868751,ULCER
-0.740586,-0.626667,0.015202,0.463979,-0.959665,0.31536,-0.325373,-0.886001,0.774254,-0.970177,ULCER
-0.8159,-0.64,0.136251,0.477678,-0.956593,0.435765,-0.35608,-0.85348,0.861161,-0.953697,ULCER
-0.472803,-0.666667,0.26106,0.602442,-0.988965,0.719309,-0.728599,-0.936854,0.651251,-0.893692,ULCER
-0.414226,-0.693333,0.297003,0.624715,-0.989436,0.816545,-0.44109,-0.877849,0.793633,-0.774376,ULCER
-0.824268,-0.653333,-0.152872,0.33522,-0.875048,0.166403,-0.393073,-0.732149,0.796913,-0.792431,ULCER
-0.849372,-0.653333,-0.092054,0.476908,-0.834223,0.098304,-0.358827,-0.836615,0.744835,-0.66937,ULCER
-0.447699,-0.52,-0.011767,0.642898,-0.99069,0.572549,-0.655208,-0.893248,0.759596,-0.874827,ULCER
-0.849372,-0.56,-0.142805,0.429795,-0.858033,0.065967,-0.359723,-0.739524,0.763668,-0.882228,ULCER
-0.8159,-0.64,0.149414,0.614853,-0.955729,0.641653,-0.430833,-0.807069,0.781592,-0.880356,ULCER
-0.648536,-0.586667,0.024152,0.564514,-0.942833,0.547437,-0.24007,-0.773987,0.764111,-0.763967,ULCER
-0.280335,-0.56,0.023551,0.657571,-0.984884,0.722698,-0.74361,-0.911104,0.602351,-0.721324,ULCER
-0.606695,-0.626667,0.059225,0.618282,-0.985937,0.486694,-0.403315,-0.86918,0.777909,-0.81156,ULCER
-0.447699,-0.546667,0.030902,0.644829,-0.986613,0.590109,-0.617608,-0.890056,0.764767,-0.853483,ULCER
-0.380753,-0.573333,0.115831,0.622429,-0.986015,0.746399,-0.706364,-0.916194,0.696643,-0.892424,ULCER
-0.76569,-0.546667,-0.244815,0.291115,-0.953104,0.390635,-0.278806,-0.737023,0.682686,-0.819425,ULCER
-0.288703,-0.466667,-0.188605,0.418525,-0.919085,0.683423,0.107032,-0.584032,0.817723,-0.784206,ULCER
-0.774059,-0.613333,-0.098165,0.482308,-0.868802,0.489305,-0.271185,-0.635834,0.801791,-0.777701,ULCER
-0.456067,-0.573333,0.1029,0.638083,-0.986668,0.779981,-0.458414,-0.878367,0.693756,-0.724325,ULCER
-0.606695,-0.573333,0.062004,0.518146,-0.972291,0.493614,-0.321458,-0.860942,0.756762,-0.890101,ULCER
-0.430962,-0.56,0.046131,0.579024,-0.978813,0.684772,-0.684957,-0.929867,0.829624,-0.882798,ULCER
-0.648536,-0.586667,0.003978,0.499374,-0.965715,0.461403,-0.271777,-0.811943,0.885664,-0.863517,ULCER
-0.48954,-0.64,0.219975,0.577895,-0.952088,0.759215,-0.478738,-0.815782,0.789501,-0.760766,ULCER
-0.523013,-0.546667,-0.17834,0.334528,-0.854999,0.497294,-0.308123,-0.682676,0.914607,-0.83374,ULCER
-0.171548,-0.4,-0.189079,0.443345,-0.904523,0.60734,-0.484263,-0.750092,0.88676,-0.78986,ULCER
-0.866109,-0.533333,-0.081369,0.436357,-0.791648,0.224575,-0.306545,-0.74483,0.772786,-0.800638,ULCER
-0.799163,-0.48,-0.097726,0.416861,-0.880812,0.350068,-0.329429,-0.726024,0.79369,-0.89979,ULCER
-0.690377,-0.573333,0.034528,0.541295,-0.856749,0.251745,-0.307629,-0.827212,0.829276,-0.918787,ULCER
-0.564854,-0.586667,0.008652,0.506959,-0.946976,0.593723,-0.418932,-0.819017,0.749069,-0.838601,ULCER
-0.899582,-0.653333,0.141562,0.557519,-0.931525,-0.152619,-0.270669,-0.842826,0.638536,-0.951604,ULCER
-0.715481,-0.6,0.013317,0.553051,-0.931535,0.613935,-0.47304,-0.821044,0.837376,-0.91876,ULCER
-0.832636,-0.64,0.029811,0.46872,-0.934641,0.287081,-0.326599,-0.864737,0.763085,-0.855537,ULCER
-0.497908,-0.586667,0.205944,0.580635,-0.939391,0.754618,-0.385074,-0.827126,0.81245,-0.828722,ULCER
-0.774059,-0.533333,-0.109604,0.454801,-0.911433,0.371384,-0.3381,-0.736764,0.731147,-0.707248,ULCER
-0.899582,-0.653333,0.059085,0.585738,-0.859153,0.290606,-0.324575,-0.800211,0.846921,-0.845399,ULCER
-0.882845,-0.653333,0.200382,0.545926,-0.762391,0.4203,-0.391447,-0.75117,0.772049,-0.93379,ULCER
-0.90795,-0.653333,0.073914,0.460598,-0.960585,-0.072392,-0.321743,-0.92633,0.673274,-0.965937,ULCER
-0.882845,-0.64,0.040592,0.543869,-0.969973,0.098037,-0.313012,-0.864133,0.737177,-0.96263,ULCER
-0.916318,-0.653333,0.168983,0.59269,-0.889714,0.009106,-0.343069,-0.831267,0.690899,-0.924566,ULCER
-0.941423,-0.666667,0.215697,0.59225,-0.910375,-0.217206,-0.344671,-0.841316,0.447163,-0.945098,ULCER
-0.891213,-0.64,0.012579,0.565806,-0.960021,-0.174581,-0.329514,-0.85059,0.618734,-0.967617,ULCER
-0.824268,-0.626667,-0.048035,0.485034,-0.96757,0.295335,-0.347586,-0.86051,0.805513,-0.90296,ULCER
-0.857741,-0.64,0.140765,0.467718,-0.834959,0.446437,-0.359166,-0.667925,0.745259,-0.641073,ULCER
-0.832636,-0.586667,0.0104,0.539776,-0.923134,0.300091,-0.369642,-0.77252,0.78419,-0.729393,ULCER
-0.849372,-0.64,0.049216,0.529022,-0.955502,0.167349,-0.365776,-0.890919,0.835742,-0.934594,ULCER
-0.874477,-0.64,0.070914,0.542748,-0.893132,0.354133,-0.347013,-0.873277,0.740469,-0.956124,ULCER
-0.849372,-0.64,0.072485,0.52191,-0.932681,0.318841,-0.33625,-0.867368,0.758125,-0.936248,ULCER
-0.891213,-0.653333,0.201246,0.542497,-0.893518,0.13465,-0.341628,-0.858224,0.865978,-0.958371,ULCER
-0.665272,-0.693333,0.334301,0.61817,-0.985853,0.675176,-0.390472,-0.875132,0.841308,-0.943721,ULCER
-0.029289,-0.52,0.011791,0.532611,-0.998581,0.140337,-0.227293,-0.933447,0.942339,-0.514367,NON_ULCER
-0.380753,-0.506667,-0.115002,0.625765,-0.99049,0.280988,-0.394337,-0.937717,0.757953,-0.948446,NON_ULCER
-0.464435,-0.466667,-0.140357,0.660145,-0.983232,0.419341,-0.265162,-0.890746,0.728845,-0.93876,NON_ULCER
-0.665272,-0.56,-0.19647,0.601588,-0.956183,0.576522,-0.486244,-0.864953,0.552573,-0.912883,NON_ULCER
-0.598326,-0.493333,-0.364034,0.228622,-0.946958,0.346103,-0.522335,-0.85404,0.790915,-0.923769,NON_ULCER
-0.129707,-0.506667,-0.116587,0.442113,-0.966387,0.298577,-0.047953,-0.827298,0.417918,-0.890186,NON_ULCER
-0.037657,-0.56,0.070066,0.461464,-0.990676,0.565551,-0.507268,-0.925166,0.941972,-0.860216,NON_ULCER
-0.146444,-0.413333,-0.164788,0.491756,-0.959426,0.623225,-0.427721,-0.789256,0.588719,-0.897902,NON_ULCER
0.012552,-0.52,0.049594,0.543807,-0.998881,0.400693,-0.436353,-0.963122,0.873424,-0.927782,NON_ULCER
-0.146444,-0.453333,-0.053526,0.682946,-0.952775,0.539505,-0.252695,-0.794777,0.5863,-0.916123,NON_ULCER
0.012552,-0.48,-0.014472,0.578921,-0.998107,0.523635,-0.721032,-0.947508,0.785508,0.139004,NON_ULCER
-0.121339,-0.386667,-0.097593,0.665785,-0.967672,0.57571,-0.449786,-0.844379,0.72774,-0.947326,NON_ULCER
0.037657,-0.546667,0.097859,0.557894,-0.99481,0.363142,-0.525644,-0.946387,0.702576,-0.912054,NON_ULCER
-0.171548,-0.453333,-0.076334,0.630362,-0.960279,0.609325,-0.264371,-0.825746,0.571825,-0.866752,NON_ULCER
-0.07113,-0.453333,-0.005573,0.695835,-0.974722,0.676456,-0.156466,-0.76122,0.624021,-0.799722,NON_ULCER
-0.046025,-0.466667,0.033339,0.684607,-0.975012,0.655946,-0.488607,-0.77554,0.734991,-0.897523,NON_ULCER
-0.246862,-0.52,-0.048904,0.400439,-0.989704,-0.029294,-0.124467,-0.935043,0.747224,-0.313969,NON_ULCER
-0.238494,-0.466667,-0.131339,0.632329,-0.996515,0.173188,-0.276965,-0.943583,0.855112,-0.937492,NON_ULCER
-0.447699,-0.493333,-0.076828,0.621097,-0.990867,0.398089,-0.304311,-0.902866,0.792364,-0.835458,NON_ULCER
-0.58159,-0.52,-0.081507,0.573269,-0.868703,0.439277,-0.504173,-0.897431,0.808472,-0.87094,NON_ULCER
-0.606695,-0.573333,-0.033966,0.597134,-0.889829,0.596642,-0.569054,-0.84054,0.673118,-0.95521,NON_ULCER
-0.648536,-0.493333,-0.206619,0.434263,-0.739399,0.446494,-0.522832,-0.861244,0.751219,-0.898248,NON_ULCER
-0.020921,-0.56,0.106036,0.486386,-0.996849,0.625918,-0.695955,-0.971058,0.933874,-0.971264,NON_ULCER
-0.615063,-0.506667,-0.313453,0.341701,-0.944802,0.514199,-0.60639,-0.885182,0.580615,-0.93738,NON_ULCER
0.012552,-0.533333,0.051515,0.549961,-0.998518,0.398076,-0.379052,-0.95993,0.866572,-0.933141,NON_ULCER
-0.330544,-0.466667,-0.194081,0.446628,-0.968705,0.471134,-0.250699,-0.885527,0.615438,-0.841711,NON_ULCER
-0.062762,-0.493333,0.000809,0.568501,-0.998153,0.210581,-0.396092,-0.951951,0.896655,-0.715637,NON_ULCER
-0.129707,-0.48,-0.117792,0.518762,-0.981674,0.378913,-0.24034,-0.882076,0.579809,-0.919285,NON_ULCER
0.004184,-0.56,0.130664,0.593707,-0.997356,0.445211,-0.56528,-0.971015,0.724262,-0.939791,NON_ULCER
-0.230126,-0.533333,-0.029048,0.494328,-0.990749,0.408847,-0.220983,-0.804654,0.634189,-0.916471,NON_ULCER
-0.221757,-0.426667,-0.240466,0.587554,-0.907931,0.640119,-0.351338,-0.906446,0.644082,-0.856961,NON_ULCER
-0.246862,-0.413333,-0.212538,0.603495,-0.94982,0.47521,-0.164898,-0.87207,0.727535,-0.843834,NON_ULCER
-0.447699,-0.48,-0.101345,0.582104,-0.960347,0.478503,-0.35007,-0.905454,0.756015,-0.857636,NON_ULCER
0.062762,-0.586667,0.117596,0.449488,-0.986121,0.580103,-0.665193,-0.902607,0.799277,-0.893782,NON_ULCER
-0.472803,-0.56,-0.017684,0.585993,-0.969669,0.427527,-0.381513,-0.905885,0.824409,-0.936331,NON_ULCER
-0.037657,-0.546667,0.094573,0.465756,-0.978335,0.518021,-0.429858,-0.853135,0.900062,-0.914708,NON_ULCER
-0.447699,-0.573333,0.037687,0.643361,-0.988925,0.37234,-0.317668,-0.922189,0.770159,-0.952383,NON_ULCER
-0.004184,-0.56,0.103351,0.50799,-0.997628,0.518983,-0.49015,-0.943712,0.871329,-0.923263,NON_ULCER
-0.405858,-0.506667,-0.041662,0.601158,-0.958967,0.365809,-0.259566,-0.858052,0.803949,-0.88337,NON_ULCER
-0.029289,-0.506667,0.051041,0.56128,-0.996741,0.361975,-0.395329,-0.923354,0.873568,-0.955668,NON_ULCER
0.012552,-0.506667,0.062447,0.588681,-0.964098,0.277692,-0.305233,-0.927106,0.741991,-0.037368,NON_ULCER
-0.046025,-0.573333,0.13729,0.583383,-0.995938,0.325361,-0.411596,-0.951002,0.770827,-0.956169,NON_ULCER
-0.087866,-0.373333,-0.308562,0.484757,-0.952156,0.569372,-0.25608,-0.916021,0.698324,-0.921905,NON_ULCER
-0.405858,-0.4,-0.553029,0.27644,-0.963549,0.598345,-0.794877,-0.927452,0.841128,-0.945087,NON_ULCER
0.096234,-0.533333,0.064172,0.476385,-0.994275,0.422986,-0.397524,-0.91999,0.905125,-0.916534,NON_ULCER
-0.297071,-0.413333,-0.270313,0.486542,-0.93945,0.405891,-0.258126,-0.885398,0.835521,-0.932006,NON_ULCER
-0.087866,-0.626667,0.167119,0.517323,-0.925325,0.658907,-0.240914,-0.594859,0.734309,-0.888524,NON_ULCER
-0.506276,-0.493333,-0.282029,0.438771,-0.896251,0.661115,-0.783142,-0.937501,0.796543,-0.928394,NON_ULCER
-0.129707,-0.586667,0.168954,0.523444,-0.932125,0.674744,-0.435213,-0.734348,0.610183,-0.902593,NON_ULCER
-0.405858,-0.52,-0.061413,0.582785,-0.985636,0.202278,-0.287074,-0.900408,0.830064,-0.947979,NON_ULCER
0.506276,-0.76,0.396758,0.683384,-0.999425,0.760718,-0.739843,-0.942591,-0.325589,-0.854917,NON_ULCER
-0.238494,-0.586667,0.169012,0.596773,-0.948472,0.679089,-0.130314,-0.563458,0.424966,-0.529276,NON_ULCER
0.531381,-0.746667,0.386732,0.679056,-0.999692,0.731637,-0.744464,-0.95842,-0.425715,-0.357628,NON_ULCER
-0.004184,-0.586667,0.160691,0.609578,-0.997039,0.275237,-0.439757,-0.948975,0.815332,-0.949187,NON_ULCER
-0.054393,-0.573333,0.14949,0.621815,-0.995948,0.357244,-0.388967,-0.945696,0.652202,-0.952766,NON_ULCER
