@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R2-24,26-31,33-48,50-72,74,76-77,79-101,103-115,117-127,129-137,139-146,148,150-166,168,170,172-174,176-185'

@attribute color_bgr_b_mean numeric
@attribute color_lab_l_mean numeric
@attribute color_lab_a_centroid numeric
@attribute color_luv_l_mean numeric
@attribute color_norm_b_mean numeric
@attribute color_norm_r_mean numeric
@attribute color_norm_r_variance numeric
@attribute haralick_bgr_g_contrast numeric
@attribute haralick_lab_a_correlation numeric
@attribute haralick_luv_v_energy numeric
@attribute haralick_bgr_br_energy numeric
@attribute haralick_lab_ab_contrast numeric
@attribute haralick_lab_ab_entropy numeric
@attribute lbph_bgr_r_entropy numeric
@attribute wavelet_bgr_b_3_lh_entropy numeric
@attribute wavelet_bgr_b_3_hl_entropy numeric
@attribute wavelet_bgr_g_3_lh_entropy numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.237584,0.033335,-0.125,0.032012,0.007467,-0.418915,-0.997556,-0.989107,-0.960267,-0.780051,-0.866129,-0.960794,0.903602,0.523085,0.221402,0.221465,0.22134,-0.919896,NON_ULCER
-0.315113,-0.070433,-0.0625,-0.071751,-0.000834,-0.378863,-0.99671,-0.99163,-0.951641,-0.679624,-0.826279,-0.960866,0.883328,0.560476,0.25548,0.255545,0.255416,-0.929963,NON_ULCER
-0.334199,-0.103091,0.03125,-0.104702,-0.002763,-0.354319,-0.998195,-0.990536,-0.957631,-0.732009,-0.877345,-0.971904,0.892687,0.674137,0.225387,0.225449,0.225324,-0.963259,NON_ULCER
-0.076351,0.16854,-0.25,0.168217,0.068541,-0.465233,-0.995963,-0.990279,-0.966094,-0.65899,-0.88631,-0.967532,0.909888,0.460486,0.191919,0.19198,0.191858,-0.884273,NON_ULCER
0.008104,0.248405,-0.28125,0.248103,0.091403,-0.494753,-0.999299,-0.983976,-0.954006,-0.476356,-0.863361,-0.968822,0.874028,0.518627,0.25548,0.255545,0.255416,-0.897195,NON_ULCER
-0.124426,0.105845,-0.25,0.105473,0.072421,-0.46306,-0.994028,-0.981656,-0.969649,-0.833654,-0.906364,-0.95162,0.927368,0.477446,0.170116,0.170176,0.170056,-0.885186,NON_ULCER
0.013251,0.256575,-0.3125,0.255054,0.092867,-0.500069,-0.998633,-0.985501,-0.908388,-0.293974,-0.718792,-0.959612,0.7638,0.499895,0.393448,0.39352,0.393377,0.09567,NON_ULCER
0.082961,0.34063,-0.4375,0.33795,0.103456,-0.53182,-0.999781,-0.99206,-0.957668,-0.63964,-0.822868,-0.983981,0.859802,0.465963,0.246397,0.246461,0.246333,-0.919409,NON_ULCER
-0.312486,-0.076658,0.03125,-0.076926,0.000933,-0.357909,-0.996492,-0.973503,-0.931639,-0.755445,-0.851088,-0.927681,0.877918,0.711523,0.320361,0.320429,0.320294,-0.910316,NON_ULCER
0.049214,0.314857,-0.40625,0.313642,0.090659,-0.525112,-0.99964,-0.994769,-0.912534,-0.125978,-0.626041,-0.981831,0.74201,0.656449,0.390046,0.390117,0.389975,0.032147,NON_ULCER
-0.111386,0.200908,-0.3125,0.200903,0.017452,-0.467667,-0.99937,-0.992218,-0.957976,-0.692861,-0.81726,-0.979752,0.880886,0.575186,0.239871,0.239935,0.239807,-0.958233,NON_ULCER
-0.230714,0.048694,-0.1875,0.047527,0.001614,-0.417355,-0.996185,-0.986435,-0.961665,-0.77508,-0.895481,-0.96746,0.902727,0.423019,0.2143,0.214362,0.214238,-0.942251,NON_ULCER
-0.323865,-0.099414,0,-0.100801,0.010171,-0.366568,-0.998679,-0.991415,-0.956414,-0.81142,-0.870903,-0.958966,0.910326,0.716152,0.232233,0.232297,0.23217,-0.947176,NON_ULCER
-0.024732,0.27253,-0.34375,0.271134,0.045015,-0.478106,-0.998865,-0.993906,-0.95674,-0.713835,-0.856942,-0.977817,0.885012,0.533141,0.244547,0.244611,0.244483,-0.975281,NON_ULCER
-0.146418,0.11662,-0.15625,0.115853,0.033595,-0.430169,-0.997334,-0.986658,-0.949455,-0.633949,-0.890699,-0.969503,0.862919,0.450888,0.267749,0.267814,0.267684,-0.906441,NON_ULCER
-0.247315,0.011155,-0.03125,0.01102,0.007154,-0.394478,-0.99682,-0.99083,-0.967523,-0.66877,-0.893656,-0.978605,0.902071,0.370669,0.177174,0.177235,0.177114,-0.942156,NON_ULCER
-0.275275,-0.025485,-0.09375,-0.025064,0.008403,-0.399076,-0.998481,-0.981054,-0.944564,-0.716965,-0.86629,-0.962478,0.85377,0.58562,0.284447,0.284513,0.284381,-0.893203,NON_ULCER
-0.197171,0.028579,-0.03125,0.028226,0.045939,-0.409298,-0.997233,-0.986448,-0.958136,-0.748004,-0.896154,-0.967532,0.90049,0.573206,0.226374,0.226437,0.226311,-0.897397,NON_ULCER
-0.263044,-0.071436,0.0625,-0.072722,0.055508,-0.381802,-0.99796,-0.976671,-0.952744,-0.831349,-0.885726,-0.947534,0.914173,0.497925,0.246397,0.246461,0.246333,-0.849385,NON_ULCER
-0.203451,0.016713,-0.03125,0.015243,0.053383,-0.421592,-0.990958,-0.978827,-0.97551,-0.871262,-0.929257,-0.957891,0.943436,0.300278,0.122464,0.122521,0.122406,-0.866755,NON_ULCER
0.053487,0.305262,-0.40625,0.304038,0.100785,-0.52168,-0.99888,-0.990784,-0.951961,-0.680663,-0.805273,-0.965991,0.871622,0.327587,0.269462,0.269527,0.269397,-0.912341,NON_ULCER
-0.039566,0.201408,-0.3125,0.201016,0.083765,-0.487778,-0.99519,-0.983685,-0.964564,-0.752101,-0.873018,-0.959576,0.909293,0.53967,0.203851,0.203913,0.203789,-0.940927,NON_ULCER
0.009864,0.26639,-0.34375,0.265559,0.086032,-0.504637,-0.999223,-0.985801,-0.908568,-0.554984,-0.740671,-0.95291,0.792036,0.592068,0.395135,0.395206,0.395063,-0.020384,NON_ULCER
0.089068,0.357744,-0.4375,0.35696,0.094724,-0.530464,-0.999875,-0.993759,-0.959481,-0.701928,-0.842949,-0.98011,0.872043,0.521972,0.23798,0.238043,0.237916,-0.921889,NON_ULCER
-0.174441,0.125839,-0.21875,0.124605,0.003009,-0.435637,-0.998388,-0.99108,-0.953401,-0.613011,-0.850051,-0.979107,0.868526,0.566882,0.25548,0.255545,0.255416,-0.952817,NON_ULCER
0.111247,0.368738,-0.4375,0.367251,0.105466,-0.532229,-0.9999,-0.996012,-0.918047,-0.338075,-0.626548,-0.974341,0.768752,0.571647,0.37723,0.377301,0.377159,-0.033571,NON_ULCER
-0.359169,-0.105772,0.03125,-0.106722,-0.030446,-0.345691,-0.995695,-0.985596,-0.954496,-0.837462,-0.901291,-0.947499,0.909006,0.456217,0.240812,0.240876,0.240748,-0.929819,NON_ULCER
-0.038044,0.283225,-0.375,0.283202,0.03102,-0.489147,-0.9995,-0.994871,-0.958777,-0.581488,-0.838188,-0.985235,0.861742,0.467714,0.238927,0.23899,0.238863,-0.96835,NON_ULCER
-0.018503,0.298957,-0.40625,0.300306,0.041002,-0.502271,-0.999885,-0.993746,-0.961149,-0.514093,-0.829698,-0.984948,0.867323,0.46009,0.229318,0.229381,0.229255,-0.949908,NON_ULCER
-0.53319,-0.286113,0.375,-0.28626,-0.138513,-0.149567,-0.97039,-0.910615,-0.961517,-0.7448,-0.93241,-0.95549,0.923881,0.775106,0.193024,0.193085,0.192963,-0.862336,ULCER
-0.486395,-0.286279,0.34375,-0.287216,-0.059736,-0.202382,-0.970424,-0.89605,-0.938915,-0.743854,-0.920959,-0.892775,0.907786,0.776648,0.286066,0.286132,0.286,-0.905039,ULCER
-0.447595,-0.202993,0.3125,-0.200628,-0.088432,-0.213719,-0.981085,-0.872417,-0.943407,-0.59499,-0.922495,-0.957927,0.874988,0.84445,0.271164,0.27123,0.271099,-0.924344,ULCER
-0.619611,-0.403306,0.375,-0.404194,-0.161081,-0.094732,-0.974748,-0.932815,-0.954896,-0.750288,-0.904724,-0.918112,0.921109,0.801751,0.224396,0.224458,0.224333,-0.924343,ULCER
-0.397376,-0.167228,0.28125,-0.168918,-0.048391,-0.250839,-0.981733,-0.869788,-0.9399,-0.625437,-0.931215,-0.943449,0.883458,0.735911,0.284447,0.284513,0.284381,-0.879112,ULCER
-0.53448,-0.293808,0.28125,-0.295006,-0.128763,-0.184048,-0.972312,-0.902331,-0.933117,-0.588259,-0.914896,-0.926641,0.879801,0.84581,0.306358,0.306425,0.306291,-0.779554,ULCER
-0.198049,0.032285,0.15625,0.030726,0.024997,-0.35922,-0.990451,-0.787605,-0.9785,-0.870294,-0.96294,-0.952516,0.956375,0.659888,0.086921,0.086976,0.086865,-0.793205,ULCER
-0.386094,-0.173449,0.21875,-0.174004,-0.036714,-0.26614,-0.962975,-0.714149,-0.934742,-0.451667,-0.924251,-0.934705,0.873636,0.677,0.303325,0.303392,0.303258,-0.670843,ULCER
-0.677996,-0.466518,0.34375,-0.468022,-0.20495,-0.043077,-0.975895,-0.966194,-0.951067,-0.582612,-0.870228,-0.958823,0.892831,0.76142,0.240812,0.240876,0.240748,-0.778685,ULCER
-0.686013,-0.476453,0.34375,-0.477499,-0.217717,-0.030342,-0.95424,-0.913543,-0.947613,-0.659547,-0.89724,-0.944237,0.895127,0.722752,0.254584,0.254649,0.25452,-0.844565,ULCER
-0.695727,-0.493679,0.375,-0.494144,-0.21986,-0.003545,-0.941132,-0.936447,-0.950658,-0.566706,-0.91368,-0.944309,0.899951,0.760581,0.24175,0.241814,0.241687,-0.895168,ULCER
-0.574774,-0.327061,0.40625,-0.327802,-0.163208,-0.113348,-0.976101,-0.926154,-0.94497,-0.75721,-0.906627,-0.927501,0.906034,0.793311,0.262553,0.262618,0.262488,-0.877197,ULCER
-0.468593,-0.240108,0.34375,-0.240643,-0.081233,-0.200216,-0.978375,-0.866975,-0.936762,-0.636312,-0.916771,-0.927931,0.879734,0.851161,0.292458,0.292524,0.292392,-0.876139,ULCER
-0.42368,-0.209327,0.28125,-0.210163,-0.045023,-0.244513,-0.97874,-0.883056,-0.955902,-0.63388,-0.935959,-0.948,0.9112,0.745651,0.223401,0.223464,0.223338,-0.819086,ULCER
-0.493425,-0.250418,0.3125,-0.250727,-0.109788,-0.193704,-0.974055,-0.892663,-0.954124,-0.656468,-0.903844,-0.941299,0.915646,0.840611,0.230293,0.230356,0.23023,-0.770282,ULCER
-0.409666,-0.180919,0.21875,-0.182542,-0.052752,-0.263967,-0.966421,-0.829953,-0.946613,-0.534913,-0.932545,-0.930834,0.901742,0.723074,0.264295,0.26436,0.26423,-0.826467,ULCER
-0.330399,-0.116457,0.21875,-0.117975,-0.004025,-0.305687,-0.984101,-0.842272,-0.955046,-0.66964,-0.944861,-0.939292,0.905693,0.707188,0.230293,0.230356,0.23023,-0.760067,ULCER
-0.470473,-0.221122,0.3125,-0.220556,-0.106081,-0.200867,-0.972507,-0.89574,-0.955167,-0.426211,-0.919658,-0.951046,0.909105,0.759477,0.225387,0.225449,0.225324,-0.842991,ULCER
-0.418808,-0.209878,0.28125,-0.21149,-0.043191,-0.241938,-0.963191,-0.75111,-0.927657,-0.409413,-0.928801,-0.932554,0.866494,0.765777,0.321798,0.321866,0.32173,-0.704401,ULCER
-0.594788,-0.343376,0.375,-0.344141,-0.178923,-0.104706,-0.987053,-0.949394,-0.932817,-0.55057,-0.882064,-0.937249,0.871959,0.785614,0.302561,0.302628,0.302495,-0.854835,ULCER
-0.533584,-0.328947,0.3125,-0.330423,-0.092332,-0.173127,-0.963466,-0.90269,-0.947784,-0.594593,-0.918777,-0.951907,0.895447,0.608939,0.25548,0.255545,0.255416,-0.798549,ULCER
-0.6612,-0.428322,0.34375,-0.429635,-0.211654,-0.067595,-0.971037,-0.953126,-0.949186,-0.789543,-0.890156,-0.920513,0.918327,0.757392,0.249151,0.249215,0.249087,-0.87357,ULCER
-0.70889,-0.515561,0.34375,-0.516048,-0.214492,-0.016031,-0.969391,-0.939422,-0.931651,-0.467869,-0.848152,-0.932841,0.866135,0.757204,0.307864,0.307931,0.307796,-0.852618,ULCER
-0.298823,-0.088842,0.3125,-0.08964,0.003119,-0.29102,-0.980251,-0.814953,-0.966199,-0.72944,-0.950485,-0.94542,0.931363,0.684281,0.170116,0.170176,0.170056,-0.899731,ULCER
-0.383147,-0.169128,0.1875,-0.169934,-0.018366,-0.3013,-0.981863,-0.879661,-0.97415,-0.704268,-0.953316,-0.93173,0.949967,0.696173,0.122464,0.122521,0.122406,-0.877681,ULCER
-0.510814,-0.233638,0.3125,-0.234215,-0.148513,-0.175672,-0.987179,-0.939324,-0.958104,-0.718986,-0.913064,-0.961941,0.909236,0.762207,0.211203,0.211266,0.211141,-0.879887,ULCER
-0.351085,-0.120993,0.1875,-0.121902,-0.027929,-0.29692,-0.967284,-0.859252,-0.970099,-0.680396,-0.95214,-0.922699,0.948736,0.693663,0.150434,0.150493,0.150375,-0.848542,ULCER
-0.510429,-0.240605,0.3125,-0.241104,-0.143794,-0.177325,-0.983425,-0.933914,-0.951647,-0.612421,-0.890373,-0.959361,0.898593,0.783436,0.239871,0.239935,0.239807,-0.912309,ULCER
-0.517661,-0.30807,0.34375,-0.308915,-0.095617,-0.171812,-0.943777,-0.856254,-0.948927,-0.600477,-0.92374,-0.936246,0.911949,0.731917,0.250973,0.251037,0.250909,-0.807276,ULCER
-0.544232,-0.294129,0.34375,-0.29481,-0.142717,-0.152471,-0.985024,-0.939986,-0.948135,-0.357423,-0.912056,-0.954989,0.882801,0.780488,0.252784,0.252848,0.25272,-0.879543,ULCER
-0.486094,-0.235837,0.28125,-0.237135,-0.110803,-0.207008,-0.976571,-0.874731,-0.944436,-0.551819,-0.914157,-0.936783,0.894087,0.710065,0.269462,0.269527,0.269397,-0.761886,ULCER
-0.598457,-0.399565,0.34375,-0.400873,-0.133883,-0.118626,-0.936813,-0.874806,-0.969249,-0.587711,-0.938609,-0.952157,0.940251,0.567618,0.150434,0.150493,0.150375,-0.759505,ULCER
-0.549485,-0.304221,0.28125,-0.30507,-0.139579,-0.168536,-0.978739,-0.913138,-0.944418,-0.72049,-0.906196,-0.922807,0.903731,0.776446,0.268607,0.268672,0.268542,-0.821022,ULCER
-0.360161,-0.135849,0.25,-0.137426,-0.028312,-0.275706,-0.980135,-0.821428,-0.970777,-0.756747,-0.949202,-0.955454,0.937598,0.649771,0.142706,0.142765,0.142648,-0.783843,ULCER
-0.494243,-0.271535,0.28125,-0.272701,-0.087863,-0.204406,-0.972288,-0.876445,-0.954258,-0.733832,-0.941826,-0.946531,0.910088,0.653384,0.230293,0.230356,0.23023,-0.741777,ULCER
-0.694211,-0.461447,0.375,-0.464354,-0.241261,-0.025971,-0.992657,-0.993131,-0.94402,-0.611318,-0.827695,-0.96617,0.87017,0.724886,0.26689,0.266955,0.266825,-0.949197,ULCER
-0.575119,-0.360977,0.34375,-0.362328,-0.131426,-0.136808,-0.962552,-0.904897,-0.95718,-0.811964,-0.924328,-0.927394,0.925602,0.761606,0.215325,0.215387,0.215263,-0.900881,ULCER
-0.288341,-0.079561,0.0625,-0.081015,0.031655,-0.368662,-0.997568,-0.980663,-0.959384,-0.53631,-0.905642,-0.976527,0.889657,0.611177,0.216346,0.216409,0.21487,-0.944662,NON_ULCER
-0.338367,-0.135058,0.125,-0.136206,0.016645,-0.340236,-0.994455,-0.960178,-0.962716,-0.753704,-0.92525,-0.96445,0.913346,0.526972,0.197402,0.197463,0.197341,-0.865219,NON_ULCER
-0.333086,-0.20418,-0.03125,-0.205715,0.111309,-0.414493,-0.996687,-0.955756,-0.929105,-0.652692,-0.876024,-0.932519,0.855577,0.721907,0.330971,0.331039,0.330903,-0.885241,NON_ULCER
-0.352535,-0.211619,0,-0.21278,0.090554,-0.397513,-0.997511,-0.987053,-0.953657,-0.745434,-0.87711,-0.97004,0.883931,0.788967,0.244191,0.245538,0.24541,-0.95768,NON_ULCER
-0.163593,0.023096,-0.1875,0.02415,0.10383,-0.471757,-0.99903,-0.967058,-0.901068,-0.259807,-0.844157,-0.95782,0.759761,0.714292,0.403972,0.404044,0.4039,-0.062726,NON_ULCER
-0.266392,-0.089369,-0.15625,-0.090009,0.082998,-0.432702,-0.995518,-0.972711,-0.951249,-0.623358,-0.912525,-0.967962,0.877863,0.655639,0.25992,0.259985,0.259855,-0.849556,NON_ULCER
-0.206285,0.023866,-0.125,0.023015,0.049016,-0.43162,-0.998698,-0.982628,-0.949006,-0.729161,-0.888802,-0.975022,0.859703,0.654125,0.269462,0.268343,0.269397,-0.924015,NON_ULCER
-0.15084,0.026586,-0.1875,0.025329,0.114571,-0.476678,-0.99927,-0.97696,-0.914457,-0.260017,-0.851472,-0.954236,0.788901,0.634263,0.37484,0.37491,0.374769,-0.019536,NON_ULCER
-0.28328,-0.087754,-0.03125,-0.08933,0.051322,-0.391926,-0.995883,-0.981503,-0.953587,-0.725039,-0.906008,-0.967639,0.889943,0.657949,0.245474,0.245538,0.24541,-0.924699,NON_ULCER
-0.336939,-0.12997,0.03125,-0.131924,0.020362,-0.362454,-0.997658,-0.991829,-0.945075,-0.290923,-0.846793,-0.968929,0.860915,0.663088,0.277048,0.277114,0.275829,-0.947287,NON_ULCER
-0.329047,-0.168393,0.15625,-0.169272,0.060781,-0.345545,-0.99776,-0.98056,-0.950193,-0.729293,-0.894778,-0.957784,0.8978,0.674198,0.252784,0.252848,0.25272,-0.932032,NON_ULCER
-0.326354,-0.114336,0,-0.115797,0.022862,-0.377706,-0.997366,-0.985029,-0.953039,-0.608762,-0.890071,-0.969001,0.877171,0.641815,0.248236,0.2483,0.248172,-0.926806,NON_ULCER
-0.367384,-0.184092,0.125,-0.184488,0.025083,-0.326829,-0.994467,-0.967672,-0.940799,-0.608768,-0.903839,-0.958357,0.875858,0.691978,0.287677,0.287743,0.287611,-0.895392,NON_ULCER
-0.232903,-0.049174,-0.15625,-0.04918,0.089493,-0.452616,-0.998278,-0.975226,-0.954714,-0.703636,-0.913194,-0.969108,0.881976,0.656219,0.247318,0.247382,0.247254,-0.918753,NON_ULCER
-0.138535,0.07479,-0.21875,0.07454,0.087182,-0.473856,-0.998528,-0.985597,-0.911525,-0.294232,-0.793032,-0.979573,0.741768,0.530006,0.383124,0.383195,0.383053,0.034344,NON_ULCER
-0.289434,-0.120734,-0.0625,-0.121282,0.079855,-0.41081,-0.997355,-0.983757,-0.967007,-0.822113,-0.91289,-0.968427,0.923287,0.563234,0.179491,0.179551,0.17943,-0.897319,NON_ULCER
-0.203725,0.024151,-0.125,0.025163,0.053129,-0.438907,-0.999077,-0.99316,-0.957537,-0.727452,-0.877134,-0.97986,0.867588,0.621642,0.234161,0.234224,0.234098,-0.975254,NON_ULCER
-0.185985,-0.00202,-0.15625,-0.000792,0.098306,-0.462256,-0.997113,-0.974211,-0.920229,-0.601197,-0.850332,-0.963876,0.81362,0.702661,0.360081,0.360151,0.360011,-0.282877,NON_ULCER
-0.199546,0.016345,-0.0625,0.014878,0.060036,-0.425574,-0.999444,-0.98806,-0.949108,-0.621481,-0.853985,-0.977888,0.858888,0.734121,0.26689,0.266955,0.266825,-0.959043,NON_ULCER
-0.227477,-0.011541,-0.0625,-0.012679,0.050189,-0.409424,-0.998981,-0.993047,-0.964059,-0.689692,-0.892674,-0.97796,0.902179,0.574507,0.196313,0.196375,0.196252,-0.925606,NON_ULCER
-0.319157,-0.131171,0.0625,-0.131954,0.045025,-0.373431,-0.998056,-0.99139,-0.96718,-0.851219,-0.905361,-0.968069,0.926247,0.431866,0.17484,0.1749,0.17478,-0.911145,NON_ULCER
-0.342878,-0.136693,0.03125,-0.13857,0.0226,-0.368219,-0.997388,-0.987513,-0.950091,-0.609726,-0.844338,-0.959468,0.880484,0.65747,0.259037,0.259102,0.258973,-0.950032,NON_ULCER
-0.410204,-0.264531,0.125,-0.265531,0.054458,-0.336007,-0.993201,-0.971525,-0.961844,-0.741919,-0.902567,-0.952265,0.920594,0.710612,0.201717,0.201778,0.201655,-0.892776,NON_ULCER
-0.296607,-0.150276,-0.03125,-0.150958,0.100699,-0.416419,-0.998109,-0.951751,-0.939921,-0.675959,-0.897563,-0.958357,0.858527,0.690836,0.297941,0.298007,0.297874,-0.929589,NON_ULCER
-0.212106,-0.01293,-0.125,-0.012712,0.076792,-0.443059,-0.998517,-0.973596,-0.945543,-0.659308,-0.884546,-0.958895,0.869984,0.639563,0.282818,0.282884,0.282753,-0.916734,NON_ULCER
-0.288282,-0.13105,-0.03125,-0.131398,0.090395,-0.413341,-0.997195,-0.973804,-0.954704,-0.66303,-0.901963,-0.97323,0.882926,0.64137,0.24175,0.241814,0.241687,-0.886477,NON_ULCER
-0.117381,0.096726,-0.21875,0.097052,0.08997,-0.478527,-0.997307,-0.969525,-0.917383,-0.319576,-0.876028,-0.977781,0.762274,0.686956,0.370001,0.370071,0.36993,-0.33632,NON_ULCER
-0.281493,-0.116273,0,-0.117418,0.08313,-0.405834,-0.99904,-0.982893,-0.959743,-0.608398,-0.908992,-0.97409,0.888381,0.643358,0.217365,0.217427,0.217302,-0.961933,NON_ULCER
-0.286554,-0.108217,-0.03125,-0.108234,0.071037,-0.408904,-0.999393,-0.988602,-0.961076,-0.770543,-0.883967,-0.975774,0.899944,0.646592,0.212239,0.212301,0.212177,-0.900415,NON_ULCER
-0.076916,0.162266,-0.21875,0.161356,0.074962,-0.472779,-0.999193,-0.993473,-0.955519,-0.509588,-0.866668,-0.975093,0.86345,0.6021,0.246397,0.246461,0.246333,-0.956647,NON_ULCER
-0.200089,-0.022647,-0.1875,-0.022138,0.102089,-0.461141,-0.997211,-0.956548,-0.905596,-0.353834,-0.874685,-0.953161,0.785644,0.510844,0.393448,0.39352,0.393377,-0.332714,NON_ULCER
-0.218092,-0.023621,-0.15625,-0.023318,0.078356,-0.442661,-0.998432,-0.964632,-0.961445,-0.743889,-0.914044,-0.979788,0.891546,0.506474,0.2143,0.214362,0.214238,-0.863867,NON_ULCER
-0.246883,-0.019907,-0.0625,-0.02095,0.036974,-0.409435,-0.998449,-0.99082,-0.953186,-0.6878,-0.862741,-0.97194,0.879324,0.733583,0.250064,0.250128,0.25,-0.937191,NON_ULCER
-0.164831,0.029051,-0.15625,0.028557,0.093241,-0.459583,-0.998105,-0.981947,-0.923851,-0.604209,-0.856194,-0.964915,0.816404,0.70111,0.350472,0.350542,0.350403,-0.284574,NON_ULCER
-0.231924,-0.024899,-0.09375,-0.025341,0.056887,-0.413873,-0.996482,-0.975026,-0.946821,-0.606893,-0.874821,-0.967639,0.868345,0.677663,0.274541,0.274606,0.274475,-0.929591,NON_ULCER
-0.257883,-0.029395,-0.03125,-0.028043,0.028828,-0.401397,-0.995801,-0.975696,-0.956509,-0.553942,-0.895164,-0.963804,0.884027,0.64345,0.23512,0.235184,0.235057,-0.907005,NON_ULCER
-0.225427,-0.006346,-0.0625,-0.006926,0.049797,-0.417853,-0.999074,-0.989778,-0.961743,-0.696652,-0.871325,-0.983479,0.889718,0.617894,0.210164,0.210226,0.210102,-0.946581,NON_ULCER
-0.283138,0.001911,0.5,0.00104,-0.062134,-0.223294,-0.991514,-0.89631,-0.934725,-0.835325,-0.899966,-0.803505,0.929649,0.74657,0.291666,0.291733,0.2916,-0.834361,ULCER
-0.595633,-0.329655,0.25,-0.331486,-0.201366,-0.109497,-0.876687,-0.872244,-0.933616,-0.871448,-0.922935,-0.734662,0.933037,0.771906,0.303325,0.303392,0.303258,-0.78047,ULCER
-0.430368,-0.170916,0,-0.172008,-0.070915,-0.305884,-0.987417,-0.90568,-0.934654,-0.792868,-0.910728,-0.862636,0.890367,0.766343,0.310852,0.310919,0.310784,-0.888952,ULCER
-0.558207,-0.611247,-0.34375,-0.612834,0.390957,-0.565418,-0.921254,-0.894757,-0.97204,-0.913234,-0.942791,-0.856472,0.955943,0.761902,0.157968,0.158027,0.157908,-0.832374,ULCER
-0.58763,-0.334505,0.15625,-0.335663,-0.16797,-0.171757,-0.970385,-0.959314,-0.938074,-0.784846,-0.888811,-0.887615,0.906268,0.856832,0.293247,0.293314,0.293181,-0.895078,ULCER
-0.434625,-0.511425,-0.34375,-0.512621,0.492569,-0.67622,-0.99526,-0.837592,-0.957374,-0.815589,-0.9385,-0.934669,0.904176,0.746282,0.244547,0.244611,0.244483,-0.727234,ULCER
-0.728273,-0.733592,-0.21875,-0.733893,0.207964,-0.324275,-0.71917,-0.704659,-0.951763,-0.890609,-0.924991,-0.555189,0.959753,0.768376,0.258152,0.258217,0.258088,-0.754931,ULCER
-0.591721,-0.273409,0.375,-0.274603,-0.243479,-0.094666,-0.988172,-0.975607,-0.953234,-0.88751,-0.912581,-0.879874,0.936895,0.563336,0.230293,0.230356,0.23023,-0.833433,ULCER
-0.600489,-0.705366,-0.28125,-0.706414,0.564686,-0.644454,-0.978652,-0.876854,-0.95169,-0.866334,-0.914557,-0.884604,0.90959,0.875251,0.266027,0.266092,0.265962,-0.902931,ULCER
-0.176598,0.0893,0.34375,0.088698,-0.012945,-0.298117,-0.987122,-0.948005,-0.949247,-0.865205,-0.897336,-0.821638,0.940606,0.800856,0.247318,0.247382,0.247254,-0.907246,ULCER
-0.889884,-0.742916,0.1875,-0.745076,-0.489712,0.352256,-0.704977,-0.951337,-0.975108,-0.930105,-0.948165,-0.553505,0.98777,-0.002109,0.111079,0.111136,0.111022,-0.624117,ULCER
-0.755206,-0.720475,-0.09375,-0.722326,0.005663,-0.119621,-0.400081,-0.660693,-0.956225,-0.877161,-0.93723,-0.374427,0.967464,0.762819,0.232829,0.234224,0.234098,-0.707372,ULCER
-0.242615,0.060715,0.4375,0.059638,-0.059876,-0.259643,-0.994736,-0.99189,-0.948507,-0.760352,-0.861251,-0.94094,0.912528,0.765102,0.248236,0.2483,0.248172,-0.951979,ULCER
-0.444952,-0.179934,0.53125,-0.180965,-0.117818,-0.139014,-0.950563,-0.888597,-0.96279,-0.906556,-0.933885,-0.84805,0.958604,0.283279,0.179491,0.179551,0.17943,-0.798787,ULCER
-0.845792,-0.650175,0.25,-0.651834,-0.435642,0.2097,-0.883403,-0.943548,-0.966547,-0.92522,-0.94217,-0.744732,0.973043,0.406244,0.167725,0.167785,0.167665,-0.660424,ULCER
-0.806565,-0.841803,-0.09375,-0.842068,0.127233,-0.155158,-0.42996,-0.930874,-0.932638,-0.837092,-0.891604,-0.607906,0.927443,0.878453,0.32394,0.324008,0.323872,-0.840983,ULCER
-0.767989,-0.848544,-0.09375,-0.849647,0.408975,-0.363922,-0.844435,-0.960825,-0.95418,-0.830568,-0.892609,-0.794689,0.941729,0.846334,0.249151,0.249215,0.249087,-0.925363,ULCER
-0.875229,-0.877769,0.03125,-0.87939,-0.053631,0.041025,-0.565285,-0.980851,-0.947084,-0.802243,-0.881572,-0.753799,0.942199,0.683047,0.2737,0.273766,0.273635,-0.863259,ULCER
-0.635464,-0.763482,-0.34375,-0.764846,0.734832,-0.765651,-0.962859,-0.846649,-0.962287,-0.886478,-0.930212,-0.850201,0.93262,0.864148,0.220398,0.220461,0.220335,-0.886819,ULCER
-0.770431,-0.423184,0.375,-0.42442,-0.467457,0.080671,-0.925547,-0.948101,-0.952464,-0.894469,-0.926916,-0.8416,0.930371,0.398254,0.234161,0.234224,0.234098,-0.680508,ULCER
-0.327266,-0.394991,-0.4375,-0.396384,0.485526,-0.7184,-0.992745,-0.711982,-0.981299,-0.933363,-0.961982,-0.91804,0.963822,0.622562,0.085344,0.085399,0.085288,-0.875629,ULCER
-0.900607,-0.930365,-0.34375,-0.931074,0.100131,-0.124122,-0.221372,-0.894658,-0.959851,-0.794273,-0.906537,-0.679472,0.939149,0.759648,0.230293,0.230356,0.23023,-0.839399,ULCER
