@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R2-24,26-31,33-48,50-72,74,76-77,79-101,103-115,117-127,129-137,139-146,148,150-166,168,170,172-174,176-185'

@attribute color_bgr_b_mean numeric
@attribute color_lab_l_mean numeric
@attribute color_lab_a_centroid numeric
@attribute color_luv_l_mean numeric
@attribute color_norm_b_mean numeric
@attribute color_norm_r_mean numeric
@attribute color_norm_r_variance numeric
@attribute haralick_bgr_g_contrast numeric
@attribute haralick_lab_a_correlation numeric
@attribute haralick_luv_v_energy numeric
@attribute haralick_bgr_br_energy numeric
@attribute haralick_lab_ab_contrast numeric
@attribute haralick_lab_ab_entropy numeric
@attribute lbph_bgr_r_entropy numeric
@attribute wavelet_bgr_b_3_lh_entropy numeric
@attribute wavelet_bgr_b_3_hl_entropy numeric
@attribute wavelet_bgr_g_3_lh_entropy numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
0.290455,0.390057,-0.125,0.38941,0.214046,-0.539488,-0.998008,-0.983772,-0.957613,-0.853047,-0.890844,-0.941299,0.914638,0.729672,0.234161,0.234224,0.234098,-0.964931,NON_ULCER
0.34754,0.421301,-0.125,0.420944,0.232837,-0.548594,-0.996505,-0.985693,-0.956872,-0.889774,-0.88779,-0.921839,0.923995,0.762816,0.23703,0.237093,0.236966,-0.954131,NON_ULCER
0.360277,0.408881,-0.125,0.40884,0.252007,-0.554568,-0.998858,-0.988124,-0.971676,-0.900116,-0.906023,-0.953268,0.944738,0.875517,0.152967,0.153026,0.152908,-0.952453,NON_ULCER
0.304957,0.349781,-0.125,0.348751,0.248651,-0.544921,-0.988938,-0.852238,-0.933269,-0.886748,-0.898784,-0.701871,0.917046,0.769825,0.321798,0.321866,0.32173,-0.759619,NON_ULCER
-0.319133,-0.100819,0.625,-0.102083,-0.019962,-0.203553,-0.981101,-0.970913,-0.950319,-0.817069,-0.896823,-0.87844,0.93294,0.656161,0.23512,0.235184,0.235057,-0.926975,NON_ULCER
-0.107244,0.025473,0.40625,0.024746,0.115724,-0.344698,-0.995179,-0.968988,-0.898824,-0.761245,-0.8311,-0.89127,0.851444,0.754861,0.383124,0.382386,0.383053,-0.110392,NON_ULCER
0.203829,0.253101,0.1875,0.252258,0.225399,-0.476258,-0.992883,-0.833918,-0.936264,-0.857223,-0.9169,-0.744947,0.919081,0.790611,0.301029,0.301096,0.300962,-0.809746,NON_ULCER
0.449216,0.498829,-0.15625,0.49827,0.255479,-0.57239,-0.998139,-0.976257,-0.944216,-0.871133,-0.878959,-0.879121,0.912596,0.823491,0.290873,0.290939,0.290807,-0.915166,NON_ULCER
0.190453,0.285663,0,0.285858,0.202543,-0.505216,-0.991972,-0.974972,-0.98088,-0.963263,-0.948631,-0.877867,0.978795,0.46595,0.070765,0.07082,0.07071,-0.900852,NON_ULCER
0.22885,0.265666,0.15625,0.265082,0.239568,-0.492602,-0.99446,-0.948163,-0.928553,-0.76021,-0.87838,-0.897972,0.886419,0.819864,0.325359,0.325427,0.325291,-0.91547,NON_ULCER
-0.166709,0.084622,0.09375,0.08336,0.018291,-0.372573,-0.988269,-0.949686,-0.957974,-0.910144,-0.885392,-0.765589,0.941677,0.688081,0.221402,0.221465,0.22134,-0.856349,NON_ULCER
0.420478,0.424931,-0.09375,0.424261,0.283781,-0.568313,-0.998838,-0.963178,-0.9001,-0.573316,-0.795007,-0.921194,0.787283,0.876035,0.402335,0.402407,0.402263,0.176272,NON_ULCER
0.244495,0.353074,-0.1875,0.352685,0.207301,-0.542053,-0.996113,-0.963022,-0.953899,-0.914542,-0.907483,-0.888869,0.923547,0.830248,0.252784,0.252848,0.25272,-0.908427,NON_ULCER
0.213634,0.247443,0,0.246672,0.244487,-0.507842,-0.98305,-0.930354,-0.965112,-0.937947,-0.936637,-0.791069,0.959437,0.437533,0.186334,0.186395,0.186273,-0.849464,NON_ULCER
0.466848,0.502021,-0.25,0.501391,0.271391,-0.589492,-0.998653,-0.971441,-0.947724,-0.825836,-0.874233,-0.916607,0.899219,0.825224,0.280359,0.280425,0.280293,-0.93969,NON_ULCER
0.493269,0.524208,-0.28125,0.523575,0.273245,-0.590075,-0.999119,-0.97438,-0.950001,-0.824682,-0.869702,-0.932877,0.898852,0.801819,0.271164,0.27123,0.271099,-0.947538,NON_ULCER
0.470068,0.468892,-0.15625,0.46875,0.291825,-0.586571,-0.999205,-0.971885,-0.954749,-0.757186,-0.879664,-0.943772,0.901204,0.763657,0.248236,0.2483,0.248172,-0.950489,NON_ULCER
-0.359118,-0.183969,0.4375,-0.184989,0.015324,-0.232574,-0.987782,-0.992157,-0.963493,-0.791802,-0.899283,-0.951261,0.933502,0.62824,0.178335,0.178395,0.178274,-0.947982,NON_ULCER
-0.323661,-0.129325,0.4375,-0.130856,0.010535,-0.252273,-0.998579,-0.996372,-0.950039,-0.76849,-0.851891,-0.959253,0.896481,0.656732,0.24175,0.241814,0.241687,-0.963121,NON_ULCER
-0.288342,-0.114734,0.3125,-0.115388,0.044007,-0.30259,-0.98968,-0.982393,-0.924334,-0.824474,-0.860938,-0.887364,0.88276,0.62978,0.328879,0.328947,0.328811,-0.245329,NON_ULCER
0.272282,0.375003,-0.125,0.37413,0.205795,-0.524809,-0.999109,-0.973932,-0.94466,-0.822493,-0.875475,-0.900014,0.897357,0.827256,0.284447,0.284513,0.284381,-0.89955,NON_ULCER
0.354677,0.405016,-0.03125,0.404967,0.231734,-0.514229,-0.989162,-0.829227,-0.947107,-0.838876,-0.921015,-0.690725,0.938513,0.718438,0.269462,0.269527,0.269397,-0.790852,NON_ULCER
0.349932,0.384074,0.0625,0.383033,0.242094,-0.506526,-0.996171,-0.95541,-0.957378,-0.834104,-0.917312,-0.914636,0.925984,0.827552,0.223401,0.223464,0.223338,-0.920965,NON_ULCER
-0.207171,0.087233,0.03125,0.085863,-0.021979,-0.367641,-0.989841,-0.966957,-0.962631,-0.913101,-0.885284,-0.801462,0.937173,0.648602,0.200644,0.200706,0.200582,-0.872515,NON_ULCER
0.383385,0.401193,-0.15625,0.400755,0.276113,-0.568081,-0.996409,-0.96753,-0.954871,-0.896123,-0.875116,-0.868191,0.929304,0.777173,0.245474,0.245538,0.24541,-0.899036,NON_ULCER
0.39852,0.421664,-0.125,0.421145,0.263312,-0.547699,-0.994054,-0.944612,-0.894128,-0.712439,-0.83789,-0.856687,0.841242,0.88732,0.411497,0.411569,0.410688,0.416519,NON_ULCER
0.407937,0.456907,-0.21875,0.456062,0.257847,-0.573173,-0.998618,-0.978256,-0.964614,-0.881907,-0.898162,-0.917324,0.928929,0.82597,0.200644,0.200706,0.200582,-0.962497,NON_ULCER
0.450595,0.494797,-0.25,0.494619,0.261173,-0.58106,-0.996532,-0.948939,-0.957553,-0.88046,-0.894835,-0.862457,0.926413,0.789248,0.23798,0.238043,0.237916,-0.914574,NON_ULCER
0.503718,0.528002,-0.3125,0.52762,0.279208,-0.599191,-0.995008,-0.94284,-0.950179,-0.866334,-0.892186,-0.837694,0.919717,0.69218,0.272012,0.272077,0.271947,-0.953139,NON_ULCER
-0.131059,0.055725,0.3125,0.05509,0.069808,-0.364431,-0.956015,-0.72865,-0.957911,-0.910694,-0.948202,-0.553648,0.969501,0.797011,0.217365,0.217427,0.217302,-0.824183,NON_ULCER
0.328645,0.361358,0.09375,0.360305,0.239715,-0.49471,-0.99196,-0.898928,-0.965156,-0.856506,-0.9359,-0.820958,0.953196,0.741289,0.181789,0.18185,0.181729,-0.854964,NON_ULCER
0.191551,0.242909,0.3125,0.24251,0.21737,-0.455661,-0.992702,-0.93918,-0.933388,-0.819422,-0.898429,-0.865396,0.907425,0.898974,0.306358,0.306425,0.306291,-0.856959,NON_ULCER
0.418485,0.475923,-0.1875,0.475245,0.249009,-0.567191,-0.997447,-0.973962,-0.962195,-0.917825,-0.898274,-0.900265,0.938573,0.789214,0.213271,0.211905,0.213209,-0.945753,NON_ULCER
0.614476,0.614982,-0.34375,0.614109,0.298091,-0.617332,-0.99872,-0.963644,-0.946009,-0.870037,-0.828969,-0.861059,0.905216,0.801995,0.290077,0.290143,0.290011,-0.888778,NON_ULCER
-0.088725,0.068842,0.40625,0.068014,0.095792,-0.347718,-0.987671,-0.834599,-0.948784,-0.909662,-0.928889,-0.697463,0.950969,0.864033,0.249151,0.249215,0.249087,-0.857595,NON_ULCER
0.192418,0.241608,0.3125,0.241209,0.217628,-0.452422,-0.994043,-0.898015,-0.929469,-0.816955,-0.909832,-0.849448,0.89924,0.873147,0.31674,0.315797,0.316672,-0.879801,NON_ULCER
0.328942,0.348456,0.1875,0.34737,0.252691,-0.502995,-0.993939,-0.935212,-0.891793,-0.563679,-0.821619,-0.865252,0.824395,0.88723,0.40722,0.407292,0.407148,0.32201,NON_ULCER
0.513948,0.52866,-0.25,0.528006,0.28189,-0.590574,-0.997751,-0.980494,-0.96324,-0.881584,-0.894755,-0.93173,0.932088,0.819322,0.209121,0.209183,0.209059,-0.930899,NON_ULCER
0.576314,0.568297,-0.28125,0.567784,0.296666,-0.601368,-0.995409,-0.945821,-0.946851,-0.888401,-0.84713,-0.856472,0.919202,0.728503,0.282818,0.282884,0.282753,-0.807421,NON_ULCER
-0.813179,-0.588864,0.6875,-0.590129,-0.378109,0.348709,-0.922686,-0.987378,-0.944481,-0.767232,-0.892467,-0.849627,0.939197,0.565506,0.25548,0.255545,0.255416,-0.828259,ULCER
-0.778318,-0.633054,0.40625,-0.634353,-0.208852,0.214028,-0.922555,-0.980769,-0.939602,-0.857548,-0.878384,-0.753082,0.946514,0.52414,0.276215,0.27628,0.276149,-0.896853,ULCER
-0.733922,-0.543549,0.5625,-0.545696,-0.254626,0.227146,-0.781071,-0.964798,-0.954872,-0.875832,-0.930413,-0.764908,0.954911,0.560431,0.2143,0.214362,0.214238,-0.917854,ULCER
-0.788324,-0.538837,0.65625,-0.540538,-0.388895,0.346914,-0.808348,-0.965954,-0.941992,-0.803031,-0.91822,-0.792825,0.931737,0.613092,0.261678,0.261742,0.261613,-0.82739,ULCER
-0.78755,-0.615651,0.5,-0.617496,-0.309026,0.292266,-0.735691,-0.80646,-0.937968,-0.79769,-0.916548,-0.544796,0.936504,0.661707,0.281181,0.281247,0.281115,-0.776409,ULCER
-0.460769,-0.324671,0.53125,-0.325903,0.020159,-0.145044,-0.970607,-0.926127,-0.933026,-0.857216,-0.91639,-0.763081,0.933244,0.655848,0.29482,0.294886,0.294754,-0.716246,ULCER
-0.444146,-0.37778,0.28125,-0.378798,0.12292,-0.276856,-0.946828,-0.853925,-0.945377,-0.893224,-0.931799,-0.686389,0.949665,0.737822,0.266027,0.266092,0.265962,-0.750047,ULCER
0.093814,0.194075,-0.09375,0.193979,0.194627,-0.494832,-0.993182,-0.696837,-0.967124,-0.917681,-0.949267,-0.837048,0.956055,0.480415,0.178335,0.178395,0.178274,-0.60589,ULCER
-0.380628,-0.155165,0.75,-0.156427,-0.054723,-0.118439,-0.958686,-0.717367,-0.912679,-0.805488,-0.9108,-0.527523,0.919974,0.966242,0.341217,0.341285,0.341148,-0.781321,ULCER
-0.694519,-0.483156,0.65625,-0.484504,-0.21609,0.120207,-0.976147,-0.968156,-0.935616,-0.727694,-0.882232,-0.865897,0.916716,0.570792,0.283321,0.284513,0.284381,-0.756625,ULCER
-0.595827,-0.52671,0.34375,-0.528258,0.046234,-0.109814,-0.898553,-0.903968,-0.953843,-0.886512,-0.935474,-0.807483,0.951535,0.623849,0.22834,0.228403,0.228277,-0.789735,ULCER
-0.871482,-0.757168,0.28125,-0.76016,-0.349561,0.364991,-0.861137,-0.990875,-0.956583,-0.809981,-0.901511,-0.832175,0.950342,0.597652,0.217365,0.217427,0.217302,-0.848317,ULCER
-0.861445,-0.734742,0.34375,-0.737662,-0.340304,0.362281,-0.867299,-0.991217,-0.957981,-0.832458,-0.893535,-0.868442,0.949186,0.662349,0.209121,0.209183,0.209059,-0.898629,ULCER
-0.631538,-0.551151,0.40625,-0.552077,0.01487,-0.084603,-0.950601,-0.969132,-0.938332,-0.807099,-0.914637,-0.883171,0.910155,0.645967,0.285258,0.285323,0.285192,-0.898766,ULCER
-0.592418,-0.511202,0.4375,-0.512079,0.041627,-0.102258,-0.983478,-0.979747,-0.935227,-0.741574,-0.880977,-0.889227,0.899587,0.724043,0.292458,0.292524,0.292392,-0.919254,ULCER
-0.787606,-0.638019,0.4375,-0.639425,-0.288309,0.23806,-0.612518,-0.932199,-0.919209,-0.819874,-0.907001,-0.617761,0.934148,0.47504,0.33716,0.337229,0.337092,-0.747451,ULCER
-0.123146,-0.066001,-0.0625,-0.066946,0.223075,-0.483916,-0.988064,-0.806098,-0.967118,-0.915039,-0.950343,-0.882203,0.950251,0.570975,0.178335,0.178395,0.178274,-0.738781,ULCER
-0.201835,-0.14282,0,-0.144149,0.211237,-0.462909,-0.993224,-0.935973,-0.974883,-0.935471,-0.946094,-0.891736,0.964588,0.622117,0.123857,0.123914,0.123799,-0.852908,ULCER
-0.181042,-0.068739,-0.125,-0.07023,0.166712,-0.470919,-0.99331,-0.88341,-0.972486,-0.903194,-0.949518,-0.860629,0.955139,0.44687,0.145305,0.145363,0.145246,-0.816376,ULCER
-0.483707,-0.245289,0.75,-0.24647,-0.107853,-0.038752,-0.971212,-0.929623,-0.925616,-0.79263,-0.909457,-0.79279,0.906962,0.904464,0.307864,0.307931,0.307796,-0.836958,ULCER
-0.565656,-0.333263,0.75,-0.334068,-0.141596,0.029543,-0.979623,-0.967109,-0.959698,-0.76626,-0.92112,-0.930368,0.929865,0.74106,0.186334,0.186395,0.186273,-0.942474,ULCER
-0.649395,-0.480624,0.59375,-0.481699,-0.123127,0.051285,-0.972092,-0.966531,-0.944934,-0.859675,-0.904435,-0.750753,0.940915,0.701651,0.254584,0.254649,0.25452,-0.793422,ULCER
-0.80571,-0.812283,0.0625,-0.813913,0.069976,-0.003587,-0.845984,-0.971886,-0.958765,-0.855636,-0.922557,-0.510249,0.96537,0.433163,0.217365,0.217427,0.217302,-0.8828,ULCER
-0.720894,-0.660643,0.375,-0.661912,-0.023434,0.024138,-0.884877,-0.950485,-0.944276,-0.810404,-0.909886,-0.832963,0.929896,0.677746,0.26689,0.266955,0.266825,-0.901708,ULCER
-0.752079,-0.710214,0.25,-0.711842,-0.003496,0.033869,-0.945045,-0.982675,-0.971453,-0.847501,-0.927997,-0.865467,0.961572,0.367735,0.13611,0.136168,0.136052,-0.921281,ULCER
-0.767757,-0.621822,0.5,-0.624084,-0.245304,0.24135,-0.711398,-0.929394,-0.977579,-0.919974,-0.952454,-0.755698,0.978099,0.379625,0.080563,0.080618,0.080507,-0.84649,ULCER
-0.751165,-0.652374,0.40625,-0.653097,-0.113178,0.100945,-0.941312,-0.992333,-0.960427,-0.824096,-0.890486,-0.922699,0.933311,0.568242,0.196313,0.196375,0.196252,-0.957991,ULCER
-0.680196,-0.554715,0.5,-0.556251,-0.105841,0.06123,-0.869705,-0.948239,-0.955522,-0.873058,-0.923397,-0.776878,0.945162,0.503093,0.216346,0.216409,0.216284,-0.823251,ULCER
0.089498,0.119027,0.15625,0.117844,0.239142,-0.465066,-0.982214,-0.849273,-0.930175,-0.836471,-0.920658,-0.782361,0.917962,0.62888,0.318194,0.318261,0.318126,-0.715129,ULCER
-0.379149,-0.326955,0.4375,-0.328329,0.154718,-0.269842,-0.976357,-0.935713,-0.946699,-0.878549,-0.923721,-0.808594,0.935761,0.687265,0.25548,0.255545,0.255416,-0.815043,ULCER
-0.146766,-0.130977,0.125,-0.132272,0.255147,-0.456541,-0.989723,-0.955256,-0.957822,-0.903652,-0.931005,-0.838554,0.950583,0.615204,0.221402,0.220075,0.22134,-0.927516,ULCER
-0.117586,-0.090414,0,-0.091329,0.242889,-0.464387,-0.950134,-0.804772,-0.93504,-0.870135,-0.92308,-0.56121,0.935701,0.602122,0.309361,0.309428,0.309294,-0.773757,ULCER
-0.514574,-0.287429,0.78125,-0.288251,-0.112486,-0.005267,-0.956142,-0.900395,-0.955846,-0.846309,-0.929579,-0.838195,0.939807,0.84671,0.203851,0.203913,0.203789,-0.913346,ULCER
-0.630781,-0.427543,0.6875,-0.428405,-0.150579,0.073301,-0.962555,-0.969359,-0.937133,-0.800653,-0.89917,-0.850595,0.920596,0.687537,0.277048,0.277114,0.276983,-0.840834,ULCER
-0.677219,-0.449476,0.78125,-0.451221,-0.215577,0.157509,-0.965604,-0.97293,-0.924368,-0.773632,-0.887485,-0.778311,0.913167,0.652742,0.312335,0.312402,0.312267,-0.854178,ULCER
-0.786829,-0.715897,0.3125,-0.717853,-0.093148,0.157254,-0.94193,-0.97724,-0.964845,-0.859649,-0.926909,-0.804831,0.965214,0.36289,0.17484,0.1749,0.17478,-0.838156,ULCER
-0.698541,-0.574191,0.46875,-0.575385,-0.100903,0.094127,-0.940358,-0.965295,-0.922578,-0.792523,-0.870336,-0.794689,0.910583,0.627331,0.323667,0.324718,0.324583,-0.853055,ULCER
-0.639559,-0.45313,0.59375,-0.453987,-0.17672,0.08793,-0.719656,-0.768592,-0.938694,-0.860062,-0.926249,-0.48158,0.947857,0.762865,0.276215,0.27628,0.276149,-0.754814,ULCER
-0.751171,-0.645093,0.40625,-0.646683,-0.128266,0.147942,-0.88388,-0.969661,-0.935433,-0.830638,-0.891367,-0.733981,0.940066,0.646621,0.291666,0.291733,0.2916,-0.848652,ULCER
-0.795335,-0.614417,0.53125,-0.615484,-0.304106,0.28266,-0.881567,-0.976801,-0.950364,-0.783036,-0.904564,-0.834432,0.93204,0.778492,0.236077,0.23614,0.236013,-0.938395,ULCER
-0.834317,-0.68592,0.4375,-0.687684,-0.321709,0.313355,-0.816247,-0.974863,-0.940859,-0.693435,-0.869381,-0.785515,0.921403,0.680246,0.275379,0.275444,0.275313,-0.960197,ULCER
-0.701539,-0.595953,0.46875,-0.597174,-0.076552,0.077043,-0.925416,-0.925393,-0.903916,-0.761993,-0.884134,-0.680978,0.897349,0.661624,0.36939,0.36946,0.36932,-0.881325,ULCER
-0.218803,-0.201502,0.1875,-0.20304,0.230038,-0.387342,-0.949914,-0.918691,-0.974905,-0.943029,-0.951664,-0.829308,0.977158,0.44606,0.112526,0.112583,0.112469,-0.840972,ULCER
-0.186013,-0.169695,0.21875,-0.171171,0.244751,-0.424552,-0.972332,-0.943074,-0.958166,-0.912003,-0.938136,-0.82404,0.956262,0.398491,0.216346,0.216409,0.216284,-0.893367,ULCER
-0.622496,-0.520476,0.46875,-0.522342,-0.027764,-0.038827,-0.861626,-0.95519,-0.958054,-0.883941,-0.94208,-0.841528,0.954306,0.422355,0.207024,0.207086,0.206962,-0.888264,ULCER
-0.133,-0.182347,0.0625,-0.18351,0.32959,-0.486993,-0.966521,-0.925108,-0.985169,-0.974808,-0.96261,-0.758314,0.990181,0.458597,0.014288,0.01434,0.014236,-0.885399,ULCER
-0.452962,-0.255185,0.59375,-0.256284,-0.049898,-0.1067,-0.937036,-0.847337,-0.947557,-0.927313,-0.938578,-0.410013,0.967582,0.634018,0.242685,0.242749,0.242622,-0.848776,ULCER
-0.327141,-0.137549,0.71875,-0.137786,-0.00678,-0.156531,-0.953765,-0.67938,-0.976313,-0.944032,-0.962781,-0.671947,0.978708,0.643035,0.083759,0.083814,0.083703,-0.939037,ULCER
-0.628181,-0.472244,0.59375,-0.47305,-0.094172,0.033938,-0.946509,-0.927293,-0.954836,-0.872782,-0.926757,-0.842818,0.9514,0.462377,0.215325,0.215387,0.215263,-0.836574,ULCER
-0.481794,-0.261984,0.6875,-0.26305,-0.091911,-0.053709,-0.931109,-0.776774,-0.924982,-0.798912,-0.921478,-0.602279,0.9239,0.753971,0.311594,0.311661,0.311527,-0.831265,ULCER
-0.828597,-0.582561,0.59375,-0.583943,-0.43839,0.403148,-0.90022,-0.960568,-0.925433,-0.63778,-0.862003,-0.800638,0.901428,0.752213,0.31205,0.313141,0.313006,-0.906144,ULCER
-0.569813,-0.46409,0.5,-0.465159,0.00967,-0.061637,-0.909975,-0.862566,-0.960827,-0.922255,-0.943526,-0.665819,0.972387,0.528362,0.189698,0.189759,0.189637,-0.857457,ULCER
-0.825872,-0.58109,0.625,-0.583151,-0.424188,0.392151,-0.923622,-0.977862,-0.937565,-0.61244,-0.870852,-0.873172,0.900522,0.834427,0.277879,0.277945,0.277814,-0.936494,ULCER
-0.654365,-0.468556,0.625,-0.470014,-0.152728,0.070555,-0.927323,-0.925052,-0.920173,-0.789556,-0.88627,-0.779136,0.910842,0.878392,0.327476,0.327544,0.327408,-0.938727,ULCER
-0.482887,-0.295408,0.6875,-0.296772,-0.057087,-0.058909,-0.940228,-0.950752,-0.954837,-0.878951,-0.939836,-0.858515,0.942114,0.660561,0.211203,0.211266,0.211141,-0.901972,ULCER
-0.254284,-0.087849,0.625,-0.088884,0.043007,-0.226146,-0.969189,-0.917492,-0.962421,-0.91336,-0.939008,-0.835042,0.961072,0.714989,0.178335,0.178395,0.178274,-0.855262,ULCER
-0.605198,-0.363273,0.71875,-0.364885,-0.182066,0.071396,-0.923458,-0.855413,-0.934785,-0.856181,-0.919633,-0.503835,0.945696,0.759778,0.282818,0.282884,0.282753,-0.830007,ULCER
-0.684428,-0.503277,0.65625,-0.504546,-0.167093,0.096144,-0.857054,-0.925503,-0.92839,-0.854187,-0.914764,-0.63593,0.948788,0.674277,0.307112,0.307179,0.307045,-0.846659,ULCER
-0.700635,-0.524393,0.59375,-0.52603,-0.184018,0.124868,-0.897811,-0.962644,-0.945739,-0.847072,-0.923105,-0.78512,0.941814,0.686432,0.25188,0.251944,0.251816,-0.91336,ULCER
-0.464023,-0.249988,0.71875,-0.250808,-0.079459,-0.064745,-0.949605,-0.921398,-0.957045,-0.868535,-0.939165,-0.851957,0.944187,0.599348,0.200644,0.200706,0.200582,-0.848025,ULCER
-0.587927,-0.348267,0.71875,-0.349839,-0.172998,0.05164,-0.902304,-0.949147,-0.951247,-0.830543,-0.936879,-0.835973,0.949897,0.662949,0.225387,0.225449,0.225324,-0.831004,ULCER
-0.626615,-0.455693,0.59375,-0.456833,-0.11603,0.019865,-0.928682,-0.936358,-0.952841,-0.883935,-0.929025,-0.797054,0.951332,0.756183,0.224396,0.224458,0.224333,-0.854777,ULCER
-0.599678,-0.411785,0.5625,-0.412991,-0.127168,0.031738,-0.903875,-0.848428,-0.94621,-0.878165,-0.93691,-0.597728,0.96409,0.694027,0.248236,0.2483,0.248172,-0.861784,ULCER
-0.534332,-0.36411,0.59375,-0.365399,-0.053257,-0.060211,-0.970238,-0.959204,-0.936929,-0.837405,-0.899809,-0.842209,0.92416,0.644474,0.280359,0.280425,0.280293,-0.775842,ULCER
-0.310025,-0.227247,0.4375,-0.228871,0.128967,-0.28123,-0.97419,-0.945724,-0.973762,-0.938205,-0.958335,-0.822714,0.975226,0.464648,0.113966,0.114023,0.113909,-0.797361,ULCER
-0.295778,-0.074306,0.8125,-0.075269,-0.027963,-0.146204,-0.93853,-0.637722,-0.901723,-0.859741,-0.917798,-0.344001,0.925582,0.864851,0.363216,0.363286,0.363146,-0.742683,ULCER
-0.563485,-0.305322,0.78125,-0.306493,-0.176179,0.046469,-0.928364,-0.914307,-0.95223,-0.778764,-0.926691,-0.791141,0.944664,0.66506,0.21939,0.219453,0.219328,-0.828185,ULCER
-0.453407,-0.554754,0.03125,-0.556349,0.457637,-0.50849,-0.987354,-0.963128,-0.962924,-0.888363,-0.913211,-0.877294,0.944341,0.735873,0.200644,0.200706,0.200582,-0.867491,NON_ULCER
-0.514911,-0.554375,0.09375,-0.555752,0.319517,-0.417802,-0.992302,-0.959071,-0.931945,-0.731129,-0.875443,-0.875287,0.892935,0.770668,0.319641,0.319708,0.319573,-0.778757,NON_ULCER
-0.337793,-0.178259,0.59375,-0.179628,0.03394,-0.205877,-0.946018,-0.821341,-0.956056,-0.947019,-0.933791,-0.274799,0.982274,0.650424,0.211203,0.211266,0.211141,-0.905148,NON_ULCER
-0.339443,-0.249048,0.15625,-0.250659,0.135178,-0.356106,-0.996415,-0.992869,-0.959507,-0.767904,-0.861742,-0.959038,0.916205,0.684873,0.210164,0.210226,0.210102,-0.940449,NON_ULCER
-0.368483,-0.332806,0.25,-0.334477,0.189104,-0.329159,-0.996458,-0.976679,-0.948569,-0.831651,-0.892333,-0.87801,0.916188,0.554303,0.252784,0.252848,0.25272,-0.675173,NON_ULCER
-0.083809,0.131531,0.28125,0.130763,0.047417,-0.323953,-0.958274,-0.77177,-0.962537,-0.936601,-0.951528,-0.569237,0.977468,0.767922,0.187459,0.18752,0.187398,-0.893042,NON_ULCER
-0.177121,-0.110706,0.59375,-0.11178,0.170053,-0.308154,-0.988684,-0.87258,-0.946234,-0.922231,-0.936486,-0.681981,0.955875,0.425453,0.25188,0.251944,0.251816,-0.584092,NON_ULCER
-0.817362,-0.89949,-0.40625,-0.900403,0.588403,-0.552162,-0.832194,-0.987959,-0.967937,-0.748719,-0.90638,-0.849197,0.94557,0.465709,0.186334,0.186395,0.186273,-0.928662,NON_ULCER
-0.739336,-0.806271,-0.125,-0.806939,0.419402,-0.448806,-0.967465,-0.972975,-0.936753,-0.749247,-0.892053,-0.739249,0.909815,0.249514,0.315278,0.315346,0.315211,-0.855637,NON_ULCER
-0.644925,-0.623131,0.125,-0.624467,0.151296,-0.28584,-0.973204,-0.985656,-0.940242,-0.721985,-0.881261,-0.860056,0.924356,0.388361,0.292458,0.292524,0.292392,-0.884061,NON_ULCER
-0.508504,-0.427985,0.28125,-0.429306,0.091371,-0.263474,-0.995291,-0.990744,-0.959185,-0.65749,-0.894436,-0.946459,0.915883,0.425254,0.209121,0.209183,0.209059,-0.898358,NON_ULCER
-0.321564,-0.257986,0.3125,-0.258897,0.160687,-0.332458,-0.995926,-0.983158,-0.949938,-0.820927,-0.887098,-0.927,0.917359,0.629327,0.247318,0.247382,0.247254,-0.914133,NON_ULCER
-0.232864,-0.117451,0.375,-0.118412,0.113187,-0.316626,-0.997401,-0.989522,-0.944183,-0.799173,-0.861338,-0.942553,0.887595,0.752291,0.265162,0.265227,0.265098,-0.956305,NON_ULCER
-0.297916,-0.226156,0.34375,-0.22714,0.152078,-0.322175,-0.995784,-0.985131,-0.959821,-0.838123,-0.916531,-0.946961,0.925103,0.522722,0.201717,0.201778,0.201655,-0.869073,NON_ULCER
-0.358644,-0.343107,0.1875,-0.343758,0.222742,-0.362943,-0.997981,-0.984233,-0.939469,-0.682583,-0.885869,-0.940654,0.881852,0.692801,0.287677,0.287743,0.287611,-0.928374,NON_ULCER
-0.368243,-0.359268,0.25,-0.360703,0.23077,-0.358302,-0.997518,-0.986547,-0.945349,-0.72321,-0.875559,-0.95291,0.881162,0.780747,0.26689,0.266955,0.266825,-0.936679,NON_ULCER
-0.420266,-0.426815,0.21875,-0.428062,0.250949,-0.360322,-0.997768,-0.987544,-0.959304,-0.809348,-0.901126,-0.950186,0.916466,0.637039,0.210164,0.210226,0.210102,-0.896494,NON_ULCER
-0.451827,-0.497154,0.0625,-0.498391,0.332666,-0.439207,-0.977899,-0.929181,-0.8911,-0.721607,-0.83754,-0.751111,0.858024,0.82489,0.412556,0.412629,0.412484,-0.272286,NON_ULCER
-0.522205,-0.56713,0.125,-0.568687,0.308804,-0.36309,-0.996639,-0.978169,-0.937108,-0.737071,-0.847888,-0.908651,0.888047,0.791594,0.299489,0.299556,0.298352,-0.888454,NON_ULCER
-0.285433,-0.186988,0.125,-0.188079,0.144367,-0.395125,-0.996916,-0.993675,-0.959534,-0.705428,-0.851611,-0.966492,0.908258,0.767576,0.213271,0.213334,0.213209,-0.975177,NON_ULCER
